,group,variable,month,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,166,155,321
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,122,94,216
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,12,5,17
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,1,2
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,9,6,15
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,6,3,9
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,4,2,6
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,6,0,6
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,3,10,13
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,3,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,3,0,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,12,4,16
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-03-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,7,7,14
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,4,3,7
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,6,12,18
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,3,3
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,50,42,92
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,2,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,3,5,8
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,41,36,77
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,3,5
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,5,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,105,106,211
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,3,3
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,22,13,35
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,4,5,9
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,7,12,19
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,6,9,15
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,2,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,4,4,8
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,0,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,3,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,4,6
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,102,99,201
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,73,68,141
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,5,5,10
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,5,6,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,6,1,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,3,5,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,1,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,6,6,12
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,2,2,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,8,2,10
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,1,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-04-01,0,2,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,1,2
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,2,4
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,0,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,1,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,3,5,8
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,5,8,13
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,1,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,86,86,172
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,2,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,1,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,38,35,73
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,5,5
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,3,4,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,3,1,4
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,2,3
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,134,151,285
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,1,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,4,5
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,23,13,36
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,6,5,11
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,9,9,18
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,7,3,10
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,1,3
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,2,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,4,3,7
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,3,1,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,211,163,374
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,95,79,174
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,9,2,11
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,17,19
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,18,8,26
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,4,3,7
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,3,2,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,3,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,5,3,8
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,4,4,8
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,2,1,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,18,16,34
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-05-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,0,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,1,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,2,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,6,9,15
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,3,0,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,2,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,1,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,7,11,18
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,2,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,7,4,11
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,93,111,204
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,0,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,45,29,74
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,1,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,3,4,7
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,7,9
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,0,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,1,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,106,144,250
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,3,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,3,5
