,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,29,30,59
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,2,2
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,2,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,27,37
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,28,57,85
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,7,17
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,4,7
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,2,6
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,1,1
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,6,9
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,1,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,6,8
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,34,26,60
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,139,233,372
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,6,8
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,11,8,19
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,4,4
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,4,6
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,3,4
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,11,17
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,3,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,5,7
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,8,5,13
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,120,230,350
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,2,2
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,6,6
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,6,8
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,14,30,44
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,1,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,15,33,48
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,11,23,34
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,3,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,7,8
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,1,4
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,8,16,24
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,5,8,13
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,1,7
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,7,7,14
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,52,80,132
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,24,27,51
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,16,20,36
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,2,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,3,13,16
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,27,42,69
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,16,17,33
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,3,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,14,35,49
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,3,3
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,2,0,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,5,6
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,9,15
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,7,12,19
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,6,16,22
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,16,47,63
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,10,16,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,43,64,107
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,9,15,24
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,3,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,4,4,8
YOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,2,2
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-03-01,1,10,11
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,22,41
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,28,36,64
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,10,21,31
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,4,6
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,4,8
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,14,20
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,11,12,23
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,3,4
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,13,17,30
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,18,25,43
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,9,17
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,4,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,36,54,90
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,17,23,40
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,4,7
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,14,22
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,4,7
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,10,14
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,40,59
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,27,23,50
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,6,11
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,4,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,6,8
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,10,10
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,2,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,17,24,41
CHARAÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,7,10
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,8,8
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,11,18
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,14,21
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,14,21,35
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,198,340,538
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,2,4
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,2,7
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,0,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,1,4
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,11,17
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,32,51
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,7,9
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,14,5,19
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,5,6
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,12,13
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,10,25,35
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,9,5,14
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,0,3
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,4,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,189,413,602
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,2,4
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,8,16
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,9,12
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,5,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,10,16
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,9,46,55
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,9,17
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,11,16
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,3,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,4,11
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,1,2
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,4,8
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,6,8
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,11,11,22
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,11,18
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,10,15,25
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,5,12
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,173,490,663
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,3,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,15,23
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,9,17
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,3,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,3,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,2,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,9,22,31
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,12,18,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,21,26,47
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,1,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,1,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,3,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,80,239,319
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,21,29
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,29,16,45
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,25,43,68
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,13,17
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,5,10
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,26,26,52
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,4,12
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,40,59
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,11,19
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,44,35,79
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,5,12
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,18,21
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,2,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,9,11,20
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,3,5
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,11,5,16
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,8,9
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,5,11
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,33,37,70
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,16,36,52
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,4,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,9,17
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,42,61
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,19,24,43
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,14,27,41
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,4,7
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,15,22
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,2,5
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,5,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,5,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,16,31,47
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,13,19,32
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,26,29,55
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,4,4
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,3,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,16,40,56
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,25,65,90
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,2,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,4,8
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,0,6
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,5,7
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,8,4,12
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,97,112,209
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,121,191,312
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,3,6
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,4,6
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,0,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,2,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,3,4
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,0,4
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,11,17,28
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,91,352,443
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,2,3
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,9,11
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,9,15
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,6,9
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,24,26
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,13,23,36
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,5,9
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,2,22,24
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,4,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,11,17
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,12,17
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,4,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,18,32,50
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,15,7,22
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,3,6
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,11,30,41
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,6,9
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,24,25,49
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,2,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,13,39,52
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,2,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,2,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,14,13,27
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,15,24,39
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,10,10,20
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,16,22
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,6,21,27
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,4,5,9
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,7,14,21
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,70,63,133
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,3,22,25
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,18,22,40
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,5,3,8
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,1,3,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-04-01,9,11,20
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,21,29,50
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,10,3,13
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,16,22,38
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,7,11
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,2,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,11,11
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,3,6
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,2,3
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,6,9,15
