,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,2,0,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,30,11,41
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,40,5,45
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,2,3
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,1,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,3,0,3
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,3,1,4
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,2,0,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,3,0,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,7,0,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,3,1,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,2,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,4,0,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-04-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,6,1,7
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,13,156,169
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,17,8,25
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,101,54,155
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,2,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,4,3,7
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,5,47,52
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,3,2,5
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,6,1,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,4,0,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,42,24,66
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,1,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,32,7,39
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,86,29,115
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,2,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,19,1,20
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,2,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,5,2,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-05-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,8,9,17
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,1,4
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,12,5,17
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,22,78,100
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,1,4
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,109,39,148
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,1,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,5,0,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,14,6,20
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,3,5
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,14,5,19
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,4,0,4
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,1,3
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,10,0,10
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,1,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,1,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,8,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,7,0,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,6,0,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,5,0,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,44,28,72
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,25,9,34
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,71,26,97
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,1,1
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,5,1,6
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,7,2,9
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,1,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,1,4
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,2,5
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,4,1,5
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,2,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,4,1,5
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,3,1,4
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-06-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,3,5
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,8,10,18
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,15,13,28
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,3,0,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,7,3,10
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,1,3
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,4,0,4
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,2,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,150,63,213
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,4,1,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,4,0,4
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,6,3,9
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,16,2,18
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,3,2,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,3,0,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,6,0,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,2,4
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,18,6,24
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,58,37,95
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,44,6,50
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,11,1,12
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,96,14,110
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,6,3,9
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,9,6,15
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,6,3,9
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,10,1,11
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,1,1,2
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-07-01,6,0,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,0,4,4
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,4,2,6
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,23,8,31
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,35,16,51
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,6,0,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,165,79,244
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,1,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,9,1,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,6,1,7
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,6,1,7
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
