,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,3,3
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,6,6
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,5,5
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,9,9
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,48,48
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,1,1
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,116,116
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,30,30
TURCO,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,1,1
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,14,14
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,6,6
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,23,23
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,44,44
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,40,40
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,70,70
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,19,19
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,69,69
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,10,10
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,333,333
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,10,10
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,27,27
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,109,109
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,114,114
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,5,5
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,68,68
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,13,13
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,3,3
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-02-01,0,10,10
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,4,4
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,59,59
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,57,57
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,10,10
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,16,16
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,73,73
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,24,24
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,20,20
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,51,51
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,41,41
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,10,10
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,55,55
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,10,10
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,41,41
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,146,146
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,41,41
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,29,29
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,126,126
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,116,116
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,13,13
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,49,49
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,57,57
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,145,145
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1028,1028
COIPASA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,32,32
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,10,10
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,31,31
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,43,43
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,50,50
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,30,30
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2035,2035
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,14,14
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,27,27
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,130,130
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,27,27
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,30,30
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,224,224
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,20,20
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,14,14
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,76,76
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,15,15
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,71,71
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,131,131
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1941,1941
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,10,10
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,182,182
LLICA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,4,4
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,17,17
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,34,34
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,66,66
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,48,48
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,9,9
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,52,52
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,485,485
MOROCHATA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,602,602
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,21,21
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,17,17
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,106,106
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,24,24
PASORAPA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,30,30
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
POOPO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,9,9
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,13,13
POSTRER VALLE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,262,262
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,7,7
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,17,17
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,3,3
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,38,38
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,244,244
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,138,138
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,9,9
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,9,9
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,164,164
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,37,37
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,33,33
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,364,364
SALINAS DE GARCI MENDOZA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,19,19
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,67,67
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,101,101
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,36,36
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,87,87
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,30,30
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,49,49
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,21,21
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
SAN PEDRO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,16,16
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,32,32
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1185,1185
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,19,19
SANTIAGO DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,9,9
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,16,16
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,88,88
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,8,8
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,608,608
TACOPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,47,47
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,14,14
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,414,414
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,14,14
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,1,1
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,18,18
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,17,17
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,14,14
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,2,2
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,19,19
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,4,4
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,144,144
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,92,92
TURCO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,4,4
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,19,19
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,4,4
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,5,5
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,35,35
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,43,43
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,67,67
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,36,36
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,92,92
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,6,6
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,19,19
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,305,305
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,17,17
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,103,103
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,213,213
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,96,96
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,11,11
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,12,12
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-03-01,0,22,22
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,51,51
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,34,34
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,6,6
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,10,10
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,22,22
ARAMPAMPA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1,1
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,17,17
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,76,76
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,42,42
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,25,25
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,56,56
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,48,48
BOLIVAR,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,7,7
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,48,48
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,13,13
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,49,49
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,3,3
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,131,131
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,49,49
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,18,18
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,114,114
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,33,33
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,124,124
CHAQUI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,34,34
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,23,23
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,42,42
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,60,60
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,139,139
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1062,1062
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,37,37
CORIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,20,20
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,8,8
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,49,49
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,8,8
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,83,83
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,44,44
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,28,28
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1803,1803
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,18,18
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,16,16
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,178,178
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,41,41
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1,1
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,12,12
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,31,31
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1,1
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,58,58
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,281,281
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,13,13
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,50,50
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,11,11
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,42,42
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1,1
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,6,6
JESUS DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,3,3
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,74,74
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,138,138
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1269,1269
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,8,8
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,175,175
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,20,20
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
MECAPACA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,57,57
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,43,43
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,21,21
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,71,71
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,615,615
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,3,3
OKINAWA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,44,44
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,652,652
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,23,23
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,22,22
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,23,23
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,41,41
POOPO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,13,13
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,7,7
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,21,21
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,22,22
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,241,241
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,25,25
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,16,16
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,14,14
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,33,33
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,4,4
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,32,32
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,268,268
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,287,287
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,468,468
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,41,41
