,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,8,6,1,0,15
CUEVO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,0,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,49,66,22,25,162
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,0,2,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,0,0,5
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,5,6,12
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,3,0,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,2,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,15,1,1,2,19
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,54,47,7,2,110
LA RIVERA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,8,7,15
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,4,0,0,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,2,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,0,0,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,1,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
MOJINETE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,5,9,4,3,21
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,0,0,3
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,10,13,6,6,35
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,3,21,17,44
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,2,1,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,2,0,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,1,0,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,4,0,0,4
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,2,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,1,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,2,0,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,0,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,6,8,8,15,37
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,0,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,1,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,3,2,3,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,4,2,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,2,5,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,4,3,2,1,10
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,2,2,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,3,5
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,6,6,2,0,14
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,6,1,5,14
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,2,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,3,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,7,6,15
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,2,0,1,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,0,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,5,5,7,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,144,125,13,8,290
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,2,1,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,2,1,1,4
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,1,3,5
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,4,1,0,1,6
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,7,7,0,0,14
TAHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,2,1,4
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,0,1,6
TARVITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,2,0,1,4
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,12,11,0,2,25
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,0,0,0,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,1,2,3,8
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,2,1,5
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,5,3,2,0,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,0,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,1,0,3
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,9,5,1,0,15
YACO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,5,0,0,8
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,1,0,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,4,0,0,6
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,4,7,0,0,11
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
AYATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,3,2,5
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,0,2,5
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,0,3,6
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,4,5,4,15
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,1,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,2,2,1,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,1,3,5
CHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,8,6,0,0,14
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,3,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,0,1,0,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,1,0,2
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,4,2,6
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,3,0,0,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,6,0,2,2,10
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,48,41,5,11,105
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,5,4,0,0,9
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,2,1,0,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,3,4,8
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,4,3,7
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,2,1,1,5
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,2,0,1,5
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,10,8,38,44,100
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,6,5,2,14
CUEVO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,76,59,50,29,214
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,6,1,0,0,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,0,0,0,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,4,0,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,2,4,0,8
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,5,2,1,6,14
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,2,1,1,4
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,1,2
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,2,3,5
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,2,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,1,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,2,0,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,1,4,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,14,9,4,3,30
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,55,40,3,5,103
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,2,0,0,3
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,2,2
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,0,3,0,6
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,2,0,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,1,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,1,3,1,8
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,13,14,6,2,35
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,3,1,4
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,43,31,10,16,100
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,4,3,7,5,19
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,2,2,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,9,7,16
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,1,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,2,2,5
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,4,5,2,1,12
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,8,12,9,11,40
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,1,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,2,5,2,10
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,3,0,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,1,1,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,6,5,3,5,19
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,1,0,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,7,7,3,1,18
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,2,3,2,9
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,6,1,4,3,14
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,1,1,2,3,7
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,5,8,9,8,30
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,10,3,4,8,25
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,3,1,0,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,3,2,8,12,25
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,10,10,20
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,2,1,9,2,14
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-04-01,0,0,1,3,4
