,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,3,0,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,3,0,0,0,3
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,1,0,2,4
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,1,1,3
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,6,7,0,0,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,2,1,0,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,1,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,16,21,2,5,44
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,2,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,1,0,2,4
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,1,1,1,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,5,7,12
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,0,1,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,2,0,2,4
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,11,21,1,1,34
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-05-01,0,0,1,2,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,0,1
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,1,0,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,1,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,2,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,1,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,1,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,2,11,1,3,17
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,7,5,3,6,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,17,23,1,1,42
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,3,1,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,3,3,0,3,9
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,2,2,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,4,1,0,0,5
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,3,3,1,2,9
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,1,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,1,1,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,4,0,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,16,9,1,10,36
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,2,2,1,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,4,5,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,1,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,1,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,1,8,4,13
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,2,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,0,3,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-06-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,2,0,0,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,4,1,2,4,11
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,9,7,6,5,27
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,2,1,0,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,1,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,5,2,0,0,7
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,1,0,1,3
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,6,0,2,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,1,2,3,7
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,2,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,2,0,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,4,1,6
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,2,0,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,1,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,2,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,12,13,10,7,42
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,2,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,2,2,1,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,2,0,0,1,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-07-01,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,0,0,0,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,2,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,3,0,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,1,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,3,1,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,8,8,7,2,25
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,0,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,1,0,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,3,5,0,0,8
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,1,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,1,1,2,6
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,4,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,2,1,3
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,1,1,0,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,7,10,17
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,1,0,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,13,11,19,24,67
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,3,2,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,2,2,0,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,2,1,2,0,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,2,0,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,1,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-08-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,2,0,3
ALCALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,2,0,0,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,3,3
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,2,2,0,5
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,11,13,0,5,29
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,3,0,0,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,1,1,1,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,3,0,0,3
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,2,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,1,1,0,4
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,3,1,4,3,11
POROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,0,0,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,3,1,2,7
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,0,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,1,1,0,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,1,12,11,26
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,8,10,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,2,0,0,0,2
