,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
TARABUCO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2018-10-01,1,3,18,20,19,23,42
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-10-01,10,13,0,0,10,13,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-10-01,0,2,0,0,0,2,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-10-01,7,10,1,0,8,10,18
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-10-01,8,8,8,11,16,19,35
VINTO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,1,1,1,1,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2018-10-01,2,4,0,0,2,4,6
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2018-10-01,1,0,0,1,1,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-11-01,0,2,0,0,0,2,2
ALCALA,chagas,tratamientos de 15 anos y mas,2018-11-01,0,1,0,1,0,2,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-11-01,1,1,1,0,2,1,3
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-11-01,1,1,0,0,1,1,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-11-01,0,2,0,0,0,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-11-01,8,1,20,24,28,25,53
CORIPATA,chagas,tratamientos de 15 anos y mas,2018-11-01,1,0,0,0,1,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,0,2,0,2,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-11-01,1,0,0,0,1,0,1
PADCAYA,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,0,1,0,1,1
POROMA,chagas,tratamientos de 15 anos y mas,2018-11-01,1,1,0,0,1,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2018-11-01,1,0,4,8,5,8,13
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-11-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,1,1,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2018-11-01,25,17,8,19,33,36,69
TARIJA,chagas,tratamientos de 15 anos y mas,2018-11-01,1,3,6,9,7,12,19
TOLATA,chagas,tratamientos de 15 anos y mas,2018-11-01,2,0,0,0,2,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-11-01,12,22,0,0,12,22,34
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,0,1,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-11-01,3,2,1,4,4,6,10
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-11-01,0,0,9,7,9,7,16
YACUIBA,chagas,tratamientos de 15 anos y mas,2018-11-01,2,3,0,0,2,3,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-12-01,1,1,0,0,1,1,2
ALCALA,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2018-12-01,0,2,0,0,0,2,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,1,1,1,1,2
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-12-01,1,0,0,0,1,0,1
CAMIRI,chagas,tratamientos de 15 anos y mas,2018-12-01,0,5,0,3,0,8,8
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-12-01,0,5,0,0,0,5,5
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-12-01,1,1,14,33,15,34,49
PUCARA,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,1,0,1,0,1
RAVELO,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,1,1,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2018-12-01,12,13,8,16,20,29,49
TARATA,chagas,tratamientos de 15 anos y mas,2018-12-01,1,2,0,0,1,2,3
TARIJA,chagas,tratamientos de 15 anos y mas,2018-12-01,0,2,0,0,0,2,2
TOLATA,chagas,tratamientos de 15 anos y mas,2018-12-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-12-01,17,30,9,11,26,41,67
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,0,1,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-12-01,0,0,8,11,8,11,19
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-12-01,0,1,8,5,8,6,14
