municipality,group,variable,month,Vacunaciones dentro de servicio,TOTAL
POCOATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
POCONA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
POOPO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
POROMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
PORTACHUELO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,8,8
PUERTO ACOSTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,7,7
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,13,13
PUNA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,6,6
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,6,6
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,32,32
REYES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,16,16
SALINAS DE GARCI MENDOZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
SAN ANDRES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,6,6
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,22,22
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,10,10
SAN JAVIER(BNI),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,4,4
SAN JOAQUIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,7,7
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
SAN LORENZO(TJA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
SAN LUCAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
SAN MIGUEL DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
SAN PABLO DE LIPEZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,426,426
SANTA ROSA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
SANTA ROSA DEL SARA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,40,40
TACOPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
TAPACARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
TARATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,22,22
TARVITA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
TOMAVE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,1,1
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,8,8
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,38,38
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,4,4
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,9,9
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,2,2
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,9,9
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,12,12
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,6,6
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,12,12
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-03-01,3,3
ACHACACHI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,35,35
AIQUILE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,7,7
ARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
ASCENCION DE GUARAYOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
AYO AYO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
AZURDUY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
BATALLAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,11,11
BAURES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
BUENA VISTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
CABEZAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
CAPINOTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
CARACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
CARAPARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
CHALLAPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
CHIMORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
CLIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,307,307
COLCAPIRHUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,14,14
"COLCHA ""K""",vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
COLQUECHACA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
COLQUIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
CONCEPCION,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,21,21
CUATRO CAÑADAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
CULPINA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
CURAHUARA DE CARANGAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,14,14
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,384,384
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,12,12
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
EUCALIPTUS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
EXALTACION,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,7,7
GENERAL SAAVEDRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
GUANAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
ICLA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,40,40
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,303,303
LAS CARRERAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
LURIBAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
MACHACAMARCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
MALLA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,17,17
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
MIZQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
MONTEAGUDO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,79,79
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,17,17
OCURI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,33,33
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,139,139
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
PALCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
PALOS BLANCOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
PATACAMAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
PAZÑA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
POCOATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,7,7
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
PORONGO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
PORTACHUELO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
POSTRER VALLE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,97,97
PUERTO ACOSTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
PUERTO PEREZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
PUERTO SUAREZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,23,23
PUNA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,34,34
RAVELO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
REYES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,46,46
SABAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,59,59
SACABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,19,19
SAIPINA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SAMAIPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,9,9
SAN BENITO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,12,12
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,7,7
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,11,11
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,14,14
SAN LORENZO(TJA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
SAN LUCAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
SAN MATIAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
SAN MIGUEL DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SAN PEDRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
SAN RAFAEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SAN RAMON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1508,1508
SANTA ROSA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SANTA ROSA DEL SARA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
SANTIVAÑES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,3,3
SICA SICA (VILLA AROMA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
SICAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,3,3
SIPE SIPE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,48,48
TAPACARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
TARATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,9,9
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,158,158
TEOPONTE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
TIPUANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,13,13
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,12,12
TOLATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
TOLEDO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,19,19
TORO TORO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,6,6
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,38,38
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
TURCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
UMALA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,5,5
URIONDO (A. CONCEPCION),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,2,2
UYUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,3,3
VILA VILA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,1,1
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,4,4
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,3,3
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,8,8
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-04-01,9,9
ACHACACHI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,2,2
AIQUILE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,7,7
ARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
BELEN DE URMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CHALLAPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CHIMORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CLIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,4,4
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,107,107
COLCAPIRHUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,19,19
COLLANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
COLQUIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,11,11
COMARAPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CONCEPCION,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,2,2
CORIPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,2,2
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,7,7
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,4,4
CUEVO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
CULPINA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,4,4
DESAGUADERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,2,2
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,188,188
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,7,7
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
GENERAL SAAVEDRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,3,3
GUANAY,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,4,4
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,4,4
HUACARETA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,3,3
HUACAYA (VILLA DE HUACAYA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
HUARACAJE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
IXIAMAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,9,9
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,15,15
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,232,232
MAGDALENA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
MAIRANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,2,2
MIZQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
MONTEAGUDO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,55,55
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,3,3
OKINAWA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,65,65
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,9,9
PALOS BLANCOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
PASORAPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,10,10
PATACAMAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,44,44
PAZÑA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,3,3
POCONA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,1,1
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,6,6
POROMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2005-05-01,6,6
