,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-05-01,12,9,12,9,21
ROBORE,rabia,no de personas con esquema reducido completo,2022-05-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema reducido completo,2022-05-01,6,5,6,5,11
SAIPINA,rabia,no de personas con esquema reducido completo,2022-05-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2022-05-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-05-01,2,1,2,1,3
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-05-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-05-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-05-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2022-05-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-05-01,3,1,3,1,4
SAN PEDRO DE CURAHUARA,rabia,no de personas con esquema reducido completo,2022-05-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2022-05-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-05-01,103,107,103,107,210
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2022-05-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2022-05-01,0,2,0,2,2
SICAYA,rabia,no de personas con esquema reducido completo,2022-05-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-05-01,0,2,0,2,2
SUCRE,rabia,no de personas con esquema reducido completo,2022-05-01,23,35,23,35,58
TAPACARI,rabia,no de personas con esquema reducido completo,2022-05-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2022-05-01,23,19,23,19,42
TEOPONTE,rabia,no de personas con esquema reducido completo,2022-05-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-05-01,3,3,3,3,6
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-05-01,5,7,5,7,12
UYUNI,rabia,no de personas con esquema reducido completo,2022-05-01,3,4,3,4,7
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-05-01,4,1,4,1,5
VIACHA,rabia,no de personas con esquema reducido completo,2022-05-01,2,2,2,2,4
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2022-05-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2022-05-01,0,2,0,2,2
VINTO,rabia,no de personas con esquema reducido completo,2022-05-01,0,2,0,2,2
WARNES,rabia,no de personas con esquema reducido completo,2022-05-01,8,6,8,6,14
YAPACANI,rabia,no de personas con esquema reducido completo,2022-05-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
ARBIETO,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2022-06-01,2,0,2,0,2
CABEZAS,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2022-06-01,2,4,2,4,6
CLIZA,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-06-01,52,33,52,33,85
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-06-01,2,2,2,2,4
COLOMI,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
COMARAPA,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2022-06-01,2,0,2,0,2
COPACABANA,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
CORIPATA,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2022-06-01,9,9,9,9,18
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-06-01,1,3,1,3,4
DESAGUADERO,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2022-06-01,31,44,31,44,75
EL TORNO,rabia,no de personas con esquema reducido completo,2022-06-01,4,3,4,3,7
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-06-01,5,7,5,7,12
LA PAZ,rabia,no de personas con esquema reducido completo,2022-06-01,75,49,75,49,124
LAJA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
MINEROS,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2022-06-01,10,5,10,5,15
MORO MORO,rabia,no de personas con esquema reducido completo,2022-06-01,1,2,1,2,3
MOROCHATA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2022-06-01,13,11,13,11,24
POOPO,rabia,no de personas con esquema reducido completo,2022-06-01,3,2,3,2,5
PORONGO,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-06-01,4,6,4,6,10
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-06-01,4,4,4,4,8
REYES,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
ROBORE,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2022-06-01,4,6,4,6,10
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-06-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-06-01,3,0,3,0,3
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-06-01,127,114,127,114,241
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2022-06-01,1,2,1,2,3
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2022-06-01,46,47,46,47,93
TARATA,rabia,no de personas con esquema reducido completo,2022-06-01,0,2,0,2,2
TARIJA,rabia,no de personas con esquema reducido completo,2022-06-01,16,11,16,11,27
TEOPONTE,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-06-01,15,7,15,7,22
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-06-01,3,2,3,2,5
UNCIA,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2022-06-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-06-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema reducido completo,2022-06-01,6,3,6,3,9
VINTO,rabia,no de personas con esquema reducido completo,2022-06-01,1,4,1,4,5
WARNES,rabia,no de personas con esquema reducido completo,2022-06-01,7,8,7,8,15
YANACACHI,rabia,no de personas con esquema reducido completo,2022-06-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema reducido completo,2022-06-01,3,7,3,7,10
ACHOCALLA,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
AIQUILE,rabia,no de personas con esquema reducido completo,2022-07-01,1,2,1,2,3
ARBIETO,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
CABEZAS,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2022-07-01,6,3,6,3,9
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-07-01,38,34,38,34,72
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-07-01,2,2,2,2,4
COLQUIRI,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2022-07-01,3,1,3,1,4
CONCEPCION,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2022-07-01,2,2,2,2,4
CORO CORO,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2022-07-01,7,7,7,7,14
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-07-01,1,4,1,4,5
EL ALTO,rabia,no de personas con esquema reducido completo,2022-07-01,47,30,47,30,77
EL TORNO,rabia,no de personas con esquema reducido completo,2022-07-01,2,4,2,4,6
GUANAY,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
ICLA,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
INQUISIVI,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-07-01,10,8,10,8,18
LA PAZ,rabia,no de personas con esquema reducido completo,2022-07-01,69,55,69,55,124
MAIRANA,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
MAPIRI,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
MINEROS,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2022-07-01,4,7,4,7,11
ORURO,rabia,no de personas con esquema reducido completo,2022-07-01,21,22,21,22,43
PAILON,rabia,no de personas con esquema reducido completo,2022-07-01,4,4,4,4,8
POOPO,rabia,no de personas con esquema reducido completo,2022-07-01,3,2,3,2,5
POROMA,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-07-01,1,2,1,2,3
PUCARANI,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-07-01,8,3,8,3,11
REYES,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2022-07-01,7,4,7,4,11
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2022-07-01,2,2,2,2,4
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-07-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-07-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-07-01,4,3,4,3,7
SAN LUCAS,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-07-01,106,100,106,100,206
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
SICAYA,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-07-01,4,1,4,1,5
SORATA,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2022-07-01,33,48,33,48,81
TAPACARI,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
TARATA,rabia,no de personas con esquema reducido completo,2022-07-01,3,0,3,0,3
TARIJA,rabia,no de personas con esquema reducido completo,2022-07-01,11,16,11,16,27
TEOPONTE,rabia,no de personas con esquema reducido completo,2022-07-01,1,2,1,2,3
TIAHUANACU,rabia,no de personas con esquema reducido completo,2022-07-01,0,2,0,2,2
TIPUANI,rabia,no de personas con esquema reducido completo,2022-07-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-07-01,4,0,4,0,4
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-07-01,4,1,4,1,5
TUPIZA,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema reducido completo,2022-07-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-07-01,3,1,3,1,4
VIACHA,rabia,no de personas con esquema reducido completo,2022-07-01,3,1,3,1,4
VILLA MONTES,rabia,no de personas con esquema reducido completo,2022-07-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2022-07-01,0,2,0,2,2
VINTO,rabia,no de personas con esquema reducido completo,2022-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2022-07-01,1,5,1,5,6
YANACACHI,rabia,no de personas con esquema reducido completo,2022-07-01,2,1,2,1,3
YAPACANI,rabia,no de personas con esquema reducido completo,2022-07-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
ALTO BENI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2022-08-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2022-08-01,2,3,2,3,5
CARANAVI,rabia,no de personas con esquema reducido completo,2022-08-01,3,3,3,3,6
CARAPARI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
CLIZA,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
COBIJA,rabia,no de personas con esquema reducido completo,2022-08-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-08-01,55,33,55,33,88
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-08-01,2,6,2,6,8
COLOMI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2022-08-01,1,2,1,2,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2022-08-01,3,5,3,5,8
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema reducido completo,2022-08-01,46,48,46,48,94
EL TORNO,rabia,no de personas con esquema reducido completo,2022-08-01,5,8,5,8,13
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
HUANUNI,rabia,no de personas con esquema reducido completo,2022-08-01,2,1,2,1,3
ICLA,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
JESUS DE MACHACA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-08-01,14,9,14,9,23
LA PAZ,rabia,no de personas con esquema reducido completo,2022-08-01,79,75,79,75,154
LAJA,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
LLALLAGUA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
MINEROS,rabia,no de personas con esquema reducido completo,2022-08-01,2,1,2,1,3
MONTERO,rabia,no de personas con esquema reducido completo,2022-08-01,6,6,6,6,12
OKINAWA,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2022-08-01,12,8,12,8,20
PALCA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
POOPO,rabia,no de personas con esquema reducido completo,2022-08-01,5,0,5,0,5
PORONGO,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-08-01,3,1,3,1,4
PUCARA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-08-01,4,7,4,7,11
SACABA,rabia,no de personas con esquema reducido completo,2022-08-01,15,11,15,11,26
SAIPINA,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
SAMAIPATA,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-08-01,2,2,2,2,4
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-08-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-08-01,2,4,2,4,6
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-08-01,3,0,3,0,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2022-08-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-08-01,4,1,4,1,5
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-08-01,117,105,117,105,222
SANTIAGO DE HUATA,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-08-01,2,4,2,4,6
SORATA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2022-08-01,38,47,38,47,85
TARIJA,rabia,no de personas con esquema reducido completo,2022-08-01,25,25,25,25,50
TARVITA,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-08-01,4,3,4,3,7
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
TOCO,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-08-01,5,8,5,8,13
UYUNI,rabia,no de personas con esquema reducido completo,2022-08-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-08-01,3,0,3,0,3
VIACHA,rabia,no de personas con esquema reducido completo,2022-08-01,3,3,3,3,6
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2022-08-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2022-08-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2022-08-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema reducido completo,2022-08-01,5,12,5,12,17
YANACACHI,rabia,no de personas con esquema reducido completo,2022-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2022-09-01,0,2,0,2,2
AIQUILE,rabia,no de personas con esquema reducido completo,2022-09-01,1,2,1,2,3
APOLO,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2022-09-01,2,5,2,5,7
ARQUE,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2022-09-01,5,3,5,3,8
CHIMORE,rabia,no de personas con esquema reducido completo,2022-09-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2022-09-01,2,2,2,2,4
COBIJA,rabia,no de personas con esquema reducido completo,2022-09-01,2,1,2,1,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-09-01,38,42,38,42,80
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-09-01,2,2,2,2,4
COLQUENCHA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2022-09-01,1,2,1,2,3
COTOCA,rabia,no de personas con esquema reducido completo,2022-09-01,5,6,5,6,11
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-09-01,2,3,2,3,5
DESAGUADERO,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2022-09-01,34,37,34,37,71
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
EL TORNO,rabia,no de personas con esquema reducido completo,2022-09-01,2,7,2,7,9
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2022-09-01,3,0,3,0,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-09-01,10,7,10,7,17
LA PAZ,rabia,no de personas con esquema reducido completo,2022-09-01,79,60,79,60,139
LURIBAY,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
MALLA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2022-09-01,1,3,1,3,4
MONTERO,rabia,no de personas con esquema reducido completo,2022-09-01,10,5,10,5,15
ORURO,rabia,no de personas con esquema reducido completo,2022-09-01,21,25,21,25,46
PAILON,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
POOPO,rabia,no de personas con esquema reducido completo,2022-09-01,2,1,2,1,3
PORONGO,rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2022-09-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-09-01,7,6,7,6,13
REYES,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2022-09-01,5,4,5,4,9
SAIPINA,rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2022-09-01,0,2,0,2,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-09-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-09-01,6,1,6,1,7
