,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
LA PAZ,rabia,no de personas con esquema clasico completo,2022-08-01,35,32,35,32,67
ORURO,rabia,no de personas con esquema clasico completo,2022-08-01,4,2,4,2,6
PADILLA,rabia,no de personas con esquema clasico completo,2022-08-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema clasico completo,2022-08-01,3,3,3,3,6
PORONGO,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
PUCARANI,rabia,no de personas con esquema clasico completo,2022-08-01,3,0,3,0,3
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-08-01,1,3,1,3,4
SACABA,rabia,no de personas con esquema clasico completo,2022-08-01,4,3,4,3,7
SAN JULIAN,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-08-01,95,101,95,101,196
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-08-01,11,15,11,15,26
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-08-01,6,12,6,12,18
TUPIZA,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-08-01,4,5,4,5,9
VINTO,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2022-08-01,6,8,6,8,14
YOTALA,rabia,no de personas con esquema clasico completo,2022-08-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-09-01,4,3,4,3,7
APOLO,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema clasico completo,2022-09-01,3,0,3,0,3
ATOCHA,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
CARANGAS,rabia,no de personas con esquema clasico completo,2022-09-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema clasico completo,2022-09-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-09-01,17,19,17,19,36
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2022-09-01,0,2,0,2,2
COLQUIRI,rabia,no de personas con esquema clasico completo,2022-09-01,4,0,4,0,4
CONCEPCION,rabia,no de personas con esquema clasico completo,2022-09-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-09-01,6,3,6,3,9
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-09-01,2,1,2,1,3
EL ALTO,rabia,no de personas con esquema clasico completo,2022-09-01,29,22,29,22,51
EL TORNO,rabia,no de personas con esquema clasico completo,2022-09-01,9,5,9,5,14
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2022-09-01,1,1,1,1,2
EUCALIPTUS,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
HUATAJATA,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-09-01,8,9,8,9,17
LA PAZ,rabia,no de personas con esquema clasico completo,2022-09-01,34,47,34,47,81
LAJA,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2022-09-01,0,2,0,2,2
ORURO,rabia,no de personas con esquema clasico completo,2022-09-01,2,0,2,0,2
PAILON,rabia,no de personas con esquema clasico completo,2022-09-01,4,1,4,1,5
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2022-09-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema clasico completo,2022-09-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2022-09-01,134,165,134,165,299
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-09-01,3,2,3,2,5
SACABA,rabia,no de personas con esquema clasico completo,2022-09-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2022-09-01,0,2,0,2,2
SAN RAMON SCZ,rabia,no de personas con esquema clasico completo,2022-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-09-01,97,83,97,83,180
TARIJA,rabia,no de personas con esquema clasico completo,2022-09-01,16,21,16,21,37
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-09-01,16,13,16,13,29
VIACHA,rabia,no de personas con esquema clasico completo,2022-09-01,5,3,5,3,8
WARNES,rabia,no de personas con esquema clasico completo,2022-09-01,8,9,8,9,17
YOTALA,rabia,no de personas con esquema clasico completo,2022-09-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
ALTO BENI,rabia,no de personas con esquema clasico completo,2022-10-01,2,0,2,0,2
ARBIETO,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
BETANZOS,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema clasico completo,2022-10-01,2,0,2,0,2
CAMARGO,rabia,no de personas con esquema clasico completo,2022-10-01,0,2,0,2,2
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-10-01,0,2,0,2,2
CARMEN RIVERO TORREZ,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema clasico completo,2022-10-01,2,0,2,0,2
COCAPATA,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-10-01,22,19,22,19,41
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema clasico completo,2022-10-01,3,1,3,1,4
COTOCA,rabia,no de personas con esquema clasico completo,2022-10-01,7,4,7,4,11
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-10-01,26,17,26,17,43
EL TORNO,rabia,no de personas con esquema clasico completo,2022-10-01,6,4,6,4,10
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-10-01,7,7,7,7,14
LA PAZ,rabia,no de personas con esquema clasico completo,2022-10-01,39,28,39,28,67
ORURO,rabia,no de personas con esquema clasico completo,2022-10-01,5,1,5,1,6
PAILON,rabia,no de personas con esquema clasico completo,2022-10-01,2,2,2,2,4
PORONGO,rabia,no de personas con esquema clasico completo,2022-10-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2022-10-01,240,245,240,245,485
PUCARANI,rabia,no de personas con esquema clasico completo,2022-10-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
QUIME,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
REYES,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema clasico completo,2022-10-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema clasico completo,2022-10-01,1,1,1,1,2
SAN BENITO,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-10-01,3,2,3,2,5
SAN JUAN DE YAPACANI,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SAN MATIAS,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con esquema clasico completo,2022-10-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SANTA ANA,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-10-01,102,82,102,82,184
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2022-10-01,27,23,27,23,50
TARACO,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-10-01,14,12,14,12,26
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-10-01,2,3,2,3,5
TUPIZA,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-10-01,8,8,8,8,16
VILLA RIVERO,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema clasico completo,2022-10-01,1,1,1,1,2
VINTO,rabia,no de personas con esquema clasico completo,2022-10-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2022-10-01,3,4,3,4,7
YOTALA,rabia,no de personas con esquema clasico completo,2022-10-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-11-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema clasico completo,2022-11-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema clasico completo,2022-11-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
CARMEN RIVERO TORREZ,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-11-01,14,11,14,11,25
COLPA BELGICA,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-11-01,6,3,6,3,9
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-11-01,1,2,1,2,3
CUCHUMUELA (V. G. VILLARROEL),rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-11-01,20,17,20,17,37
EL TORNO,rabia,no de personas con esquema clasico completo,2022-11-01,4,5,4,5,9
HUANUNI,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-11-01,5,7,5,7,12
LA PAZ,rabia,no de personas con esquema clasico completo,2022-11-01,24,29,24,29,53
LAJA,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2022-11-01,3,6,3,6,9
PAILON,rabia,no de personas con esquema clasico completo,2022-11-01,2,1,2,1,3
POTOSI,rabia,no de personas con esquema clasico completo,2022-11-01,17,23,17,23,40
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-11-01,1,3,1,3,4
QUIME,rabia,no de personas con esquema clasico completo,2022-11-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-11-01,98,70,98,70,168
TARIJA,rabia,no de personas con esquema clasico completo,2022-11-01,3,3,3,3,6
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-11-01,2,8,2,8,10
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2022-11-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-11-01,5,4,5,4,9
WARNES,rabia,no de personas con esquema clasico completo,2022-11-01,9,4,9,4,13
YAPACANI,rabia,no de personas con esquema clasico completo,2022-11-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-12-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2022-12-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
CARMEN RIVERO TORREZ,rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
CHAQUI,rabia,no de personas con esquema clasico completo,2022-12-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-12-01,16,8,16,8,24
CONCEPCION,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-12-01,7,7,7,7,14
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-12-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema clasico completo,2022-12-01,15,17,15,17,32
EL TORNO,rabia,no de personas con esquema clasico completo,2022-12-01,2,6,2,6,8
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-12-01,8,8,8,8,16
LA PAZ,rabia,no de personas con esquema clasico completo,2022-12-01,27,41,27,41,68
ORURO,rabia,no de personas con esquema clasico completo,2022-12-01,3,1,3,1,4
PALCA,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2022-12-01,13,8,13,8,21
PUCARANI,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-12-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-12-01,3,0,3,0,3
SAN CARLOS,rabia,no de personas con esquema clasico completo,2022-12-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2022-12-01,3,3,3,3,6
SAN JUAN DE YAPACANI,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
SAN LUCAS,rabia,no de personas con esquema clasico completo,2022-12-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-12-01,117,76,117,76,193
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2022-12-01,0,2,0,2,2
SORATA,rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-12-01,5,6,5,6,11
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2022-12-01,2,0,2,0,2
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2022-12-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-12-01,13,15,13,15,28
UNCIA,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-12-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas con esquema clasico completo,2022-12-01,0,2,0,2,2
VINTO,rabia,no de personas con esquema clasico completo,2022-12-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2022-12-01,5,7,5,7,12
YACUIBA,rabia,no de personas con esquema clasico completo,2022-12-01,2,0,2,0,2
