,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2022-10-01,2,1,2,1,3
ATOCHA,rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-11-01,10,9,10,9,19
COMARAPA,rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
CORIPATA,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-11-01,1,2,1,2,3
EL ALTO,rabia,no de personas que abandonaron esquema,2022-11-01,11,16,11,16,27
EUCALIPTUS,rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas que abandonaron esquema,2022-11-01,1,2,1,2,3
LA PAZ,rabia,no de personas que abandonaron esquema,2022-11-01,7,10,7,10,17
MECAPACA,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
MONTERO,rabia,no de personas que abandonaron esquema,2022-11-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2022-11-01,13,12,13,12,25
PORONGO,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-11-01,0,2,0,2,2
REYES,rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2022-11-01,3,0,3,0,3
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-11-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-11-01,2,6,2,6,8
SUCRE,rabia,no de personas que abandonaron esquema,2022-11-01,11,9,11,9,20
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2022-11-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-11-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2022-11-01,2,1,2,1,3
VINTO,rabia,no de personas que abandonaron esquema,2022-11-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2022-11-01,3,2,3,2,5
ARBIETO,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
CAPINOTA,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-12-01,2,0,2,0,2
CARAPARI,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-12-01,20,19,20,19,39
EL ALTO,rabia,no de personas que abandonaron esquema,2022-12-01,18,14,18,14,32
EUCALIPTUS,rabia,no de personas que abandonaron esquema,2022-12-01,3,0,3,0,3
LA PAZ,rabia,no de personas que abandonaron esquema,2022-12-01,13,16,13,16,29
MAIRANA,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2022-12-01,0,2,0,2,2
ORURO,rabia,no de personas que abandonaron esquema,2022-12-01,9,7,9,7,16
PORONGO,rabia,no de personas que abandonaron esquema,2022-12-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-12-01,1,2,1,2,3
REYES,rabia,no de personas que abandonaron esquema,2022-12-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2022-12-01,3,0,3,0,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-12-01,0,1,0,1,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-12-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-12-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-12-01,3,2,3,2,5
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2022-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-12-01,6,3,6,3,9
SUCRE,rabia,no de personas que abandonaron esquema,2022-12-01,9,7,9,7,16
TIPUANI,rabia,no de personas que abandonaron esquema,2022-12-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-12-01,2,6,2,6,8
UYUNI,rabia,no de personas que abandonaron esquema,2022-12-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2022-12-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2022-12-01,5,2,5,2,7
YAPACANI,rabia,no de personas que abandonaron esquema,2022-12-01,0,2,0,2,2
