,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2022-04-01,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
COBIJA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2022-04-01,93,72,93,72,165
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2022-04-01,5,3,5,3,8
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
COLOMI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
COLQUIRI,rabia,no de personas con vacuna antirrabica,2022-04-01,0,3,0,3,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2022-04-01,2,1,2,1,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,2,1,2,3
CORIPATA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
CORO CORO,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2022-04-01,3,2,3,2,5
COTOCA,rabia,no de personas con vacuna antirrabica,2022-04-01,9,8,9,8,17
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2022-04-01,1,4,1,4,5
DESAGUADERO,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2022-04-01,66,67,66,67,133
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2022-04-01,12,11,12,11,23
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
HUACARETA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2022-04-01,0,4,0,4,4
ICLA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2022-04-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2022-04-01,20,15,20,15,35
LA PAZ,rabia,no de personas con vacuna antirrabica,2022-04-01,197,133,197,133,330
LAJA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2022-04-01,3,2,3,2,5
MECAPACA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
MINEROS,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2022-04-01,9,6,9,6,15
MORO MORO,rabia,no de personas con vacuna antirrabica,2022-04-01,0,2,0,2,2
ORURO,rabia,no de personas con vacuna antirrabica,2022-04-01,46,62,46,62,108
PADILLA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,2,1,2,3
PAILON,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
PALCA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,2,1,2,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
POCOATA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2022-04-01,5,2,5,2,7
PORONGO,rabia,no de personas con vacuna antirrabica,2022-04-01,4,2,4,2,6
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
POTOSI,rabia,no de personas con vacuna antirrabica,2022-04-01,377,379,377,379,756
PUCARANI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2022-04-01,3,0,3,0,3
PUNATA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2022-04-01,9,5,9,5,14
REYES,rabia,no de personas con vacuna antirrabica,2022-04-01,2,0,2,0,2
ROBORE,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2022-04-01,11,8,11,8,19
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2022-04-01,3,1,3,1,4
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2022-04-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2022-04-01,3,4,3,4,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2022-04-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2022-04-01,0,3,0,3,3
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2022-04-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2022-04-01,3,1,3,1,4
SAN PEDRO DE CURAHUARA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SAN PEDRO DE QUEMES,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2022-04-01,335,300,335,300,635
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2022-04-01,2,9,2,9,11
SHINAOTA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SICAYA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2022-04-01,2,3,2,3,5
SORATA,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2022-04-01,68,67,68,67,135
TAPACARI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,4,1,4,5
TARIJA,rabia,no de personas con vacuna antirrabica,2022-04-01,12,17,12,17,29
TIPUANI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2022-04-01,3,3,3,3,6
TOLATA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
TOLEDO,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2022-04-01,18,24,18,24,42
UNCIA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,1,1,1,2
UYUNI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,3,1,3,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2022-04-01,6,7,6,7,13
VIACHA,rabia,no de personas con vacuna antirrabica,2022-04-01,5,3,5,3,8
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2022-04-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2022-04-01,2,1,2,1,3
VINTO,rabia,no de personas con vacuna antirrabica,2022-04-01,3,8,3,8,11
WARNES,rabia,no de personas con vacuna antirrabica,2022-04-01,17,11,17,11,28
YACUIBA,rabia,no de personas con vacuna antirrabica,2022-04-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2022-04-01,1,3,1,3,4
YOTALA,rabia,no de personas con vacuna antirrabica,2022-04-01,2,0,2,0,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2022-05-01,2,3,2,3,5
AIQUILE,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2022-05-01,2,1,2,1,3
BATALLAS,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2022-05-01,9,10,9,10,19
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2022-05-01,2,1,2,1,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2022-05-01,2,5,2,5,7
CARAPARI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
CARMEN RIVERO TORREZ,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2022-05-01,6,3,6,3,9
CHARAGUA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2022-05-01,95,81,95,81,176
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2022-05-01,2,4,2,4,6
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
COLQUIRI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,3,1,3,4
CONCEPCION,rabia,no de personas con vacuna antirrabica,2022-05-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
CORIPATA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2022-05-01,2,1,2,1,3
COTOCA,rabia,no de personas con vacuna antirrabica,2022-05-01,12,6,12,6,18
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2022-05-01,3,2,3,2,5
DESAGUADERO,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2022-05-01,67,77,67,77,144
EL CHORO,rabia,no de personas con vacuna antirrabica,2022-05-01,2,0,2,0,2
EL TORNO,rabia,no de personas con vacuna antirrabica,2022-05-01,4,7,4,7,11
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,2,0,2,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2022-05-01,0,2,0,2,2
HUACARETA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,2,0,2,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2022-05-01,13,10,13,10,23
HUARINA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2022-05-01,21,14,21,14,35
LA PAZ,rabia,no de personas con vacuna antirrabica,2022-05-01,160,165,160,165,325
LAJA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
LORETO,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2022-05-01,4,6,4,6,10
OCURI,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2022-05-01,32,35,32,35,67
PAILON,rabia,no de personas con vacuna antirrabica,2022-05-01,2,3,2,3,5
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2022-05-01,1,2,1,2,3
POTOSI,rabia,no de personas con vacuna antirrabica,2022-05-01,256,381,256,381,637
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2022-05-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2022-05-01,12,6,12,6,18
REYES,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
RIBERALTA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
ROBORE,rabia,no de personas con vacuna antirrabica,2022-05-01,3,2,3,2,5
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2022-05-01,7,9,7,9,16
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
SAN BORJA,rabia,no de personas con vacuna antirrabica,2022-05-01,3,0,3,0,3
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2022-05-01,6,6,6,6,12
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2022-05-01,2,2,2,2,4
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2022-05-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2022-05-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2022-05-01,371,337,371,337,708
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2022-05-01,7,7,7,7,14
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
SORACACHI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
SORATA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2022-05-01,57,67,57,67,124
TAPACARI,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2022-05-01,29,27,29,27,56
TARVITA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
TIAHUANACU,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2022-05-01,11,4,11,4,15
TOCO,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2022-05-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2022-05-01,15,28,15,28,43
TUPIZA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,1,1,1,2
UNCIA,rabia,no de personas con vacuna antirrabica,2022-05-01,2,1,2,1,3
UYUNI,rabia,no de personas con vacuna antirrabica,2022-05-01,4,5,4,5,9
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
VIACHA,rabia,no de personas con vacuna antirrabica,2022-05-01,4,1,4,1,5
VILLAZON,rabia,no de personas con vacuna antirrabica,2022-05-01,3,3,3,3,6
VINTO,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
WARNES,rabia,no de personas con vacuna antirrabica,2022-05-01,26,15,26,15,41
YACUIBA,rabia,no de personas con vacuna antirrabica,2022-05-01,1,0,1,0,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2022-05-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2022-05-01,3,1,3,1,4
YOTALA,rabia,no de personas con vacuna antirrabica,2022-05-01,0,2,0,2,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2022-06-01,1,2,1,2,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2022-06-01,2,2,2,2,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2022-06-01,3,1,3,1,4
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2022-06-01,2,2,2,2,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2022-06-01,3,1,3,1,4
CABEZAS,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,3,0,3,3
CARACOLLO,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2022-06-01,4,2,4,2,6
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2022-06-01,90,60,90,60,150
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2022-06-01,4,3,4,3,7
COLOMI,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2022-06-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2022-06-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
CORO CORO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
CORQUE,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2022-06-01,16,14,16,14,30
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2022-06-01,1,3,1,3,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2022-06-01,103,100,103,100,203
EL CHORO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2022-06-01,11,12,11,12,23
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,2,0,2,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
HUACARETA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,2,0,2,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2022-06-01,3,17,3,17,20
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2022-06-01,21,20,21,20,41
LA PAZ,rabia,no de personas con vacuna antirrabica,2022-06-01,178,172,178,172,350
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
MAIRANA,rabia,no de personas con vacuna antirrabica,2022-06-01,3,1,3,1,4
MINEROS,rabia,no de personas con vacuna antirrabica,2022-06-01,2,3,2,3,5
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2022-06-01,5,5,5,5,10
MORO MORO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2022-06-01,39,30,39,30,69
PAILON,rabia,no de personas con vacuna antirrabica,2022-06-01,2,0,2,0,2
PALCA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
PAZÑA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2022-06-01,3,2,3,2,5
PORONGO,rabia,no de personas con vacuna antirrabica,2022-06-01,4,1,4,1,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2022-06-01,4,6,4,6,10
POTOSI,rabia,no de personas con vacuna antirrabica,2022-06-01,235,688,235,688,923
PUCARANI,rabia,no de personas con vacuna antirrabica,2022-06-01,2,0,2,0,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2022-06-01,11,7,11,7,18
REYES,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2022-06-01,12,11,12,11,23
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2022-06-01,0,5,0,5,5
SAN BORJA,rabia,no de personas con vacuna antirrabica,2022-06-01,3,2,3,2,5
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2022-06-01,2,2,2,2,4
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2022-06-01,2,4,2,4,6
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2022-06-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2022-06-01,3,0,3,0,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2022-06-01,2,0,2,0,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
SAN PEDRO DE QUEMES,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2022-06-01,379,337,379,337,716
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2022-06-01,3,1,3,1,4
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2022-06-01,1,9,1,9,10
SICAYA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2022-06-01,3,3,3,3,6
SUCRE,rabia,no de personas con vacuna antirrabica,2022-06-01,72,61,72,61,133
TAPACARI,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
TARATA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
TARIJA,rabia,no de personas con vacuna antirrabica,2022-06-01,24,19,24,19,43
TARVITA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2022-06-01,1,2,1,2,3
TIAHUANACU,rabia,no de personas con vacuna antirrabica,2022-06-01,0,2,0,2,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2022-06-01,4,1,4,1,5
TOCO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
TOLATA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
TOMINA,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2022-06-01,28,17,28,17,45
UNCIA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
UYUNI,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2022-06-01,3,1,3,1,4
VIACHA,rabia,no de personas con vacuna antirrabica,2022-06-01,5,5,5,5,10
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2022-06-01,0,1,0,1,1
VINTO,rabia,no de personas con vacuna antirrabica,2022-06-01,1,3,1,3,4
WARNES,rabia,no de personas con vacuna antirrabica,2022-06-01,14,16,14,16,30
YACUIBA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,1,1,1,2
YANACACHI,rabia,no de personas con vacuna antirrabica,2022-06-01,1,2,1,2,3
YAPACANI,rabia,no de personas con vacuna antirrabica,2022-06-01,8,7,8,7,15
YOTALA,rabia,no de personas con vacuna antirrabica,2022-06-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2022-07-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2022-07-01,3,1,3,1,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2022-07-01,1,1,1,1,2
ALTO BENI,rabia,no de personas con vacuna antirrabica,2022-07-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2022-07-01,0,1,0,1,1
APOLO,rabia,no de personas con vacuna antirrabica,2022-07-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2022-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2022-07-01,0,2,0,2,2
