municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dT,TOTAL
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,8,8
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,30,30
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,13,13
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,16,16
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,12,12
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,35,35
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,49,49
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,48,48
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,16,16
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,15,15
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,47,47
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,21,21
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,21,21
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,56,56
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,37,37
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,25,25
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,53,53
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,26,26
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,18,18
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,30,30
SAN AGUSTIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,5,5
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,15,15
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,5,5
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,8,8
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,36,36
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,10,10
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,45,45
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,51,51
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,5,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,14,14
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,32,32
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,20,20
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,7,7
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,22,22
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,70,70
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,13,13
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,7,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,869,869
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,8,8
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,16,16
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,5,5
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,166,166
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,12,12
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,10,10
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,87,87
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,3,3
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,4,4
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,16,16
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,14,14
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,18,18
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,6,6
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,50,50
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,46,46
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,12,12
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,19,19
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,14,14
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,20,20
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,13,13
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,12,12
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,7,7
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,120,120
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,15,15
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,2,2
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,95,95
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,11,11
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-04-01,1,1
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,11,11
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,56,56
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
BOLPEBRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,15,15
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,22,22
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,31,31
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,10,10
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,22,22
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,7,7
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,18,18
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,187,187
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,30,30
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,12,12
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,11,11
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,36,36
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,36,36
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,562,562
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,8,8
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,58,58
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,14,14
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,8,8
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,46,46
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,8,8
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,16,16
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,10,10
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,68,68
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,272,272
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,12,12
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,10,10
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,23,23
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,51,51
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,5,5
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,13,13
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,114,114
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,7,7
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,31,31
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,8,8
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,7,7
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,9,9
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,1,1
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,34,34
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,6,6
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,8,8
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,39,39
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,7,7
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,16,16
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,4,4
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,10,10
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,12,12
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,35,35
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,22,22
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,40,40
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,33,33
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,91,91
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-05-01,3,3
