municipality,group,variable,month,Antirrábica canina,TOTAL
VACAS,otras vacunaciones,antirrabica canina,2009-03-01,1903,1903
VILA VILA,otras vacunaciones,antirrabica canina,2009-03-01,101,101
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-03-01,986,986
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-03-01,63,63
VILLAZON,otras vacunaciones,antirrabica canina,2009-03-01,126,126
VINTO,otras vacunaciones,antirrabica canina,2009-03-01,6440,6440
WARNES,otras vacunaciones,antirrabica canina,2009-03-01,219,219
YACO,otras vacunaciones,antirrabica canina,2009-03-01,1,1
YACUIBA,otras vacunaciones,antirrabica canina,2009-03-01,11,11
YANACACHI,otras vacunaciones,antirrabica canina,2009-03-01,3,3
YOTALA,otras vacunaciones,antirrabica canina,2009-03-01,6,6
YUNCHARA,otras vacunaciones,antirrabica canina,2009-03-01,60,60
ACHACACHI,otras vacunaciones,antirrabica canina,2009-04-01,9,9
AIQUILE,otras vacunaciones,antirrabica canina,2009-04-01,1103,1103
ALALAY,otras vacunaciones,antirrabica canina,2009-04-01,483,483
ANCORAIMES,otras vacunaciones,antirrabica canina,2009-04-01,18,18
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-04-01,8,8
ANZALDO,otras vacunaciones,antirrabica canina,2009-04-01,132,132
APOLO,otras vacunaciones,antirrabica canina,2009-04-01,59,59
ARANI,otras vacunaciones,antirrabica canina,2009-04-01,220,220
ARBIETO,otras vacunaciones,antirrabica canina,2009-04-01,192,192
ARQUE,otras vacunaciones,antirrabica canina,2009-04-01,268,268
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica canina,2009-04-01,1600,1600
AYATA,otras vacunaciones,antirrabica canina,2009-04-01,148,148
AYO AYO,otras vacunaciones,antirrabica canina,2009-04-01,214,214
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-04-01,2,2
BATALLAS,otras vacunaciones,antirrabica canina,2009-04-01,76,76
BERMEJO,otras vacunaciones,antirrabica canina,2009-04-01,138,138
BETANZOS,otras vacunaciones,antirrabica canina,2009-04-01,266,266
BOLIVAR,otras vacunaciones,antirrabica canina,2009-04-01,412,412
CABEZAS,otras vacunaciones,antirrabica canina,2009-04-01,104,104
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2009-04-01,30,30
CALACOTO,otras vacunaciones,antirrabica canina,2009-04-01,9,9
CALAMARCA,otras vacunaciones,antirrabica canina,2009-04-01,384,384
CAMIRI,otras vacunaciones,antirrabica canina,2009-04-01,361,361
CAPINOTA,otras vacunaciones,antirrabica canina,2009-04-01,2141,2141
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2009-04-01,20,20
CARACOLLO,otras vacunaciones,antirrabica canina,2009-04-01,113,113
CARANAVI,otras vacunaciones,antirrabica canina,2009-04-01,198,198
CATACORA,otras vacunaciones,antirrabica canina,2009-04-01,23,23
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-04-01,10,10
CHARAÑA,otras vacunaciones,antirrabica canina,2009-04-01,19,19
CHIMORE,otras vacunaciones,antirrabica canina,2009-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2009-04-01,19,19
CHUMA,otras vacunaciones,antirrabica canina,2009-04-01,112,112
CLIZA,otras vacunaciones,antirrabica canina,2009-04-01,73,73
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-04-01,869,869
COIPASA,otras vacunaciones,antirrabica canina,2009-04-01,10,10
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-04-01,2748,2748
COLOMI,otras vacunaciones,antirrabica canina,2009-04-01,76,76
COLQUECHACA,otras vacunaciones,antirrabica canina,2009-04-01,30,30
COLQUENCHA,otras vacunaciones,antirrabica canina,2009-04-01,948,948
COMARAPA,otras vacunaciones,antirrabica canina,2009-04-01,602,602
COPACABANA,otras vacunaciones,antirrabica canina,2009-04-01,45,45
CORIPATA,otras vacunaciones,antirrabica canina,2009-04-01,103,103
COROICO,otras vacunaciones,antirrabica canina,2009-04-01,52,52
CORQUE,otras vacunaciones,antirrabica canina,2009-04-01,31,31
COTAGAITA,otras vacunaciones,antirrabica canina,2009-04-01,549,549
COTOCA,otras vacunaciones,antirrabica canina,2009-04-01,6507,6507
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2009-04-01,30,30
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2009-04-01,8,8
CURVA,otras vacunaciones,antirrabica canina,2009-04-01,6,6
EL ALTO,otras vacunaciones,antirrabica canina,2009-04-01,6650,6650
EL TORNO,otras vacunaciones,antirrabica canina,2009-04-01,9678,9678
EUCALIPTUS,otras vacunaciones,antirrabica canina,2009-04-01,86,86
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-04-01,937,937
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2009-04-01,245,245
GUANAY,otras vacunaciones,antirrabica canina,2009-04-01,5,5
GUAQUI,otras vacunaciones,antirrabica canina,2009-04-01,14,14
HUANUNI,otras vacunaciones,antirrabica canina,2009-04-01,13,13
INQUISIVI,otras vacunaciones,antirrabica canina,2009-04-01,60,60
IXIAMAS,otras vacunaciones,antirrabica canina,2009-04-01,270,270
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2009-04-01,55,55
LA ASUNTA,otras vacunaciones,antirrabica canina,2009-04-01,232,232
LA GUARDIA,otras vacunaciones,antirrabica canina,2009-04-01,10038,10038
LA PAZ,otras vacunaciones,antirrabica canina,2009-04-01,484,484
LAJA,otras vacunaciones,antirrabica canina,2009-04-01,65,65
LURIBAY,otras vacunaciones,antirrabica canina,2009-04-01,3,3
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-04-01,10,10
MAGDALENA,otras vacunaciones,antirrabica canina,2009-04-01,10,10
MALLA,otras vacunaciones,antirrabica canina,2009-04-01,242,242
MINEROS,otras vacunaciones,antirrabica canina,2009-04-01,244,244
MIZQUE,otras vacunaciones,antirrabica canina,2009-04-01,1174,1174
MOCOMOCO,otras vacunaciones,antirrabica canina,2009-04-01,30,30
MONTERO,otras vacunaciones,antirrabica canina,2009-04-01,2519,2519
MOROCHATA,otras vacunaciones,antirrabica canina,2009-04-01,2062,2062
OCURI,otras vacunaciones,antirrabica canina,2009-04-01,374,374
OKINAWA,otras vacunaciones,antirrabica canina,2009-04-01,3546,3546
OMEREQUE,otras vacunaciones,antirrabica canina,2009-04-01,275,275
ORURO,otras vacunaciones,antirrabica canina,2009-04-01,98,98
PADCAYA,otras vacunaciones,antirrabica canina,2009-04-01,200,200
PAILON,otras vacunaciones,antirrabica canina,2009-04-01,836,836
PALCA,otras vacunaciones,antirrabica canina,2009-04-01,20,20
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2009-04-01,65,65
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2009-04-01,21,21
PASORAPA,otras vacunaciones,antirrabica canina,2009-04-01,25,25
PATACAMAYA,otras vacunaciones,antirrabica canina,2009-04-01,6,6
PAZÑA,otras vacunaciones,antirrabica canina,2009-04-01,46,46
PELECHUCO,otras vacunaciones,antirrabica canina,2009-04-01,18,18
POCONA,otras vacunaciones,antirrabica canina,2009-04-01,1926,1926
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-04-01,1153,1153
POOPO,otras vacunaciones,antirrabica canina,2009-04-01,3,3
PORONGO,otras vacunaciones,antirrabica canina,2009-04-01,2592,2592
POTOSI,otras vacunaciones,antirrabica canina,2009-04-01,20,20
PUCARANI,otras vacunaciones,antirrabica canina,2009-04-01,122,122
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2009-04-01,34,34
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2009-04-01,89,89
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2009-04-01,51,51
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-04-01,182,182
PUNATA,otras vacunaciones,antirrabica canina,2009-04-01,142,142
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-04-01,1570,1570
RAVELO,otras vacunaciones,antirrabica canina,2009-04-01,20,20
REYES,otras vacunaciones,antirrabica canina,2009-04-01,30,30
ROBORE,otras vacunaciones,antirrabica canina,2009-04-01,721,721
RURRENABAQUE,otras vacunaciones,antirrabica canina,2009-04-01,103,103
SACABA,otras vacunaciones,antirrabica canina,2009-04-01,2084,2084
SACABAMBA,otras vacunaciones,antirrabica canina,2009-04-01,1103,1103
SAIPINA,otras vacunaciones,antirrabica canina,2009-04-01,364,364
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-04-01,12,12
SAN ANDRES,otras vacunaciones,antirrabica canina,2009-04-01,150,150
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2009-04-01,21,21
SAN BENITO,otras vacunaciones,antirrabica canina,2009-04-01,484,484
SAN CARLOS,otras vacunaciones,antirrabica canina,2009-04-01,12,12
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2009-04-01,340,340
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2009-04-01,4,4
SAN LUCAS,otras vacunaciones,antirrabica canina,2009-04-01,40,40
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2009-04-01,750,750
SAN RAMON,otras vacunaciones,antirrabica canina,2009-04-01,36,36
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-04-01,6828,6828
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica canina,2009-04-01,5,5
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica canina,2009-04-01,119,119
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-04-01,1360,1360
SAPAHAQUI,otras vacunaciones,antirrabica canina,2009-04-01,357,357
SICAYA,otras vacunaciones,antirrabica canina,2009-04-01,310,310
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-04-01,771,771
SORACACHI,otras vacunaciones,antirrabica canina,2009-04-01,41,41
TACACHI,otras vacunaciones,antirrabica canina,2009-04-01,150,150
TACACOMA,otras vacunaciones,antirrabica canina,2009-04-01,6,6
TACOPAYA,otras vacunaciones,antirrabica canina,2009-04-01,569,569
TAPACARI,otras vacunaciones,antirrabica canina,2009-04-01,3161,3161
TARACO,otras vacunaciones,antirrabica canina,2009-04-01,5,5
TARATA,otras vacunaciones,antirrabica canina,2009-04-01,830,830
TARIJA,otras vacunaciones,antirrabica canina,2009-04-01,618,618
TEOPONTE,otras vacunaciones,antirrabica canina,2009-04-01,40,40
TIAWANACU,otras vacunaciones,antirrabica canina,2009-04-01,78,78
TINGUIPAYA,otras vacunaciones,antirrabica canina,2009-04-01,4,4
TIPUANI,otras vacunaciones,antirrabica canina,2009-04-01,143,143
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-04-01,2850,2850
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-04-01,3312,3312
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2009-04-01,25,25
TOCO,otras vacunaciones,antirrabica canina,2009-04-01,414,414
TOLATA,otras vacunaciones,antirrabica canina,2009-04-01,8,8
TOLEDO,otras vacunaciones,antirrabica canina,2009-04-01,52,52
TOMAVE,otras vacunaciones,antirrabica canina,2009-04-01,40,40
TOMINA,otras vacunaciones,antirrabica canina,2009-04-01,306,306
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-04-01,254,254
TRINIDAD,otras vacunaciones,antirrabica canina,2009-04-01,20,20
TUPIZA,otras vacunaciones,antirrabica canina,2009-04-01,452,452
TURCO,otras vacunaciones,antirrabica canina,2009-04-01,11,11
UMALA,otras vacunaciones,antirrabica canina,2009-04-01,4,4
UYUNI,otras vacunaciones,antirrabica canina,2009-04-01,6,6
VACAS,otras vacunaciones,antirrabica canina,2009-04-01,198,198
VILA VILA,otras vacunaciones,antirrabica canina,2009-04-01,60,60
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-04-01,621,621
VILLA SERRANO,otras vacunaciones,antirrabica canina,2009-04-01,2,2
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-04-01,3608,3608
VILLAZON,otras vacunaciones,antirrabica canina,2009-04-01,28,28
VINTO,otras vacunaciones,antirrabica canina,2009-04-01,615,615
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2009-04-01,32,32
WARNES,otras vacunaciones,antirrabica canina,2009-04-01,518,518
YACO,otras vacunaciones,antirrabica canina,2009-04-01,3,3
YANACACHI,otras vacunaciones,antirrabica canina,2009-04-01,17,17
YAPACANI,otras vacunaciones,antirrabica canina,2009-04-01,6,6
YUNCHARA,otras vacunaciones,antirrabica canina,2009-04-01,93,93
ACHACACHI,otras vacunaciones,antirrabica canina,2009-05-01,288,288
AIQUILE,otras vacunaciones,antirrabica canina,2009-05-01,509,509
ALALAY,otras vacunaciones,antirrabica canina,2009-05-01,63,63
ANCORAIMES,otras vacunaciones,antirrabica canina,2009-05-01,44,44
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-05-01,12,12
ANZALDO,otras vacunaciones,antirrabica canina,2009-05-01,138,138
APOLO,otras vacunaciones,antirrabica canina,2009-05-01,290,290
ARANI,otras vacunaciones,antirrabica canina,2009-05-01,9,9
ARBIETO,otras vacunaciones,antirrabica canina,2009-05-01,88,88
ARQUE,otras vacunaciones,antirrabica canina,2009-05-01,109,109
ATOCHA,otras vacunaciones,antirrabica canina,2009-05-01,4,4
AYATA,otras vacunaciones,antirrabica canina,2009-05-01,30,30
AYO AYO,otras vacunaciones,antirrabica canina,2009-05-01,781,781
BATALLAS,otras vacunaciones,antirrabica canina,2009-05-01,78,78
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-05-01,2,2
BERMEJO,otras vacunaciones,antirrabica canina,2009-05-01,170,170
BETANZOS,otras vacunaciones,antirrabica canina,2009-05-01,95,95
BOLIVAR,otras vacunaciones,antirrabica canina,2009-05-01,174,174
BOYUIBE,otras vacunaciones,antirrabica canina,2009-05-01,52,52
BUENA VISTA,otras vacunaciones,antirrabica canina,2009-05-01,2,2
CABEZAS,otras vacunaciones,antirrabica canina,2009-05-01,625,625
CAIROMA,otras vacunaciones,antirrabica canina,2009-05-01,44,44
CALACOTO,otras vacunaciones,antirrabica canina,2009-05-01,16,16
CALAMARCA,otras vacunaciones,antirrabica canina,2009-05-01,1227,1227
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2009-05-01,10,10
CAMIRI,otras vacunaciones,antirrabica canina,2009-05-01,667,667
CAPINOTA,otras vacunaciones,antirrabica canina,2009-05-01,1103,1103
CARACOLLO,otras vacunaciones,antirrabica canina,2009-05-01,65,65
CARANAVI,otras vacunaciones,antirrabica canina,2009-05-01,277,277
CARAPARI,otras vacunaciones,antirrabica canina,2009-05-01,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica canina,2009-05-01,20,20
CATACORA,otras vacunaciones,antirrabica canina,2009-05-01,34,34
CHAQUI,otras vacunaciones,antirrabica canina,2009-05-01,20,20
CHARAÑA,otras vacunaciones,antirrabica canina,2009-05-01,75,75
CHAYANTA,otras vacunaciones,antirrabica canina,2009-05-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2009-05-01,109,109
CHUMA,otras vacunaciones,antirrabica canina,2009-05-01,191,191
CLIZA,otras vacunaciones,antirrabica canina,2009-05-01,183,183
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-05-01,156236,156236
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-05-01,3596,3596
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-05-01,10,10
COLLANA,otras vacunaciones,antirrabica canina,2009-05-01,369,369
COLOMI,otras vacunaciones,antirrabica canina,2009-05-01,2550,2550
COLPA BELGICA,otras vacunaciones,antirrabica canina,2009-05-01,1182,1182
COLQUENCHA,otras vacunaciones,antirrabica canina,2009-05-01,204,204
COMARAPA,otras vacunaciones,antirrabica canina,2009-05-01,385,385
COPACABANA,otras vacunaciones,antirrabica canina,2009-05-01,251,251
CORIPATA,otras vacunaciones,antirrabica canina,2009-05-01,327,327
CORO CORO,otras vacunaciones,antirrabica canina,2009-05-01,9,9
COROICO,otras vacunaciones,antirrabica canina,2009-05-01,212,212
CORQUE,otras vacunaciones,antirrabica canina,2009-05-01,16,16
COTAGAITA,otras vacunaciones,antirrabica canina,2009-05-01,94,94
COTOCA,otras vacunaciones,antirrabica canina,2009-05-01,5552,5552
CULPINA,otras vacunaciones,antirrabica canina,2009-05-01,53,53
CURVA,otras vacunaciones,antirrabica canina,2009-05-01,13,13
EL ALTO,otras vacunaciones,antirrabica canina,2009-05-01,5481,5481
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2009-05-01,37,37
EL TORNO,otras vacunaciones,antirrabica canina,2009-05-01,889,889
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-05-01,551,551
FILADELFIA,otras vacunaciones,antirrabica canina,2009-05-01,26,26
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2009-05-01,351,351
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2009-05-01,146,146
GUANAY,otras vacunaciones,antirrabica canina,2009-05-01,25,25
GUAQUI,otras vacunaciones,antirrabica canina,2009-05-01,5,5
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2009-05-01,100,100
GUTIERREZ,otras vacunaciones,antirrabica canina,2009-05-01,1234,1234
INCAHUASI,otras vacunaciones,antirrabica canina,2009-05-01,10,10
INQUISIVI,otras vacunaciones,antirrabica canina,2009-05-01,205,205
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2009-05-01,62,62
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2009-05-01,180,180
LA ASUNTA,otras vacunaciones,antirrabica canina,2009-05-01,541,541
LA GUARDIA,otras vacunaciones,antirrabica canina,2009-05-01,2062,2062
LA PAZ,otras vacunaciones,antirrabica canina,2009-05-01,1755,1755
LAGUNILLAS,otras vacunaciones,antirrabica canina,2009-05-01,1187,1187
LURIBAY,otras vacunaciones,antirrabica canina,2009-05-01,15,15
MAIRANA,otras vacunaciones,antirrabica canina,2009-05-01,426,426
MALLA,otras vacunaciones,antirrabica canina,2009-05-01,121,121
MIZQUE,otras vacunaciones,antirrabica canina,2009-05-01,405,405
MOCOMOCO,otras vacunaciones,antirrabica canina,2009-05-01,63,63
MONTERO,otras vacunaciones,antirrabica canina,2009-05-01,1724,1724
MOROCHATA,otras vacunaciones,antirrabica canina,2009-05-01,963,963
OCURI,otras vacunaciones,antirrabica canina,2009-05-01,46,46
OMEREQUE,otras vacunaciones,antirrabica canina,2009-05-01,506,506
ORURO,otras vacunaciones,antirrabica canina,2009-05-01,918,918
PADILLA,otras vacunaciones,antirrabica canina,2009-05-01,2,2
PAILON,otras vacunaciones,antirrabica canina,2009-05-01,6162,6162
PALCA,otras vacunaciones,antirrabica canina,2009-05-01,22,22
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2009-05-01,8,8
PASORAPA,otras vacunaciones,antirrabica canina,2009-05-01,192,192
PAZÑA,otras vacunaciones,antirrabica canina,2009-05-01,7,7
PELECHUCO,otras vacunaciones,antirrabica canina,2009-05-01,24,24
POCOATA,otras vacunaciones,antirrabica canina,2009-05-01,7,7
POCONA,otras vacunaciones,antirrabica canina,2009-05-01,391,391
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-05-01,338,338
POROMA,otras vacunaciones,antirrabica canina,2009-05-01,39,39
PORONGO,otras vacunaciones,antirrabica canina,2009-05-01,438,438
PORTACHUELO,otras vacunaciones,antirrabica canina,2009-05-01,12,12
PUCARANI,otras vacunaciones,antirrabica canina,2009-05-01,233,233
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2009-05-01,85,85
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2009-05-01,77,77
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2009-05-01,15,15
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2009-05-01,438,438
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-05-01,42,42
PUNATA,otras vacunaciones,antirrabica canina,2009-05-01,45,45
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-05-01,3272,3272
RAVELO,otras vacunaciones,antirrabica canina,2009-05-01,23,23
ROBORE,otras vacunaciones,antirrabica canina,2009-05-01,268,268
RURRENABAQUE,otras vacunaciones,antirrabica canina,2009-05-01,60,60
SACABA,otras vacunaciones,antirrabica canina,2009-05-01,30285,30285
SAIPINA,otras vacunaciones,antirrabica canina,2009-05-01,630,630
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-05-01,28,28
SAMAIPATA,otras vacunaciones,antirrabica canina,2009-05-01,356,356
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2009-05-01,9,9
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2009-05-01,98,98
SAN BENITO,otras vacunaciones,antirrabica canina,2009-05-01,165,165
SAN CARLOS,otras vacunaciones,antirrabica canina,2009-05-01,1446,1446
SAN IGNACIO,otras vacunaciones,antirrabica canina,2009-05-01,31,31
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2009-05-01,80,80
SAN JULIAN,otras vacunaciones,antirrabica canina,2009-05-01,1680,1680
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2009-05-01,200,200
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-05-01,1602,1602
SAN RAFAEL,otras vacunaciones,antirrabica canina,2009-05-01,15,15
SAN RAMON,otras vacunaciones,antirrabica canina,2009-05-01,1008,1008
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-05-01,15832,15832
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2009-05-01,192,192
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-05-01,87,87
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica canina,2009-05-01,1,1
SAPAHAQUI,otras vacunaciones,antirrabica canina,2009-05-01,416,416
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2009-05-01,83,83
SICAYA,otras vacunaciones,antirrabica canina,2009-05-01,2,2
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-05-01,1249,1249
SUCRE,otras vacunaciones,antirrabica canina,2009-05-01,31,31
TACACHI,otras vacunaciones,antirrabica canina,2009-05-01,20,20
TACACOMA,otras vacunaciones,antirrabica canina,2009-05-01,18,18
TACOPAYA,otras vacunaciones,antirrabica canina,2009-05-01,148,148
TAPACARI,otras vacunaciones,antirrabica canina,2009-05-01,289,289
TARABUCO,otras vacunaciones,antirrabica canina,2009-05-01,22,22
TARACO,otras vacunaciones,antirrabica canina,2009-05-01,19,19
TARATA,otras vacunaciones,antirrabica canina,2009-05-01,74,74
TARIJA,otras vacunaciones,antirrabica canina,2009-05-01,293,293
TEOPONTE,otras vacunaciones,antirrabica canina,2009-05-01,15,15
TIAWANACU,otras vacunaciones,antirrabica canina,2009-05-01,186,186
TINGUIPAYA,otras vacunaciones,antirrabica canina,2009-05-01,30,30
TIPUANI,otras vacunaciones,antirrabica canina,2009-05-01,11,11
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-05-01,453,453
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-05-01,534,534
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2009-05-01,7,7
TOCO,otras vacunaciones,antirrabica canina,2009-05-01,10,10
TOLATA,otras vacunaciones,antirrabica canina,2009-05-01,64,64
TOLEDO,otras vacunaciones,antirrabica canina,2009-05-01,5,5
TOMINA,otras vacunaciones,antirrabica canina,2009-05-01,30,30
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-05-01,565,565
TRINIDAD,otras vacunaciones,antirrabica canina,2009-05-01,26,26
TUPIZA,otras vacunaciones,antirrabica canina,2009-05-01,145,145
TURCO,otras vacunaciones,antirrabica canina,2009-05-01,16,16
UMALA,otras vacunaciones,antirrabica canina,2009-05-01,22,22
URUBICHA,otras vacunaciones,antirrabica canina,2009-05-01,977,977
UYUNI,otras vacunaciones,antirrabica canina,2009-05-01,23,23
VACAS,otras vacunaciones,antirrabica canina,2009-05-01,53,53
VILA VILA,otras vacunaciones,antirrabica canina,2009-05-01,30,30
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-05-01,75,75
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-05-01,1463,1463
VINTO,otras vacunaciones,antirrabica canina,2009-05-01,610,610
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2009-05-01,212,212
WARNES,otras vacunaciones,antirrabica canina,2009-05-01,1257,1257
YACO,otras vacunaciones,antirrabica canina,2009-05-01,37,37
YACUIBA,otras vacunaciones,antirrabica canina,2009-05-01,1,1
YAMPARAEZ,otras vacunaciones,antirrabica canina,2009-05-01,14,14
YANACACHI,otras vacunaciones,antirrabica canina,2009-05-01,64,64
YAPACANI,otras vacunaciones,antirrabica canina,2009-05-01,157,157
YUNCHARA,otras vacunaciones,antirrabica canina,2009-05-01,70,70
ACHACACHI,otras vacunaciones,antirrabica canina,2009-06-01,241,241
AIQUILE,otras vacunaciones,antirrabica canina,2009-06-01,369,369
ALALAY,otras vacunaciones,antirrabica canina,2009-06-01,7,7
ANCORAIMES,otras vacunaciones,antirrabica canina,2009-06-01,230,230
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-06-01,12,12
ANZALDO,otras vacunaciones,antirrabica canina,2009-06-01,199,199
ARBIETO,otras vacunaciones,antirrabica canina,2009-06-01,147,147
ARQUE,otras vacunaciones,antirrabica canina,2009-06-01,59,59
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica canina,2009-06-01,78,78
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-06-01,28,28
BATALLAS,otras vacunaciones,antirrabica canina,2009-06-01,90,90
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-06-01,46,46
BERMEJO,otras vacunaciones,antirrabica canina,2009-06-01,100,100
BOLIVAR,otras vacunaciones,antirrabica canina,2009-06-01,272,272
BOYUIBE,otras vacunaciones,antirrabica canina,2009-06-01,127,127
CALACOTO,otras vacunaciones,antirrabica canina,2009-06-01,28,28
CAMARGO,otras vacunaciones,antirrabica canina,2009-06-01,44,44
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2009-06-01,7,7
CAPINOTA,otras vacunaciones,antirrabica canina,2009-06-01,120,120
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2009-06-01,80,80
CARACOLLO,otras vacunaciones,antirrabica canina,2009-06-01,43,43
CATACORA,otras vacunaciones,antirrabica canina,2009-06-01,6,6
CHACARILLA,otras vacunaciones,antirrabica canina,2009-06-01,100,100
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-06-01,6,6
CHAQUI,otras vacunaciones,antirrabica canina,2009-06-01,120,120
CHIMORE,otras vacunaciones,antirrabica canina,2009-06-01,488,488
CLIZA,otras vacunaciones,antirrabica canina,2009-06-01,227,227
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-06-01,4552,4552
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-06-01,960,960
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-06-01,18,18
COLOMI,otras vacunaciones,antirrabica canina,2009-06-01,1959,1959
COLPA BELGICA,otras vacunaciones,antirrabica canina,2009-06-01,28,28
COLQUECHACA,otras vacunaciones,antirrabica canina,2009-06-01,90,90
COLQUENCHA,otras vacunaciones,antirrabica canina,2009-06-01,80,80
