municipality,group,variable,month,Antirrábica humana esquema completo,TOTAL
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,2,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,6,6
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,1,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,56,56
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,26,26
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,6,6
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2009-09-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,2,2
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,2,2
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,6,6
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2009-09-01,15,15
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,7,7
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,2,2
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,36,36
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,4,4
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,5,5
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,21,21
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
HUACARETA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,2,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,14,14
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,56,56
LAJA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,2,2
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,19,19
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,11,11
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,5,5
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,4,4
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
SAN BORJA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,2,2
SAN JAVIER(BNI),otras vacunaciones,antirrabica humana esquema completo,2009-10-01,18,18
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,177,177
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2009-10-01,49,49
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,68,68
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,34,34
TIPUANI,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,2,2
UNCIA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,18,18
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2009-10-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,5,5
WARNES,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,6,6
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,7,7
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,3,3
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2009-10-01,11,11
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
CHUMA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,3,3
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,33,33
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,2,2
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,5,5
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,3,3
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,4,4
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,15,15
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,5,5
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,54,54
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,232,232
MORO MORO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,2,2
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,3,3
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,3,3
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,2,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,3,3
SACABA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,12,12
SAIPINA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,5,5
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2009-11-01,9,9
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,68,68
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,48,48
TARATA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
TARIJA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,4,4
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2009-11-01,7,7
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,4,4
ARANI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,3,3
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
CAMARGO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,3,3
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,46,46
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,8,8
COLQUENCHA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
COMARAPA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,4,4
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,23,23
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,3,3
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,69,69
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,15,15
MOROCHATA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
OMEREQUE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
PAILON,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
PATACAMAYA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
POROMA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,12,12
PUERTO QUIJARRO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,17,17
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,5,5
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,80,80
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,10,10
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,25,25
TACOPAYA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
TARATA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,2,2
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,5,5
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica humana esquema completo,2009-12-01,3,3
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,3,3
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,10,10
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,10,10
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2009-12-01,1,1
