municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,19,19
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,20,20
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,54,54
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,631,631
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,402,402
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,98,98
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,5,5
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,70,70
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,222,222
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,191,191
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,174,174
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,14,14
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,27,27
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,8,8
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,120,120
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,36,36
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,300,300
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,72,72
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,63,63
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,83,83
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,549,549
CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,6,6
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,41,41
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,50,50
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,66,66
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,8,8
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2,2
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,95,95
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,59,59
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,298,298
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,144,144
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2,2
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,39,39
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,15,15
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,202,202
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,269,269
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4504,4504
COIPASA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,7,7
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,189,189
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,19,19
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,51,51
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,37,37
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,224,224
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,12,12
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,309,309
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1,1
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,209,209
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,160,160
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,137,137
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,61,61
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,23,23
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,109,109
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,51,51
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,220,220
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,229,229
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,125,125
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,30,30
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,45,45
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,15,15
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,17,17
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,33,33
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,6631,6631
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,32,32
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,126,126
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,207,207
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,53,53
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,269,269
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,161,161
ESCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1,1
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,267,267
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,112,112
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,15,15
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,130,130
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,19,19
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,26,26
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,16,16
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,160,160
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,416,416
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,41,41
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,8,8
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,18,18
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,150,150
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,95,95
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,31,31
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,9,9
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,36,36
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,108,108
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,96,96
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,20,20
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,92,92
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,163,163
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,342,342
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,5479,5479
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,12,12
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,67,67
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,24,24
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,6,6
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,472,472
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,48,48
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,73,73
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,16,16
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,40,40
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,32,32
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,73,73
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,43,43
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,23,23
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,45,45
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,40,40
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,408,408
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,29,29
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,32,32
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,154,154
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,482,482
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,212,212
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,24,24
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,5,5
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,244,244
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,65,65
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,104,104
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2395,2395
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,176,176
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,105,105
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,65,65
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,40,40
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,38,38
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,85,85
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,26,26
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,95,95
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,21,21
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,90,90
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,113,113
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,218,218
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,205,205
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,23,23
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,92,92
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,213,213
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,44,44
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,434,434
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,143,143
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1,1
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2050,2050
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,139,139
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,162,162
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,31,31
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,34,34
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,15,15
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,31,31
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,128,128
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,18,18
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,8,8
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,132,132
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,831,831
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,366,366
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,163,163
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,122,122
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,694,694
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,30,30
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,89,89
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,199,199
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1843,1843
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,17,17
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,510,510
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,4,4
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1285,1285
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,60,60
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,256,256
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,58,58
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,105,105
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,74,74
SAN AGUSTIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,21,21
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,89,89
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,12,12
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,43,43
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,85,85
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,51,51
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1163,1163
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,30,30
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,173,173
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,211,211
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,113,113
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,41,41
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,33,33
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,319,319
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,151,151
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,64,64
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,325,325
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,16,16
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,52,52
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,97,97
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,36,36
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,12,12
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,102,102
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,84,84
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,20,20
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,66,66
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,16,16
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,136,136
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,12777,12777
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,106,106
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,59,59
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,107,107
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,17,17
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,102,102
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,11,11
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,10,10
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,108,108
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,23,23
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,208,208
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,24,24
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,100,100
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,326,326
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2270,2270
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,2,2
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,44,44
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,198,198
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,35,35
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,274,274
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,74,74
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,57,57
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,33,33
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,1046,1046
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,60,60
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,84,84
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,25,25
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,187,187
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,20,20
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,281,281
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,333,333
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,6,6
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,115,115
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,135,135
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,15,15
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,53,53
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,102,102
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-04-01,69,69
