municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,11,11
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,9,9
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,48,48
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
ESMERALDA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
HUACHACALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
MECAPACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,22,22
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
PORTACHUELO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
PUNA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,9,9
QUIABAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,9,9
REYES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,8,8
SABAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SACACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,6,6
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,34,34
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,30,30
TACOPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
TAHUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,8,8
TARABUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
TARVITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
TOMAVE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
TORO TORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,11,11
UNCIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,5,5
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
VACAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,8,8
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,3,3
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,10,10
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,12,12
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-04-01,9,9
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,5,5
CAIROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,5,5
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
CARIPUYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COROICO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,43,43
EL CHORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
GUANAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,7,7
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,48,48
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
ORURO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,7,7
PUCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,5,5
REYES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,16,16
