municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-03-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-03-01,34,34
ACACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
ACHACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,43,43
ACHOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
AIQUILE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
ALALAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,13,13
ALCALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,25,25
ALTO BENI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
ANCORAIMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
ANTEQUERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,29,29
ANZALDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
APOLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
ARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,25,25
ARBIETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
ARQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
ATOCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
AUCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
AYATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
BAURES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,105,105
BETANZOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
BOLIVAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
BOLPEBRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,34,34
CALACOTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,24,24
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,430,430
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,36,36
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,26,26
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,60,60
CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
CARIPUYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,58,58
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,23,23
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
CHOQUE COTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,17,17
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,343,343
COIPASA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,110,110
COLLANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
COLQUIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,18,18
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
COPACABANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,24,24
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,48,48
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,21,21
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,21,21
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
CURVA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
EL ALTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,389,389
EL CHORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,24,24
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
EL TORNO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,66,66
EL VILLAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,28,28
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
ESCARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
ESCOMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,35,35
FILADELFIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,13,13
GUTIERREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
HUARINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
HUATAJATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,68,68
ICLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
INCAHUASI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,17,17
LA ASUNTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,135,135
LA PAZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,160,160
LA RIVERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
LAJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
LAS CARRERAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
LLALLAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,47,47
LLICA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
LORETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
MACHACAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
MACHARETI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,11,11
MAGDALENA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
MAIRANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
MALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
MAPIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
MINEROS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,170,170
MIZQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
MOCOMOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
MOJINETE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,20,20
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,33,33
MONTERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,756,756
MORO MORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
MOROCHATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,21,21
OCURI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
OKINAWA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,46,46
OMEREQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
ORURO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,736,736
PADCAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,66,66
PADILLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,53,53
PAILON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
PASORAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,11,11
PAZÑA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
PELECHUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,13,13
POCONA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
POJO (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
POROMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,37,37
PORONGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
PORTACHUELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,17,17
POTOSI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,85,85
PRESTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,23,23
PUCARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,13,13
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,35,35
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,35,35
PUNA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
PUNATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,33,33
QUIABAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,160,160
QUIME,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,29,29
RAVELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,106,106
REYES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
ROBORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
SABAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
SACABA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,45,45
SACABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
SACACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,55,55
SAIPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,33,33
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,47,47
SAMAIPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,27,27
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
SAN BENITO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,24,24
SAN BORJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
SAN CARLOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,32,32
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,150,150
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,34,34
SAN JULIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
SAN LUCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,39,39
SAN MATIAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,58,58
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,20,20
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,637,637
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,14,14
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,18,18
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,17,17
SHINAOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
SICAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
SORACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,18,18
SORATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,75,75
SUCRE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,103,103
TACOPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
TAHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,40,40
TARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,51,51
TARACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
TARATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
TARIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,922,922
TARVITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,59,59
TEOPONTE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,6,6
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,95,95
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
TOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
TOLATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,28,28
TOMAVE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,5,5
TOMINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,31,31
TORO TORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,35,35
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,15,15
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
TRIGAL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,115,115
TUPIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,40,40
TURCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
UMALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,7,7
UNCIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,11,11
URUBICHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,16,16
UYUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,8,8
VACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,23,23
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,43,43
VIACHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,81,81
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
