,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BORJA,rabia,no de personas que abandonaron esquema,2019-12-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2019-12-01,1,2,1,2,3
SAN MATIAS,rabia,no de personas que abandonaron esquema,2019-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2019-12-01,6,4,6,4,10
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2019-12-01,1,1,1,1,2
SUCRE,rabia,no de personas que abandonaron esquema,2019-12-01,18,15,18,15,33
TARIJA,rabia,no de personas que abandonaron esquema,2019-12-01,3,4,3,4,7
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2019-12-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2019-12-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2019-12-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2019-12-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2019-12-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2019-12-01,6,5,6,5,11
YAPACANI,rabia,no de personas que abandonaron esquema,2019-12-01,1,0,1,0,1
YOTALA,rabia,no de personas que abandonaron esquema,2019-12-01,0,1,0,1,1
