,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
EL TORNO,rabia,no de personas con esquema clasico completo,2019-09-01,3,4,3,4,7
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-09-01,9,8,9,8,17
LA PAZ,rabia,no de personas con esquema clasico completo,2019-09-01,11,17,11,17,28
LAGUNILLAS,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
LICOMA PAMPA,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2019-09-01,3,2,3,2,5
PAILON,rabia,no de personas con esquema clasico completo,2019-09-01,4,3,4,3,7
POTOSI,rabia,no de personas con esquema clasico completo,2019-09-01,59,44,59,44,103
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2019-09-01,1,2,1,2,3
SACABA,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
SAIPINA,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema clasico completo,2019-09-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con esquema clasico completo,2019-09-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-09-01,2,3,2,3,5
SAN JUAN DE YAPACANI,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-09-01,69,73,69,73,142
SUCRE,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-09-01,20,8,20,8,28
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2019-09-01,3,3,3,3,6
VILLA MONTES,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema clasico completo,2019-09-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema clasico completo,2019-09-01,6,5,6,5,11
YAPACANI,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
YOCALLA,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema clasico completo,2019-10-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-10-01,6,11,6,11,17
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
COTAGAITA,rabia,no de personas con esquema clasico completo,2019-10-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema clasico completo,2019-10-01,10,2,10,2,12
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2019-10-01,2,1,2,1,3
EL ALTO,rabia,no de personas con esquema clasico completo,2019-10-01,8,17,8,17,25
EL TORNO,rabia,no de personas con esquema clasico completo,2019-10-01,1,5,1,5,6
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-10-01,8,5,8,5,13
LA PAZ,rabia,no de personas con esquema clasico completo,2019-10-01,13,33,13,33,46
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema clasico completo,2019-10-01,26,0,26,0,26
MONTERO,rabia,no de personas con esquema clasico completo,2019-10-01,2,0,2,0,2
ORURO,rabia,no de personas con esquema clasico completo,2019-10-01,4,5,4,5,9
PAILON,rabia,no de personas con esquema clasico completo,2019-10-01,6,0,6,0,6
PORONGO,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-10-01,59,52,59,52,111
SIPE SIPE,rabia,no de personas con esquema clasico completo,2019-10-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2019-10-01,5,1,5,1,6
TIPUANI,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2019-10-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-10-01,23,14,23,14,37
VIACHA,rabia,no de personas con esquema clasico completo,2019-10-01,3,3,3,3,6
WARNES,rabia,no de personas con esquema clasico completo,2019-10-01,7,2,7,2,9
YOTALA,rabia,no de personas con esquema clasico completo,2019-10-01,2,0,2,0,2
ACHACACHI,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2019-11-01,0,2,0,2,2
CARANAVI,rabia,no de personas con esquema clasico completo,2019-11-01,1,2,1,2,3
CARAPARI,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-11-01,9,3,9,3,12
COMARAPA,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-11-01,1,1,1,1,2
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2019-11-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema clasico completo,2019-11-01,13,8,13,8,21
EL TORNO,rabia,no de personas con esquema clasico completo,2019-11-01,4,6,4,6,10
LA ASUNTA,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-11-01,5,0,5,0,5
LA PAZ,rabia,no de personas con esquema clasico completo,2019-11-01,6,11,6,11,17
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2019-11-01,2,1,2,1,3
ORURO,rabia,no de personas con esquema clasico completo,2019-11-01,3,2,3,2,5
PAILON,rabia,no de personas con esquema clasico completo,2019-11-01,3,2,3,2,5
POCONA,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2019-11-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2019-11-01,7,10,7,10,17
PUCARANI,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2019-11-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema clasico completo,2019-11-01,2,7,2,7,9
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-11-01,51,56,51,56,107
SUCRE,rabia,no de personas con esquema clasico completo,2019-11-01,1,2,1,2,3
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2019-11-01,0,1,0,1,1
TOMAVE,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-11-01,15,19,15,19,34
UYUNI,rabia,no de personas con esquema clasico completo,2019-11-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-11-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2019-11-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema clasico completo,2019-11-01,6,5,6,5,11
YOTALA,rabia,no de personas con esquema clasico completo,2019-11-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con esquema clasico completo,2019-12-01,1,2,1,2,3
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema clasico completo,2019-12-01,1,1,1,1,2
CARANAVI,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
CHUA COCANI,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-12-01,5,6,5,6,11
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2019-12-01,2,1,2,1,3
COPACABANA,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-12-01,4,3,4,3,7
EL ALTO,rabia,no de personas con esquema clasico completo,2019-12-01,15,12,15,12,27
EL PUENTE(STC),rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema clasico completo,2019-12-01,4,4,4,4,8
LA ASUNTA,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-12-01,9,8,9,8,17
LA PAZ,rabia,no de personas con esquema clasico completo,2019-12-01,40,18,40,18,58
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema clasico completo,2019-12-01,2,0,2,0,2
ORURO,rabia,no de personas con esquema clasico completo,2019-12-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema clasico completo,2019-12-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2019-12-01,5,15,5,15,20
REYES,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-12-01,4,0,4,0,4
SAN RAMON SCZ,rabia,no de personas con esquema clasico completo,2019-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-12-01,86,58,86,58,144
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2019-12-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema clasico completo,2019-12-01,2,0,2,0,2
TARIJA,rabia,no de personas con esquema clasico completo,2019-12-01,9,4,9,4,13
TOMINA,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-12-01,10,26,10,26,36
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2019-12-01,2,0,2,0,2
VILLA MONTES,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema clasico completo,2019-12-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2019-12-01,7,5,7,5,12
