,group,variable,month,DPT 3RA DOSIS CANTIDAD,DPT 3RA DOSIS CANTIDAD,TOTALES
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,7,0,7
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,17,17
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,6,2,8
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,3,3,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,3,1,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,9,9
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,22,32,54
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,2,4,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,4,5
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,3,1,4
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,5,3,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,3,4,7
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,2,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-06-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,3,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,3,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,4,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,24,2,26
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,4,1,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,6,0,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,22,6,28
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,3,0,3
ESCARA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,8,5,13
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,14,14
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,3,1,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,4,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,2,3
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,6,0,6
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,3,2,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,2,2,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,40,5,45
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,3,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,2,0,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,2,0,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,6,2,8
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,4,0,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,22,16,38
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,1,3
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,3,1,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,7,0,7
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,7,1,8
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,4,8,12
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,5,1,6
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,3,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,2,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,19,2,21
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,10,0,10
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,5,1,6
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,2,1,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-08-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,8,2,10
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,6,0,6
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,5,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,17,4,21
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,26,30,56
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,10,1,11
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,3,3,6
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,7,1,8
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,15,4,19
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,4,12,16
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,4,1,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,23,41,64
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,2,0,2
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,1,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-09-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,3,0,3
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,11,0,11
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,2,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,22,7,29
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,7,2,9
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,24,22,46
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,15,3,18
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,2,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,3,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,12,1,13
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,8,8,16
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,3,11,14
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,3,3,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,1,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,31,47,78
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,1,4,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-10-01,0,4,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,20,20,40
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,3,5
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,56,16,72
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,2,3
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,1,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,24,15,39
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,20,20
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,5,18,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,3,6
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,6,6
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,1,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,5,0,5
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,10,10
