,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,10,0,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,11,7,18
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,1,6,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,0,2,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,7,0,7
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,1,4,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,26,4,30
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-03-01,4,8,12
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,3,3
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,17,17
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,3,0,3
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,17,21
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,4,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,9,22,31
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,3,0,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,35,24,59
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,12,60,72
CATACORA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,5,2,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,6,0,6
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,6,10,16
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,20,12,32
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,65,1,66
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,6,5,11
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,9,2,11
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,13,14
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,2,6
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,6,6
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,7,7
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,9,7,16
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,42,14,56
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,16,24,40
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,4,4
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,10,11
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,3,23,26
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,0,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,5,9
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,7,7
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,139,54,193
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,2,2
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,10,0,10
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,0,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,10,6,16
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,17,15,32
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,6,37,43
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,17,0,17
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,3,2,5
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,1,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,15,23,38
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,1,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,9,0,9
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,32,1,33
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,19,6,25
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,35,24,59
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,34,14,48
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,38,79,117
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,1,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,29,0,29
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,10,1,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,9,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,3,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,42,43
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,8,1,9
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,15,48,63
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,19,8,27
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,150,49,199
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,11,11
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,16,16
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,9,40,49
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
SICAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,2,13,15
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,3,4,7
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,48,71,119
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,87,87
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,23,57,80
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,6,4,10
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,1,5
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,190,190
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,4,2,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,21,49,70
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,14,0,14
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,20,21
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,14,1,15
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,36,0,36
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,8,0,8
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,7,7
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,3,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-04-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,3,5
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,4,4
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,13,6,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,31,37
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,41,43
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,5,9,14
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,21,27
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,27,59,86
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,8,5,13
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,3,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,13,16
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,68,68
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,0,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,4,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,5,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,17,17
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,170,98,268
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,14,6,20
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,11,3,14
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,22,22
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,2,4
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,2,5
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,3,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,98,100
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,4,1,5
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,45,82,127
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,20,20
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,12,13
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,8,15,23
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,6,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,4,25,29
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,6,6
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,4,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,7,13
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,44,21,65
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,5,1,6
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,8,8
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,3,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,14,38,52
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,38,44
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,12,12
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,4,4
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,8,0,8
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,3,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,3,3
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,10,0,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,3,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,14,21,35
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,3,3,6
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,8,0,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,31,37
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,4,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,4,2,6
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,35,73,108
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,11,12,23
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,28,55,83
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,27,27
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,4,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,24,190,214
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,45,308,353
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,6,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,19,45,64
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,17,18
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,18,20
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,19,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,23,55,78
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,86,377,463
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,1,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,23,16,39
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,2,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,14,14
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,68,47,115
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,12,19,31
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,46,52
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,6,3,9
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,5,39,44
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,7,69,76
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,16,0,16
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,16,0,16
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,4,12,16
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,7,1,8
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,2,1,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-05-01,140,0,140
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,16,0,16
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,11,1,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,10,10
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,5,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,7,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,5,0,5
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,5,2,7
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,6,0,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,6,0,6
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,65,4,69
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
COLLANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,10,30,40
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
