,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,0,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,4,8
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,3,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,1,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,16,2,18
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,10,1,11
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,9,10,19
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,134,35,169
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,7,0,7
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,2,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,3,7
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,11,11
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,5,0,5
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,7,9,16
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,135,49,184
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,3,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,7,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,7,9,16
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,3,7
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,14,8,22
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,13,1,14
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,107,7,114
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,8,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,4,5
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,6,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,6,8
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,14,2,16
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,7,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,27,8,35
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,39,40
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,6,6
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,12,13
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,7,7
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,52,9,61
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,4,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,0,4
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,7,10
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,15,18
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,20,14,34
QUIME,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,7,5,12
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,4,6
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,35,13,48
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,4,4
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,7,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,5,12,17
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,5,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,2,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,10,0,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,1,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,7,9
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,21,23
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,216,71,287
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,5,5
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,1,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,36,8,44
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,26,8,34
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,13,8,21
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,3,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,5,0,5
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,14,5,19
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,2,3
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,12,1,13
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,3,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,8,2,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,3,6
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,8,0,8
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,5,4,9
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,28,7,35
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,10,0,10
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,1,1,2
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-03-01,2,1,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,3,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,9,10
ALALAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,2,3
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,8,11
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,6,9
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,8,9
AZURDUY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,4,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,7,12
CABEZAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,3,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,1,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,1,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,9,4,13
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,1,3
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,9,9
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,7,10,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,4,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,151,69,220
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,12,5,17
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,23,28
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,3,5
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,0,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,16,59,75
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,220,58,278
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,12,1,13
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,1,6
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,3,3
GUANAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,3,3
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,1,4
HUMANATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,6,8
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,6,3,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,14,0,14
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,98,9,107
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,10,0,10
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,6,6
MACHARETI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,1,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,3,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,2,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,21,7,28
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,17,18
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,30,1,31
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,14,16
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,8,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,10,10
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,46,9,55
PRESTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,5,5
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,2,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,6,3,9
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,5,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,33,16,49
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,4,9
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,5,7
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,27,40,67
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,9,0,9
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,5,9
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,1,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,6,9
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,7,11
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,3,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,14,15
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,7,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,19,19
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,278,228,506
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,4,0,4
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,4,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,3,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,16,7,23
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,3,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,27,23,50
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,41,21,62
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,8,9
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,13,6,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,10,2,12
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,4,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,11,0,11
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,3,2,5
TRIGAL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,13,3,16
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,9,10
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,1,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,0,5
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
