,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,23,7,30
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,17,31,48
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,17,25
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,255,64,319
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,1,9
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,10,6,16
COMBAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,2,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,0,7
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,10,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,30,28,58
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,8,16
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,6,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,185,44,229
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,0,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,54,5,59
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,10,18
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,62,33,95
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,7,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,26,31,57
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,5,13,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,8,16
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,3,5
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,13,31,44
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,10,20,30
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,0,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,15,19
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,38,25,63
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,74,11,85
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,3,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,24,26
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,6,3,9
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,5,24,29
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,19,3,22
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,13,53,66
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,10,3,13
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,60,24,84
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,1,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,4,7
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,18,12,30
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,10,11
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,116,30,146
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,10,13
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,37,39
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,3,4
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,30,37
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,2,5
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,17,29,46
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,1,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,6,10
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,97,64,161
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,5,21,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,2,2
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,18,5,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,21,9,30
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,10,0,10
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,35,22,57
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,6,5,11
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,0,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,14,0,14
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,9,0,9
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,46,34,80
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,11,15
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,13,21
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,16,57,73
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,19,4,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,13,16
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,0,8
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,13,16,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,3,5
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,6,10
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,8,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,63,65
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,416,33,449
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,5,10,15
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,11,0,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,2,2
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,208,299,507
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,10,10
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,1,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,3,0,3
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,51,58
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,80,36,116
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,14,21
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,2,6
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,16,18
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,16,3,19
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,3,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,5,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,12,10,22
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,48,10,58
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,0,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,6,0,6
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,11,9,20
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,36,36,72
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,15,12,27
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,18,35,53
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,26,6,32
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,9,20,29
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,5,13
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,109,42,151
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,15,13,28
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,10,22,32
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,10,12
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,13,8,21
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,2,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,10,14
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,11,38,49
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,27,294,321
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,37,0,37
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,8,12,20
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,1,2
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,0,3
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,23,28
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,12,13
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,24,33,57
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,6,12
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,11,24,35
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,20,112,132
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,22,4,26
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,4,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,1,5
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,17,17
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,11,11,22
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,19,9,28
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,13,14
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,300,228,528
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,11,14
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,26,38
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,17,2,19
COMBAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,5,5
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,4,8
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,5,11
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,23,26
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,19,25,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,0,4
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,7,14
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,23,8,31
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,8,11
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,245,50,295
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,16,16,32
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,6,6
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,34,5,39
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,18,23
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,41,31,72
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,12,14
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,42,45,87
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,11,3,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,9,14
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,6,7
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,0,12
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,9,11
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,10,24,34
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,1,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,28,6,34
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,135,7,142
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,4,6
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,2,3
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,24,30
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,2,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,16,3,19
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,32,10,42
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,27,152,179
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,21,14,35
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,40,23,63
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,1,3
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,13,11,24
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,12,18
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,119,9,128
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,32,29,61
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,2,6
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,13,3,16
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,27,39
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,21,28
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,15,19,34
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,3,8
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,0,12
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,5,12
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,8,2,10
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,198,79,277
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,15,2,17
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,27,26,53
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,1,8
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,14,2,16
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,73,187,260
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,1,1
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,14,3,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,23,11,34
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,17,23
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,15,3,18
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,93,83,176
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,21,44,65
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,20,0,20
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,9,18,27
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,9,13
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,8,12
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,22,12,34
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,8,0,8
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,24,18,42
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,8,0,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,5,10
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,11,23
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,9,10,19
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,3,6
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,5,6
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,493,295,788
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,30,13,43
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,3,3
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,164,153,317
TACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,2,0,2
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,4,4
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,50,57
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,1,1
