,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,8,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,4,6
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,1,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,4,1,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,26,1,27
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,2,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,11,5,16
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,0,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,14,8,22
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,1,3
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,5,0,5
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,17,17
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,3,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,4,7
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,7,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,36,37,73
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,4,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,4,5
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,3,1,4
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,4,6,10
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,2,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-06-01,0,2,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,4,6
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,4,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,2,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,24,1,25
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,4,1,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,25,22,47
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,3,0,3
ESCARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,26,0,26
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,2,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,2,3
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,6,0,6
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,6,2,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,62,2,64
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,3,0,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,7,2,9
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,4,0,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,21,16,37
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,14,1,15
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,3,1,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,7,0,7
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,2,2
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,11,0,11
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,4,7,11
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,2,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,35,5,40
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,3,0,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,5,1,6
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,2,2
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,0,7,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-08-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,8,2,10
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,6,0,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,17,5,22
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,26,30,56
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,12,1,13
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,3,3,6
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,3,1,4
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,15,4,19
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,4,12,16
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,4,1,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,35,40,75
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,2,0,2
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,1,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,13,13
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-09-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,0,3
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,11,0,11
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,0,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,22,7,29
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,7,2,9
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,24,21,45
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,29,2,31
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,3,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,14,1,15
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,8,23,31
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,11,14
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,3,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
