,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,6,60,66
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,6,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,110,38,148
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,3,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,0,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,2,7
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,29,31
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,94,170,264
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,8,13
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,1,1
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,1,6
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,2,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,13,21,34
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,10,7,17
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,6,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,4,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,27,5,32
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,7,5,12
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,4,8,12
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,23,0,23
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,3,3
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,4,5
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,17,17
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,3,1,4
AYATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,27,27
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,17,21
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,30,32
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,17,0,17
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,31,23,54
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,7,7
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,38,13,51
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,1,1
CATACORA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,8,8
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,6,4,10
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,3,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,27,30,57
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,19,12,31
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,83,1,84
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,6,5,11
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,9,2,11
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,2,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,16,10,26
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,13,14
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,14,41,55
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,2,6
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,6,6
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,7,7
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,7,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,67,14,81
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,16,24,40
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,10,11
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,19,23
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,6,4,10
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,5,9
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,154,69,223
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,70,70
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,7,7
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,6,0,6
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,10,6,16
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,17,15,32
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,6,37,43
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,11,0,11
PALCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,6,6
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,7,15,22
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,5,9
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,1,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,15,23,38
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,1,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,9,0,9
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,14,14
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,32,1,33
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,24,7,31
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,35,24,59
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,42,103,145
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,10,0,10
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,3,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,42,43
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,8,1,9
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,15,48,63
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,19,8,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,261,86,347
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,11,11
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,5,5
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,9,40,49
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,14,14
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,3,4,7
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,61,67,128
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,70,70
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,26,68,94
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,11,23,34
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,9,1,10
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,31,30,61
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,2,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,21,52,73
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,14,0,14
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,7,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,4,0,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,8,0,8
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,45,45
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,3,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-04-01,0,4,4
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,3,5
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,7,7
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,4,4
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,13,6,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,31,37
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,41,43
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,5,9,14
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,21,27
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,19,59,78
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,8,5,13
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,3,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,0,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,19,61,80
CARANGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,15,18
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,61,61
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,19,19
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,5,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,17,17
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,169,77,246
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,14,6,20
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,10,3,13
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,22,49,71
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,21,21
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,2,4
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,3,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,98,100
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,4,1,5
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,45,81,126
EL CHORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,8,8
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,14,72,86
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,12,13
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,8,15,23
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,6,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,4,38,42
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,6,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,7,13
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,40,26,66
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,5,1,6
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,3,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,5,26,31
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,2,3
OCURI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,43,43
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,16,72,88
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,12,12
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,8,0,8
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,3,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,1,2
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,3,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,15,21,36
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,31,37
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,4,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,4,2,6
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,24,32,56
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,10,4,14
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,11,14,25
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,28,49,77
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,27,30
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,4,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,24,190,214
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,8,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,45,308,353
