municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,43,43
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,4,4
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
UYUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,17,17
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
AUCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
AYO AYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,10,10
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,29,29
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,8,8
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,23,23
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,14,14
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,11,11
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,16,16
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,11,11
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,220,220
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
HUACHACALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,22,22
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
ICHOCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
INQUISIVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,12,12
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,27,27
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,12,12
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,35,35
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,11,11
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
PELECHUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,15,15
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,9,9
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,8,8
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
POSTRER VALLE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,116,116
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,33,33
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,8,8
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,33,33
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,13,13
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,209,209
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,24,24
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
SAN BENITO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,11,11
SAN BUENA VENTURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,17,17
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,20,20
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,13,13
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,111,111
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
TACOPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,14,14
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
TIAHUANACU,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,50,50
TIRAQUE (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TOLEDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,3,3
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TRINIDAD,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,51,51
TURCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
UYUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,85,85
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
VILLAZON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
YACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,4,4
YOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,2,2
YOTALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,7,7
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-06-01,5,5
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,31,31
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
ALTO BENI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,19,19
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,35,35
AUCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,31,31
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,29,29
BOLIVAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,5,5
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CAMIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
CHIMORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CHIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,5,5
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,21,21
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,13,13
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
COLLANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,12,12
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,24,24
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,9,9
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,211,211
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,28,28
EUCALIPTUS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,12,12
HUATAJATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
INQUISIVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,23,23
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
LORETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MACHACAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,41,41
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,16,16
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,6,6
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,5,5
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,36,36
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,10,10
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,9,9
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
PAMPA GRANDE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,6,6
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PELECHUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,12,12
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,10,10
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,9,9
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,138,138
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,8,8
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,10,10
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,39,39
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,17,17
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
QUIRUSILLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,11,11
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,206,206
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,18,18
RURRENABAQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,10,10
SACABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SAN ANDRES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,7,7
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,3,3
SAN CARLOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,24,24
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,42,42
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,29,29
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,13,13
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,16,16
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,12,12
SAN PEDRO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,8,8
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-07-01,98,98
