,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,11,0,33,1,137,5,41,1,0,0,229
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,1,0,0,3
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,6,7,9,0,2,0,0,0,24
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,19,0,34,2,11,0,0,0,66
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,0,1,0,0,0,1
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,4,0,0,0,0,0,0,0,4
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,4,0,0,0,0,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,0,0,3,0,0,0,0,0,4
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,3,0,0,0,0,0,4
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,9,1,0,0,0,0,12
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,5,0,1,0,0,0,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,16,0,4,0,0,0,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,0,0,1,0,0,0,2
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,3,14,4,1,0,0,0,25
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,1,6,0,0,0,0,0,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,14,0,35,0,10,0,0,0,61
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,8,0,12,0,2,0,0,0,22
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,0,1,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,0,1,0,0,0,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,6,0,17,0,5,0,0,0,28
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,3,0,0,0,0,0,3
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,0,0,0,0,0,0,2
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,1,0,0,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,2,0,0,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,1,1,4,0,0,0,0,7
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,4,1,3,1,2,0,0,0,11
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,3,0,1,0,0,7
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,2,0,5,5,2,0,0,0,15
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,7,1,1,0,0,0,12
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,3,0,0,0,0,0,6
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,2,1,10,0,3,0,0,0,18
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,8,0,34,3,5,0,0,0,51
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,24,0,54,2,7,0,0,0,87
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,4,0,124,23,823,0,170,0,0,0,1144
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,4,0,0,0,0,0,4
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,19,1,5,1,0,0,29
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,0,2,0,0,0,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,11,0,41,1,13,0,0,0,66
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,2,1,0,0,0,6
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,4,1,0,0,0,0,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,3,0,1,0,0,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,7,0,1,0,0,0,9
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,1,1,11,0,1,0,0,0,15
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,8,0,16,0,2,0,0,0,26
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,1,0,0,0,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,25,0,2,0,0,0,30
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,8,0,1,0,0,0,11
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,10,0,21,0,2,0,0,0,34
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,10,0,17,1,5,0,0,0,33
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,6,1,2,0,0,0,9
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,2,0,4,0,1,0,0,0,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,10,0,29,0,5,1,0,0,45
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,3,1,66,3,170,2,36,1,1,0,283
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,0,0,0,0,0,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,8,0,1,0,0,0,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,4,0,4,0,0,0,0,0,8
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,1,1,0,0,0,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,3,1,0,0,0,0,7
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,1,9,4,3,0,0,0,19
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,3,0,0,0,0,0,4
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,84,3,407,6,76,1,0,0,577
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,17,0,1,0,0,0,20
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,8,1,3,0,0,0,15
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,15,1,37,0,7,0,0,0,60
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,15,0,4,0,0,0,22
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,10,0,27,1,3,0,0,0,41
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,9,1,2,0,0,0,17
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,1,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,12,0,0,0,0,0,14
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,7,0,3,0,0,0,11
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,8,1,2,0,0,0,14
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,2,6,10,2,4,0,0,26
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,5,0,3,0,0,0,11
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,15,0,0,0,0,0,17
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,5,0,0,0,0,0,8
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,18,2,1,0,0,0,24
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,2,3,7,2,0,0,19
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,2,4,1,0,0,0,0,10
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,6,0,14,0,1,0,0,0,22
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,3,0,3,0,0,0,0,0,7
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,60,4,225,4,60,1,0,0,356
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,1,0,1,1,0,0,6
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,8,3,8,2,2,0,0,0,23
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,4,1,0,2,0,0,8
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,6,1,1,1,0,0,10
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,5,1,1,0,0,0,9
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,4,0,1,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,3,0,7,0,7,0,0,0,0,0,17
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,1,4,1,0,0,0,0,11
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,4,0,2,0,0,0,0,0,6
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,9,1,24,0,6,0,0,0,41
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,37,0,81,0,10,0,0,0,128
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,11,1,0,0,0,0,13
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,7,0,32,0,9,1,0,0,49
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,26,0,135,30,30,1,0,0,222
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,4,0,1,0,0,0,6
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,1,2,2,0,0,0,0,5
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,2,0,15,1,3,0,0,0,23
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,6,0,81,0,172,0,26,1,0,0,286
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,28,0,1,0,0,0,32
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,8,0,49,0,5,0,0,0,62
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,1,0,0,0,0,0,4
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,3,0,32,0,167,16,31,1,0,0,250
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,4,0,0,0,0,0,5
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,6,2,14,0,5,0,0,0,27
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,5,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,4,1,2,0,0,0,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,7,0,1,0,0,0,10
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,5,0,9,0,1,0,0,0,16
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,0,0,1,0,0,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,1,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,2,0,0,0,0,3
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,0,0,0,0,0,2
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,28,0,47,10,7,0,0,0,93
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,12,0,2,0,0,0,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,27,0,4,0,0,0,36
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,1,12,0,16,0,1,1,0,0,31
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,3,0,25,0,48,2,5,0,0,0,83
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,8,0,3,0,0,0,0,0,11
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,6,0,1,0,0,0,12
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,13,0,0,0,0,0,18
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,6,0,0,0,0,0,9
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,19,0,45,0,9,0,0,0,73
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,4,1,2,0,0,0,12
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,9,1,13,0,1,0,0,0,24
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,1,6,0,12,6,7,2,0,0,35
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,18,0,0,0,0,0,23
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,10,1,0,1,0,0,15
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,14,0,1,0,0,0,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,3,0,15,2,5,2,0,0,28
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,1,0,0,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,3,1,0,1,0,0,7
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,0,0,1,0,0,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,5,0,6,0,2,0,0,0,15
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,18,0,1,0,0,0,21
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,4,0,12,0,1,0,0,0,18
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,3,0,18,0,41,0,3,0,0,0,65
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,18,0,542,8,1662,16,269,4,3,1,2523
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,15,0,1,0,0,0,21
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,7,0,12,0,3,0,0,0,22
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,1,3,0,0,0,0,0,5
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,7,0,0,0,0,0,9
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,5,1,0,0,0,0,7
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,1,9,0,2,0,0,0,15
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,13,0,24,0,5,0,0,0,44
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,3,0,10,0,2,1,0,0,17
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,4,0,0,0,0,0,4
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,29,0,76,0,12,0,0,0,118
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,6,0,3,0,0,0,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,5,0,1,0,0,0,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,9,1,11,1,0,0,0,0,22
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,107,0,382,0,86,0,0,0,576
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,3,1,0,0,0,0,5
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,2,0,2,1,0,0,0,5
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,2,0,0,1,0,0,4
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,1,0,0,0,0,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,8,0,6,0,0,0,16
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,1,6,1,9,0,2,1,0,0,20
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,3,0,5,2,0,0,0,0,11
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,46,5,249,7,44,4,0,0,357
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,1,0,5,2,0,0,0,0,9
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,6,1,0,0,0,0,9
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,1,5,0,0,0,0,0,6
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,3,9,2,1,0,0,15
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,7,0,2,0,0,0,10
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,10,0,41,1,9,0,0,0,61
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,11,0,2,2,0,0,18
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,0,1,0,0,0,3
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,2,0,0,0,0,0,4
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,0,0,0,0,2
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,1,3,1,0,0,0,8
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,1,1,0,0,0,0,0,4
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,1,2,2,1,0,0,0,7
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,4,0,0,0,0,0,7
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,6,0,0,0,0,0,9
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,0,0,0,0,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,5,0,62,0,158,0,25,0,0,0,250
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,10,0,41,2,8,1,0,0,62
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,2,0,0,0,0,0,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,3,0,2,0,0,0,6
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,14,1,2,1,0,0,23
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,2,0,10,0,3,0,0,0,17
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,7,0,1,0,0,0,10
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,13,1,17,3,2,0,0,0,36
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,4,0,4,0,2,0,0,0,10
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,3,0,10,1,3,0,0,0,17
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,17,0,70,0,5,0,0,0,92
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,0,1,0,0,0,0,1
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,1,10,1,1,0,0,0,18
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,22,0,57,1,7,0,0,0,88
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,2,0,0,0,0,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,0,0,15,0,0,0,0,0,15
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,2,0,5,2,0,2,0,0,11
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,24,1,85,3,9,0,1,0,123
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,3,0,7,1,2,2,0,0,16
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,15,1,31,0,9,0,0,0,56
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,1,0,13,2,45,19,4,0,0,0,84
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,5,0,4,0,0,0,0,0,9
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,1,0,1,0,0,0,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,2,0,55,3,136,1,17,1,0,0,215
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-03-01,0,0,1,0,3,0,1,0,0,0,5
