,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,1,0,0,0,0,0,3
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,1,0,0,0,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,0,0,2,0,1,0,0,0,4
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,21,0,1,0,0,0,22
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,5,0,1,0,0,0,6
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,1,0,1,0,0,0,4
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,1,2,0,4,1,0,0,0,0,8
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,5,0,5,0,3,0,0,0,13
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,0,0,0,0,0,0,3
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,7,0,0,0,0,0,8
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,7,0,51,1,67,2,14,0,18,0,160
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,4,2,1,0,0,0,8
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,1,0,2,0,0,0,0,0,4
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,3,1,1,0,0,0,7
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,38,3,272,4,90,0,0,0,407
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,2,0,0,0,0,0,4
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,5,0,16,1,2,0,0,0,24
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,6,2,2,0,0,0,11
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,1,0,0,0,0,0,4
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,3,1,0,0,0,0,4
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,1,0,0,0,3
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,6,0,3,0,2,0,0,0,11
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,3,2,1,2,0,0,0,11
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,1,2,0,0,0,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,4,1,1,0,0,0,6
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,0,1,2,0,1,0,0,8
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,1,5,0,1,0,0,0,11
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,0,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,22,1,101,2,59,0,0,0,185
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,2,0,5,1,2,0,0,0,11
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,3,1,1,0,0,0,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,1,0,2,0,0,0,5
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,1,0,0,0,4
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,7,0,0,0,0,0,7
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,5,0,16,0,1,0,0,0,22
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,12,0,34,0,8,0,0,0,54
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,0,0,1,0,0,0,4
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,2,0,159,2,9,0,0,0,173
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,3,0,34,1,145,4,24,3,0,0,214
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,3,3,0,0,7
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,5,2,1,0,0,0,10
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,20,0,47,4,8,0,0,0,79
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,6,0,16,0,3,0,0,0,25
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,5,0,1,0,0,0,9
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,1,15,3,51,1,25,1,0,0,97
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,9,0,1,0,0,0,13
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,1,1,0,1,0,0,6
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,5,0,2,0,0,0,8
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,6,3,25,4,8,0,0,0,47
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,4,0,1,0,0,0,8
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,0,2,0,1,0,0,0,7
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,7,0,9,2,3,0,0,0,22
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,12,1,19,0,3,0,0,0,36
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,1,4,1,0,0,0,0,7
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,7,0,0,0,0,0,7
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,13,0,3,0,0,0,18
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,3,0,8,0,13,0,3,0,0,0,27
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,3,2,0,2,0,0,0,7
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,13,0,3,0,0,0,17
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,0,6,3,0,1,0,0,14
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,12,0,1,0,0,0,15
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,1,1,0,2,0,0,0,0,0,4
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,3,0,6,5,4,0,0,0,19
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,1,1,0,0,0,0,0,3
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,1,0,1,0,0,0,4
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,0,0,0,0,5
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,2,0,4,0,11,0,0,0,0,0,17
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,13,0,407,8,1431,136,208,4,0,0,2207
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,1,5,1,0,0,0,0,9
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,6,0,0,0,0,0,8
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,2,1,2,0,0,0,7
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,1,0,0,0,0,0,4
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,1,1,0,0,0,3
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,2,2,0,0,0,5
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,3,0,1,0,0,0,5
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,5,0,6,0,1,0,0,0,12
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,1,4,0,1,0,0,0,7
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,0,13,0,4,2,0,0,23
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,3,0,0,0,4
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,1,1,0,2,1,1,0,0,0,7
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,14,0,42,0,18,0,0,0,74
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,3,3,2,0,2,0,0,12
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,1,1,1,0,0,0,0,3
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,4,1,5,0,0,0,13
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,3,0,2,0,0,0,5
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,1,0,0,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,2,0,47,0,219,2,55,0,0,0,325
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,0,1,0,0,1
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,4,0,1,0,0,0,5
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,5,5,2,2,0,0,16
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,8,0,24,3,1,0,0,0,36
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,5,0,6,0,2,0,0,0,13
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,1,0,0,0,2
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,1,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,2,0,1,1,0,0,6
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,2,0,0,0,0,0,5
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,48,0,121,0,21,0,0,0,191
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,12,0,3,0,0,0,18
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,2,1,0,0,0,4
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,5,1,3,2,0,0,13
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,1,0,0,0,0,0,0,1
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,5,0,0,0,0,0,0,0,6
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,8,0,4,0,0,0,15
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,1,0,0,0,3
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,3,0,0,0,0,0,3
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,0,38,2,4,1,0,0,48
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,0,0,1,0,1,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,4,0,9,0,5,0,0,0,18
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,0,2,0,0,0,0,2
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,8,1,21,3,4,1,0,0,38
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,2,0,3,3,3,1,0,0,0,0,12
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,3,1,2,1,0,0,0,0,7
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,19,0,45,6,8,2,0,0,81
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,2,1,0,0,0,0,4
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,1,0,18,0,41,0,16,0,0,0,76
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,1,0,0,0,0,3
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,7,1,38,2,2,0,0,0,50
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,2,0,6,5,3,0,0,0,16
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,1,1,0,0,0,0,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,0,2,0,0,0,0,0,0,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,1,1,0,0,0,3
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,8,0,18,0,6,0,0,0,32
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,0,1,1,0,0,0,3
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,1,0,1,0,10,1,1,0,0,0,14
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,2,0,0,0,0,0,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,3,0,5,0,0,0,0,0,8
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,2,0,2,1,0,0,0,0,5
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,1,1,1,0,0,0,0,3
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,2,0,1,0,1,0,0,0,4
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,2,0,2,1,1,0,0,0,6
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,0,2,0,0,0,3
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,15,0,2,0,0,0,18
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,16,0,7,0,0,0,24
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,1,0,0,0,1,0,0,0,0,0,2
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,2,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,4,0,2,0,0,0,7
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,0,0,1,0,0,2
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,3,0,5,0,1,0,0,0,9
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,5,0,2,0,0,0,8
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,6,0,14,2,1,1,0,0,24
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,4,0,8,0,2,0,0,0,14
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,1,0,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,3,0,8,0,1,0,0,0,12
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,4,0,11,1,2,0,0,0,18
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,2,0,5,0,1,0,0,0,8
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,1,2,0,1,0,0,0,4
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,2,0,0,0,0,0,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,2,0,0,0,0,0,2
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,3,0,0,0,0,0,4
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,8,0,16,2,4,0,0,0,30
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,2,0,1,0,1,0,0,0,4
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,4,1,0,0,0,0,5
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,5,0,14,0,3,0,0,0,22
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,9,0,1,0,0,0,10
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,1,1,2,1,7,3,3,0,0,0,18
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,10,1,9,1,2,0,0,0,23
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,1,0,0,0,0,0,2
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2017-05-01,0,0,1,0,3,1,0,0,0,0,5
