,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
GUTIERREZ,consultas prenatales,repetidas,2017-04-01,0,0,23,0,47,2,6,0,0,0,78
HUACARETA,consultas prenatales,repetidas,2017-04-01,0,0,11,4,30,1,6,1,0,0,53
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2017-04-01,0,0,1,1,5,4,1,1,0,0,13
HUACHACALLA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,9,0,2,0,0,0,12
HUANUNI,consultas prenatales,repetidas,2017-04-01,2,0,38,0,114,0,17,0,0,0,171
HUARACAJE,consultas prenatales,repetidas,2017-04-01,0,0,0,0,10,0,2,0,0,0,12
HUARINA,consultas prenatales,repetidas,2017-04-01,0,1,7,1,16,2,2,1,0,0,30
HUATAJATA,consultas prenatales,repetidas,2017-04-01,0,0,3,0,7,0,3,0,0,0,13
HUAYLLAMARCA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,5,0,3,0,0,0,9
HUMANATA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,1,0,1,0,0,0,3
ICHOCA,consultas prenatales,repetidas,2017-04-01,0,0,5,0,9,3,1,1,0,0,19
ICLA,consultas prenatales,repetidas,2017-04-01,0,0,12,3,11,4,13,1,0,0,44
INCAHUASI,consultas prenatales,repetidas,2017-04-01,0,0,3,4,13,12,10,3,0,0,45
INGAVI (HUMAITA),consultas prenatales,repetidas,2017-04-01,0,0,3,0,11,0,1,0,0,0,15
INQUISIVI,consultas prenatales,repetidas,2017-04-01,0,0,13,5,25,5,5,3,0,0,56
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2017-04-01,1,0,13,0,56,6,11,1,0,0,88
IXIAMAS,consultas prenatales,repetidas,2017-04-01,0,0,18,0,35,0,2,0,0,0,55
JESUS DE MACHACA,consultas prenatales,repetidas,2017-04-01,2,0,12,0,26,0,6,0,0,0,46
LA ASUNTA,consultas prenatales,repetidas,2017-04-01,6,0,61,2,139,3,24,1,0,0,236
LA GUARDIA,consultas prenatales,repetidas,2017-04-01,7,0,206,0,560,0,75,0,0,0,848
LA PAZ,consultas prenatales,repetidas,2017-04-01,5,0,651,3,4856,0,1126,0,1,0,6642
LA RIVERA,consultas prenatales,repetidas,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,repetidas,2017-04-01,1,0,6,0,18,0,3,1,0,0,29
LAJA,consultas prenatales,repetidas,2017-04-01,0,0,26,0,72,0,15,0,0,0,113
LAS CARRERAS,consultas prenatales,repetidas,2017-04-01,0,0,3,0,10,2,0,0,0,0,15
LICOMA PAMPA,consultas prenatales,repetidas,2017-04-01,0,0,3,0,9,1,2,0,0,0,15
LLALLAGUA,consultas prenatales,repetidas,2017-04-01,1,0,51,1,263,5,50,0,1,0,372
LLICA,consultas prenatales,repetidas,2017-04-01,0,0,3,0,10,2,3,0,0,0,18
LORETO,consultas prenatales,repetidas,2017-04-01,0,0,2,0,3,0,0,0,0,0,5
LURIBAY,consultas prenatales,repetidas,2017-04-01,0,0,3,0,20,1,4,0,0,0,28
MACHACAMARCA,consultas prenatales,repetidas,2017-04-01,0,0,5,0,16,1,2,1,0,0,25
MACHARETI,consultas prenatales,repetidas,2017-04-01,1,0,8,0,33,1,7,1,0,0,51
MAGDALENA,consultas prenatales,repetidas,2017-04-01,0,0,20,0,42,1,8,0,0,0,71
MAIRANA,consultas prenatales,repetidas,2017-04-01,0,0,31,0,69,0,13,0,0,0,113
MALLA,consultas prenatales,repetidas,2017-04-01,0,0,1,1,3,1,1,1,0,0,8
MAPIRI,consultas prenatales,repetidas,2017-04-01,0,0,25,1,92,5,16,0,0,0,139
MECAPACA,consultas prenatales,repetidas,2017-04-01,0,0,6,0,44,2,9,2,0,0,63
MINEROS,consultas prenatales,repetidas,2017-04-01,3,0,48,0,115,1,12,0,0,0,179
MIZQUE,consultas prenatales,repetidas,2017-04-01,1,0,44,1,96,3,23,1,0,0,169
MOCOMOCO,consultas prenatales,repetidas,2017-04-01,0,0,6,0,19,6,6,0,0,0,37
MOJINETE,consultas prenatales,repetidas,2017-04-01,1,0,1,0,1,0,1,0,0,0,4
MOJOCOYA,consultas prenatales,repetidas,2017-04-01,0,0,6,1,14,6,5,3,0,0,35
MONTEAGUDO,consultas prenatales,repetidas,2017-04-01,0,0,62,0,139,4,51,0,0,0,256
MONTERO,consultas prenatales,repetidas,2017-04-01,7,2,188,6,609,36,102,2,1,17,970
MORO MORO,consultas prenatales,repetidas,2017-04-01,0,0,5,0,4,2,0,0,0,0,11
MOROCHATA,consultas prenatales,repetidas,2017-04-01,0,0,18,4,14,11,2,3,0,0,52
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2017-04-01,2,0,8,0,11,1,0,0,0,0,22
NAZACARA DE PACAJES,consultas prenatales,repetidas,2017-04-01,0,0,2,0,0,0,1,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2017-04-01,1,0,0,0,4,4,0,0,0,0,9
OCURI,consultas prenatales,repetidas,2017-04-01,0,0,12,0,36,10,11,8,0,0,77
OKINAWA,consultas prenatales,repetidas,2017-04-01,2,0,26,3,57,3,8,0,0,0,99
OMEREQUE,consultas prenatales,repetidas,2017-04-01,0,0,7,1,22,1,4,0,0,0,35
ORURO,consultas prenatales,repetidas,2017-04-01,1,1,390,13,2435,36,561,3,0,0,3440
PADCAYA,consultas prenatales,repetidas,2017-04-01,1,0,16,0,58,1,20,1,0,0,97
PADILLA,consultas prenatales,repetidas,2017-04-01,2,0,7,2,36,5,7,1,0,0,60
PAILON,consultas prenatales,repetidas,2017-04-01,3,0,66,1,137,2,14,0,0,0,223
PALCA,consultas prenatales,repetidas,2017-04-01,0,0,14,1,62,0,7,0,0,0,84
PALOS BLANCOS,consultas prenatales,repetidas,2017-04-01,2,0,48,1,161,2,22,0,0,0,236
PAMPA AULLAGAS,consultas prenatales,repetidas,2017-04-01,1,0,2,0,6,0,2,0,0,0,11
PAMPA GRANDE,consultas prenatales,repetidas,2017-04-01,1,0,13,0,47,0,6,0,0,0,67
PAPEL PAMPA,consultas prenatales,repetidas,2017-04-01,0,0,4,0,8,1,2,0,0,0,15
PASORAPA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,3,1,1,0,0,0,6
PATACAMAYA,consultas prenatales,repetidas,2017-04-01,1,0,42,0,131,3,17,1,0,0,195
PAZÑA,consultas prenatales,repetidas,2017-04-01,0,0,4,0,16,1,5,0,0,0,26
PELECHUCO,consultas prenatales,repetidas,2017-04-01,0,0,4,0,27,1,4,1,0,0,37
POCOATA,consultas prenatales,repetidas,2017-04-01,0,0,13,6,40,22,8,15,0,0,104
POCONA,consultas prenatales,repetidas,2017-04-01,1,0,12,1,40,1,2,0,0,0,57
POJO (CBBA),consultas prenatales,repetidas,2017-04-01,0,0,24,2,47,4,8,0,0,0,85
POOPO,consultas prenatales,repetidas,2017-04-01,0,0,5,0,22,1,1,0,0,0,29
PORCO,consultas prenatales,repetidas,2017-04-01,0,0,23,0,65,5,5,2,0,0,100
POROMA,consultas prenatales,repetidas,2017-04-01,0,0,10,2,23,11,16,7,0,0,69
PORONGO,consultas prenatales,repetidas,2017-04-01,1,0,5,3,13,9,1,0,0,0,32
PORTACHUELO,consultas prenatales,repetidas,2017-04-01,3,0,36,0,93,0,10,0,0,0,142
PORVENIR,consultas prenatales,repetidas,2017-04-01,5,0,15,1,10,9,4,0,0,0,44
POSTRER VALLE,consultas prenatales,repetidas,2017-04-01,0,0,1,0,3,0,0,0,0,0,4
POTOSI,consultas prenatales,repetidas,2017-04-01,33,7,288,11,1316,41,251,5,0,0,1952
PRESTO,consultas prenatales,repetidas,2017-04-01,0,0,8,0,11,6,6,5,0,0,36
PUCARA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,2,0,0,0,0,0,3
PUCARANI,consultas prenatales,repetidas,2017-04-01,2,0,23,0,69,2,10,1,0,0,107
PUERTO ACOSTA,consultas prenatales,repetidas,2017-04-01,0,0,7,0,16,3,0,1,0,0,27
PUERTO CARABUCO,consultas prenatales,repetidas,2017-04-01,0,0,6,1,27,1,3,0,0,0,38
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2017-04-01,0,0,10,7,14,0,1,0,0,0,32
PUERTO PEREZ,consultas prenatales,repetidas,2017-04-01,0,0,2,0,9,1,2,0,0,0,14
PUERTO QUIJARRO,consultas prenatales,repetidas,2017-04-01,1,0,13,0,48,0,3,0,0,0,65
PUERTO RICO,consultas prenatales,repetidas,2017-04-01,0,0,21,0,37,1,7,0,0,0,66
PUERTO SILES,consultas prenatales,repetidas,2017-04-01,0,0,1,0,3,0,0,0,0,0,4
PUERTO SUAREZ,consultas prenatales,repetidas,2017-04-01,0,0,34,0,102,0,11,0,0,0,147
PUERTO VILLARROEL,consultas prenatales,repetidas,2017-04-01,3,0,146,0,395,2,52,0,0,0,598
PUNA,consultas prenatales,repetidas,2017-04-01,0,0,9,3,39,9,18,1,0,0,79
PUNATA,consultas prenatales,repetidas,2017-04-01,2,0,28,0,178,5,35,0,0,0,248
QUIABAYA,consultas prenatales,repetidas,2017-04-01,0,0,6,0,6,0,1,0,0,0,13
QUILLACOLLO,consultas prenatales,repetidas,2017-04-01,6,0,210,14,727,70,134,10,0,0,1171
QUIME,consultas prenatales,repetidas,2017-04-01,1,0,7,1,23,0,8,0,0,0,40
QUIRUSILLAS,consultas prenatales,repetidas,2017-04-01,0,0,1,0,8,0,2,0,0,0,11
RAVELO,consultas prenatales,repetidas,2017-04-01,0,0,10,6,19,5,9,4,0,0,53
REYES,consultas prenatales,repetidas,2017-04-01,4,1,21,0,56,0,7,0,0,0,89
RIBERALTA,consultas prenatales,repetidas,2017-04-01,9,0,289,0,596,5,81,1,0,0,981
ROBORE,consultas prenatales,repetidas,2017-04-01,0,0,12,1,60,0,7,0,0,0,80
RURRENABAQUE,consultas prenatales,repetidas,2017-04-01,0,0,35,1,116,2,19,1,0,0,174
SABAYA,consultas prenatales,repetidas,2017-04-01,0,0,4,1,14,3,2,0,0,0,24
SACABA,consultas prenatales,repetidas,2017-04-01,4,0,237,8,936,41,232,4,0,0,1462
SACABAMBA,consultas prenatales,repetidas,2017-04-01,0,0,6,0,11,0,1,0,0,0,18
SACACA,consultas prenatales,repetidas,2017-04-01,3,0,28,3,62,8,11,4,0,0,119
SAIPINA,consultas prenatales,repetidas,2017-04-01,0,0,5,1,22,0,2,0,0,0,30
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2017-04-01,1,0,6,0,30,9,7,0,0,0,53
SAMAIPATA,consultas prenatales,repetidas,2017-04-01,0,0,16,1,39,0,4,0,0,0,60
SAN AGUSTIN,consultas prenatales,repetidas,2017-04-01,0,0,3,0,9,0,0,0,0,0,12
SAN ANDRES,consultas prenatales,repetidas,2017-04-01,2,0,10,1,30,0,7,0,0,0,50
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2017-04-01,0,0,4,0,5,1,2,1,0,0,13
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2017-04-01,0,0,0,1,2,3,1,0,0,0,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2017-04-01,0,0,1,6,10,5,4,1,0,0,27
SAN BENITO,consultas prenatales,repetidas,2017-04-01,0,0,11,1,40,1,8,0,0,0,61
SAN BORJA,consultas prenatales,repetidas,2017-04-01,5,0,82,8,169,19,38,3,0,0,324
SAN BUENA VENTURA,consultas prenatales,repetidas,2017-04-01,1,0,19,0,35,3,8,0,0,0,66
SAN CARLOS,consultas prenatales,repetidas,2017-04-01,0,0,31,0,83,0,15,0,0,0,129
SAN IGNACIO,consultas prenatales,repetidas,2017-04-01,4,0,42,1,117,4,10,0,0,0,178
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2017-04-01,4,1,93,4,227,2,46,2,1,0,380
SAN JAVIER(BNI),consultas prenatales,repetidas,2017-04-01,0,0,3,0,4,0,0,0,0,0,7
SAN JAVIER(STC),consultas prenatales,repetidas,2017-04-01,0,0,23,3,62,4,5,0,0,0,97
SAN JOAQUIN,consultas prenatales,repetidas,2017-04-01,3,0,16,0,30,0,3,0,0,0,52
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2017-04-01,6,0,35,0,81,0,16,0,0,0,138
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2017-04-01,2,0,15,0,34,0,2,0,0,0,53
SAN JULIAN,consultas prenatales,repetidas,2017-04-01,4,0,65,0,216,4,50,0,0,0,339
SAN LORENZO(PND),consultas prenatales,repetidas,2017-04-01,2,0,4,4,10,6,3,0,0,0,29
SAN LORENZO(TJA),consultas prenatales,repetidas,2017-04-01,2,0,29,1,85,0,11,1,0,0,129
SAN LUCAS,consultas prenatales,repetidas,2017-04-01,2,1,29,8,80,33,26,17,0,0,196
SAN MATIAS,consultas prenatales,repetidas,2017-04-01,2,0,25,0,64,1,6,0,0,0,98
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2017-04-01,1,0,22,1,62,2,5,1,0,0,94
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2017-04-01,0,0,5,0,8,0,3,0,0,0,16
SAN PEDRO,consultas prenatales,repetidas,2017-04-01,3,0,34,0,62,0,5,0,0,0,104
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2017-04-01,4,0,27,2,56,18,22,3,0,0,132
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2017-04-01,1,0,4,0,14,0,5,0,0,0,24
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2017-04-01,0,0,1,0,0,2,0,0,0,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2017-04-01,0,0,5,1,10,2,1,0,0,0,19
SAN PEDRO(PND),consultas prenatales,repetidas,2017-04-01,0,0,1,1,0,1,0,0,0,0,3
SAN RAFAEL,consultas prenatales,repetidas,2017-04-01,2,0,7,0,17,0,4,0,0,0,30
SAN RAMON BENI,consultas prenatales,repetidas,2017-04-01,0,0,5,0,14,0,2,0,0,0,21
SAN RAMON SCZ,consultas prenatales,repetidas,2017-04-01,1,0,10,0,42,2,12,0,0,0,67
SANTA ANA,consultas prenatales,repetidas,2017-04-01,7,0,32,0,109,0,19,0,0,0,167
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2017-04-01,52,0,1856,11,7739,32,1145,5,3,0,10843
SANTA ROSA,consultas prenatales,repetidas,2017-04-01,0,0,17,0,44,0,10,0,0,0,71
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2017-04-01,2,0,30,0,74,3,15,0,0,0,124
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2017-04-01,0,0,2,0,1,1,2,0,0,0,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2017-04-01,0,0,4,2,20,5,3,1,0,0,35
SANTIAGO DE HUATA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,6,0,3,0,0,0,10
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,4,0,3,1,0,0,9
SANTIVAÑES,consultas prenatales,repetidas,2017-04-01,0,0,8,0,26,0,3,0,0,0,37
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2017-04-01,0,0,4,0,13,0,2,0,0,0,19
SAPAHAQUI,consultas prenatales,repetidas,2017-04-01,1,0,8,1,15,4,3,0,0,0,32
SENA,consultas prenatales,repetidas,2017-04-01,3,0,14,2,40,1,9,0,0,0,69
SHINAOTA,consultas prenatales,repetidas,2017-04-01,4,0,62,0,191,1,37,0,0,0,295
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2017-04-01,1,0,27,0,54,5,8,1,0,0,96
SICAYA,consultas prenatales,repetidas,2017-04-01,0,0,8,0,18,0,3,0,0,0,29
SIPE SIPE,consultas prenatales,repetidas,2017-04-01,0,0,152,1,333,0,40,0,0,0,526
SOPACHUY,consultas prenatales,repetidas,2017-04-01,0,0,5,0,19,2,7,1,0,0,34
SORACACHI,consultas prenatales,repetidas,2017-04-01,0,0,2,0,32,1,8,1,0,0,44
SORATA,consultas prenatales,repetidas,2017-04-01,0,0,32,4,69,1,9,1,1,0,117
SUCRE,consultas prenatales,repetidas,2017-04-01,6,0,404,5,1735,1,331,1,5,0,2488
TACACHI,consultas prenatales,repetidas,2017-04-01,0,0,1,0,3,1,0,0,0,0,5
TACACOMA,consultas prenatales,repetidas,2017-04-01,0,0,12,0,21,0,5,0,0,0,38
TACOBAMBA,consultas prenatales,repetidas,2017-04-01,0,0,3,3,10,7,4,2,0,0,29
TACOPAYA,consultas prenatales,repetidas,2017-04-01,0,0,10,2,12,3,9,1,0,0,37
TAHUA,consultas prenatales,repetidas,2017-04-01,0,0,1,0,1,3,0,0,0,0,5
TAPACARI,consultas prenatales,repetidas,2017-04-01,0,0,23,3,67,5,22,8,0,0,128
TARABUCO,consultas prenatales,repetidas,2017-04-01,0,1,26,4,40,9,9,5,0,0,94
TARACO,consultas prenatales,repetidas,2017-04-01,0,0,9,0,12,2,0,0,0,0,23
TARATA,consultas prenatales,repetidas,2017-04-01,2,0,21,0,49,4,9,1,0,0,86
TARIJA,consultas prenatales,repetidas,2017-04-01,9,0,226,14,1533,46,341,14,0,0,2183
TARVITA,consultas prenatales,repetidas,2017-04-01,1,0,19,2,26,4,15,4,1,0,72
TEOPONTE,consultas prenatales,repetidas,2017-04-01,0,0,20,0,40,1,3,0,0,0,64
TIAWANACU,consultas prenatales,repetidas,2017-04-01,0,0,5,1,33,1,4,0,0,0,44
TINGUIPAYA,consultas prenatales,repetidas,2017-04-01,0,0,6,1,22,14,15,5,0,0,63
TIPUANI,consultas prenatales,repetidas,2017-04-01,0,0,15,1,34,3,7,0,0,0,60
TIQUIPAYA,consultas prenatales,repetidas,2017-04-01,0,0,90,3,297,6,48,1,0,0,445
TIRAQUE (CBBA),consultas prenatales,repetidas,2017-04-01,2,0,29,0,71,2,15,0,0,0,119
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
TOCO,consultas prenatales,repetidas,2017-04-01,0,0,12,0,20,1,6,0,0,0,39
TODOS SANTOS,consultas prenatales,repetidas,2017-04-01,0,0,0,0,0,1,0,0,0,0,1
TOLATA,consultas prenatales,repetidas,2017-04-01,0,0,18,0,33,1,5,0,0,0,57
TOLEDO,consultas prenatales,repetidas,2017-04-01,1,0,4,0,9,3,1,1,0,0,19
TOMAVE,consultas prenatales,repetidas,2017-04-01,1,0,16,2,21,15,5,2,0,0,62
TOMINA,consultas prenatales,repetidas,2017-04-01,0,0,10,2,31,1,3,2,0,0,49
TORO TORO,consultas prenatales,repetidas,2017-04-01,0,0,8,4,16,5,3,3,0,0,39
TOTORA(CBBA),consultas prenatales,repetidas,2017-04-01,0,0,49,2,80,1,16,0,0,0,148
TOTORA(ORR),consultas prenatales,repetidas,2017-04-01,0,0,10,0,9,0,0,0,0,0,19
TRIGAL,consultas prenatales,repetidas,2017-04-01,0,0,1,0,5,0,1,0,0,0,7
TRINIDAD,consultas prenatales,repetidas,2017-04-01,9,0,163,6,816,0,140,1,0,0,1135
TUPIZA,consultas prenatales,repetidas,2017-04-01,0,0,80,4,254,11,53,3,0,0,405
TURCO,consultas prenatales,repetidas,2017-04-01,0,0,2,1,9,4,1,0,0,0,17
UMALA,consultas prenatales,repetidas,2017-04-01,0,0,9,1,7,1,3,0,0,0,21
UNCIA,consultas prenatales,repetidas,2017-04-01,0,0,25,3,120,9,27,3,0,1,188
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2017-04-01,0,0,16,0,64,2,14,2,0,0,98
URUBICHA,consultas prenatales,repetidas,2017-04-01,1,0,12,0,13,0,1,0,0,0,27
UYUNI,consultas prenatales,repetidas,2017-04-01,1,0,45,1,153,2,26,1,0,0,229
VACAS,consultas prenatales,repetidas,2017-04-01,0,0,12,0,11,0,4,0,0,0,27
VALLEGRANDE,consultas prenatales,repetidas,2017-04-01,4,0,18,0,65,1,9,0,0,0,97
VIACHA,consultas prenatales,repetidas,2017-04-01,0,1,96,45,295,20,30,3,0,0,490
VILA VILA,consultas prenatales,repetidas,2017-04-01,1,0,0,0,5,1,6,1,0,0,14
VILLA CHARCAS,consultas prenatales,repetidas,2017-04-01,1,0,16,3,45,4,8,4,0,0,81
VILLA MONTES,consultas prenatales,repetidas,2017-04-01,3,0,86,2,254,1,43,1,0,0,390
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2017-04-01,0,0,2,0,8,0,2,0,0,0,12
VILLA RIVERO,consultas prenatales,repetidas,2017-04-01,0,0,10,0,44,0,5,0,0,0,59
VILLA SERRANO,consultas prenatales,repetidas,2017-04-01,0,0,10,2,27,2,10,2,0,0,53
VILLA TUNARI,consultas prenatales,repetidas,2017-04-01,8,0,171,4,420,14,77,2,0,0,696
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2017-04-01,0,0,7,1,36,3,4,2,0,0,53
VILLAZON,consultas prenatales,repetidas,2017-04-01,4,0,53,2,204,1,48,1,0,0,313
VINTO,consultas prenatales,repetidas,2017-04-01,1,1,53,2,219,28,18,9,0,0,331
VITICHI,consultas prenatales,repetidas,2017-04-01,0,0,16,0,19,2,11,0,0,0,48
WALDO BALLIVIAN,consultas prenatales,repetidas,2017-04-01,0,0,6,0,6,0,1,0,0,0,13
WARNES,consultas prenatales,repetidas,2017-04-01,32,0,248,1,553,3,159,0,0,0,996
YACO,consultas prenatales,repetidas,2017-04-01,0,0,4,1,19,3,3,1,0,0,31
YACUIBA,consultas prenatales,repetidas,2017-04-01,1,0,125,5,513,14,92,2,1,0,753
YAMPARAEZ,consultas prenatales,repetidas,2017-04-01,0,0,6,1,15,3,6,2,0,0,33
YANACACHI,consultas prenatales,repetidas,2017-04-01,0,0,2,0,30,0,3,1,0,0,36
YAPACANI,consultas prenatales,repetidas,2017-04-01,0,0,105,16,287,50,35,5,0,0,498
YOCALLA,consultas prenatales,repetidas,2017-04-01,0,0,6,0,19,5,4,0,0,0,34
YOTALA,consultas prenatales,repetidas,2017-04-01,0,0,11,1,31,0,11,1,0,0,55
YUNCHARA,consultas prenatales,repetidas,2017-04-01,0,0,2,4,3,14,1,10,0,0,34
YUNGUYO DE LITORAL,consultas prenatales,repetidas,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,repetidas,2017-04-01,0,0,16,2,23,3,3,1,0,0,48
ACACIO,consultas prenatales,repetidas,2017-05-01,0,0,10,0,8,2,6,0,0,0,26
ACHACACHI,consultas prenatales,repetidas,2017-05-01,2,0,42,0,112,4,26,1,0,0,187
ACHOCALLA,consultas prenatales,repetidas,2017-05-01,0,1,12,11,55,37,8,9,0,0,133
AIQUILE,consultas prenatales,repetidas,2017-05-01,0,0,36,1,103,2,26,0,0,0,168
ALALAY,consultas prenatales,repetidas,2017-05-01,0,0,3,0,4,1,1,0,0,0,9
ALCALA,consultas prenatales,repetidas,2017-05-01,0,0,3,0,14,1,3,0,0,0,21
ALTO BENI,consultas prenatales,repetidas,2017-05-01,0,0,9,0,33,0,3,0,0,0,45
ANCORAIMES,consultas prenatales,repetidas,2017-05-01,0,0,9,0,15,0,4,0,0,0,28
ANDAMARCA,consultas prenatales,repetidas,2017-05-01,0,0,3,0,10,2,1,0,0,0,16
ANTEQUERA,consultas prenatales,repetidas,2017-05-01,0,0,2,0,12,1,0,1,0,0,16
ANZALDO,consultas prenatales,repetidas,2017-05-01,0,0,7,1,8,0,5,0,0,0,21
APOLO,consultas prenatales,repetidas,2017-05-01,0,0,27,3,57,5,11,3,0,0,106
ARAMPAMPA,consultas prenatales,repetidas,2017-05-01,0,0,1,3,6,7,0,13,0,0,30
ARANI,consultas prenatales,repetidas,2017-05-01,1,0,18,0,43,0,5,0,0,0,67
ARBIETO,consultas prenatales,repetidas,2017-05-01,0,0,34,0,110,1,18,0,0,0,163
ARQUE,consultas prenatales,repetidas,2017-05-01,2,0,11,0,28,0,8,0,0,0,49
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2017-05-01,8,0,90,0,155,6,37,0,0,0,296
ATOCHA,consultas prenatales,repetidas,2017-05-01,0,0,15,0,49,1,12,0,0,0,77
AUCAPATA,consultas prenatales,repetidas,2017-05-01,0,0,4,0,10,0,5,1,0,0,20
AYATA,consultas prenatales,repetidas,2017-05-01,0,0,4,0,17,0,4,0,0,0,25
AYO AYO,consultas prenatales,repetidas,2017-05-01,0,0,8,0,22,0,12,0,0,0,42
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2017-05-01,0,0,33,1,65,9,26,4,0,0,138
AZURDUY,consultas prenatales,repetidas,2017-05-01,3,0,10,6,25,7,5,3,0,0,59
BATALLAS,consultas prenatales,repetidas,2017-05-01,2,0,20,0,53,0,7,1,0,0,83
BAURES,consultas prenatales,repetidas,2017-05-01,0,0,8,0,22,3,4,0,0,0,37
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2017-05-01,0,0,2,0,1,1,0,0,0,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2017-05-01,1,0,1,0,1,0,0,0,0,0,3
BELLA FLOR,consultas prenatales,repetidas,2017-05-01,2,0,9,0,11,0,2,0,0,0,24
BERMEJO,consultas prenatales,repetidas,2017-05-01,2,0,49,1,225,0,49,1,0,0,327
BETANZOS,consultas prenatales,repetidas,2017-05-01,1,0,32,5,94,16,13,13,0,0,174
BOLIVAR,consultas prenatales,repetidas,2017-05-01,1,0,6,0,6,1,6,1,0,0,21
BOLPEBRA,consultas prenatales,repetidas,2017-05-01,0,0,3,0,2,0,0,0,0,0,5
BOYUIBE,consultas prenatales,repetidas,2017-05-01,0,0,5,0,14,1,4,1,0,0,25
BUENA VISTA,consultas prenatales,repetidas,2017-05-01,1,0,15,1,51,0,13,0,0,0,81
CABEZAS,consultas prenatales,repetidas,2017-05-01,4,0,31,3,88,24,9,4,0,0,163
CAIROMA,consultas prenatales,repetidas,2017-05-01,0,0,10,2,29,2,5,0,0,0,48
"CAIZA ""D""",consultas prenatales,repetidas,2017-05-01,0,0,16,0,24,3,5,0,0,0,48
CAJUATA,consultas prenatales,repetidas,2017-05-01,1,0,18,0,48,0,5,0,0,0,72
CALACOTO,consultas prenatales,repetidas,2017-05-01,0,0,0,1,5,7,2,0,0,0,15
CALAMARCA,consultas prenatales,repetidas,2017-05-01,0,0,15,3,54,2,8,1,0,0,83
CAMARGO,consultas prenatales,repetidas,2017-05-01,0,0,13,0,90,1,21,3,0,0,128
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2017-05-01,0,0,0,0,5,3,1,0,0,0,9
CAMIRI,consultas prenatales,repetidas,2017-05-01,4,0,64,2,218,1,35,0,0,0,324
CAPINOTA,consultas prenatales,repetidas,2017-05-01,4,0,54,0,117,1,18,0,0,0,194
CAQUIAVIRI,consultas prenatales,repetidas,2017-05-01,0,0,5,0,19,1,4,0,0,0,29
CARACOLLO,consultas prenatales,repetidas,2017-05-01,0,0,65,3,102,5,18,0,0,0,193
CARANAVI,consultas prenatales,repetidas,2017-05-01,1,0,91,3,269,4,41,0,0,0,409
CARAPARI,consultas prenatales,repetidas,2017-05-01,0,0,11,0,82,1,8,3,0,0,105
CARIPUYO,consultas prenatales,repetidas,2017-05-01,0,0,12,1,11,9,4,0,0,0,37
