,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,1,0,15,1,55,1,5,1,0,0,79
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,16,0,55,11,11,2,0,0,95
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,1,0,7,0,4,0,0,0,12
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,1,0,3,1,0,0,0,0,5
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,4,0,64,2,140,8,20,0,0,0,238
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,0,0,9,1,0,0,0,0,10
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,1,0,38,2,137,2,31,1,1,0,213
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,0,0,3,0,2,0,0,0,5
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,0,0,5,0,0,0,0,0,5
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,4,0,27,6,81,14,10,2,0,0,144
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,3,1,5,1,0,0,0,0,10
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,0,0,6,0,1,0,0,0,7
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,0,1,2,1,0,2,0,0,6
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-03-01,0,0,8,0,3,0,0,0,0,0,11
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,1,0,0,0,0,0,0,0,2
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,7,0,31,2,4,0,0,0,44
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,2,10,12,1,0,0,0,29
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,1,16,1,4,0,0,0,27
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,12,0,1,0,0,0,19
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,3,0,0,0,0,0,4
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,0,0,0,0,3
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,1,0,4,1,1,0,0,0,8
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,14,1,5,1,0,0,27
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,1,0,0,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,4,0,0,0,0,0,6
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,15,0,2,0,0,0,23
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,8,0,3,0,0,0,15
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,12,0,22,0,1,0,0,0,37
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,15,1,3,0,0,0,23
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,2,0,0,0,0,0,4
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,3,0,0,0,0,0,5
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,4,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,10,1,6,0,0,0,20
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,6,1,1,0,0,0,9
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,4,0,6,0,0,1,0,0,12
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,1,0,0,0,6
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,1,0,0,0,0,2
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,0,1,0,0,0,0,0,5
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,8,0,38,0,4,0,0,0,51
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,2,21,1,5,1,0,0,36
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,6,0,2,0,0,0,9
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,3,1,1,0,0,0,6
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,7,0,5,0,0,0,16
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,9,0,18,0,3,0,0,0,32
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,1,12,2,2,0,0,0,22
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,3,1,0,0,0,0,7
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,10,0,6,0,1,0,0,0,18
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,0,0,0,0,0,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,5,0,1,0,0,0,7
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,1,10,0,3,2,0,0,20
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,10,0,59,0,7,0,0,0,78
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,16,0,1,0,0,0,21
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,2,0,4,0,0,0,0,0,7
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,12,1,1,0,0,0,19
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,21,1,48,1,8,0,0,0,79
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,19,0,3,0,0,0,23
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,1,5,1,0,0,0,0,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,6,0,0,0,0,0,7
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,0,0,0,0,0,0,3
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,7,0,29,3,5,2,0,0,47
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,1,4,0,0,0,0,0,11
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,7,0,16,0,0,0,0,0,23
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,1,0,0,0,0,0,0,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,12,3,3,0,0,0,19
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,2,34,1,4,1,0,0,47
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,0,0,0,0,3
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,2,0,0,0,3
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,8,0,27,0,3,0,0,0,39
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,1,1,1,0,1,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,2,2,0,0,0,7
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,7,0,3,1,0,0,13
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,0,5,0,6,0,0,0,15
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,29,1,88,3,13,0,0,0,134
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,5,1,10,4,1,1,0,0,23
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,6,0,153,0,980,15,224,18,0,0,1396
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,18,2,66,3,10,0,0,0,100
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,5,0,3,0,0,0,12
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,9,0,14,0,4,0,0,0,27
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,1,0,0,0,4
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,12,0,22,6,5,3,0,0,48
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,2,0,5,0,0,0,0,0,8
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,1,13,4,2,1,0,0,24
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,8,0,18,0,7,1,0,0,36
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,1,0,0,0,0,4
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,6,3,13,7,3,1,0,0,34
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,11,0,2,0,0,0,14
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,15,0,5,0,0,0,24
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,10,0,3,0,0,0,15
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,0,0,0,0,0,0,2
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,20,1,6,0,1,0,33
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,21,0,60,0,9,0,0,0,92
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,9,0,22,1,0,0,0,0,32
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,1,0,1,0,0,0,0,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,0,0,2,0,2,0,0,0,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,2,0,4,3,2,1,0,0,13
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,3,0,0,0,0,0,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,2,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,1,0,0,0,6
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,6,0,191,37,1144,118,229,15,1,0,1741
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,5,1,0,0,0,0,9
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,6,1,4,0,0,0,14
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,3,0,16,2,41,1,12,1,0,0,76
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,1,1,0,0,0,5
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,7,0,9,0,1,0,0,0,19
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,23,0,67,0,4,0,0,0,95
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,1,0,0,0,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,2,1,0,0,0,0,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,8,0,3,0,0,0,16
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,2,0,1,0,0,0,6
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,13,0,1,0,0,0,17
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,6,0,1,0,0,0,10
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,10,1,2,0,0,0,16
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,29,0,64,0,8,0,0,0,103
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,7,1,3,0,0,0,14
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,2,3,0,1,0,0,0,10
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,1,0,0,2
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,0,1,0,0,0,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,4,0,25,0,6,0,0,0,36
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,1,0,0,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,1,0,0,0,3
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,1,0,0,0,2
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,1,0,1,0,0,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,6,2,2,1,0,0,11
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,4,3,1,1,0,0,11
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,1,3,0,5,0,1,0,0,0,11
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,1,7,1,2,0,0,0,15
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,10,2,3,1,0,0,17
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,4,0,9,0,0,0,0,0,14
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,4,0,2,0,0,0,12
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,13,0,47,3,5,0,0,0,69
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,50,0,122,1,21,0,0,0,196
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,117,1,910,0,245,0,0,0,1275
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,4,0,8,0,0,0,0,0,13
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,13,0,1,0,0,0,18
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,5,0,1,0,0,0,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,14,0,54,0,10,0,0,0,78
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,0,0,0,0,5
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,0,1,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,1,4,0,1,0,0,0,7
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,0,0,0,0,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,1,0,0,0,0,3
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,10,0,23,0,4,0,0,0,37
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,19,0,3,0,0,0,28
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,14,0,20,3,2,0,0,0,39
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,11,0,1,0,0,0,17
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,6,0,21,3,2,0,0,0,34
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,12,0,21,0,8,0,0,0,41
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,1,3,0,2,0,0,0,11
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,2,1,0,0,0,0,4
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,5,0,28,2,12,0,1,0,49
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,46,32,1,150,8,22,0,0,0,261
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,1,0,0,0,3
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,2,5,1,2,0,0,0,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,4,1,0,0,0,0,7
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,1,8,2,5,0,0,0,22
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,0,7,0,1,0,0,0,12
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,2,0,1,0,0,0,3
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,105,4,585,15,105,4,1,0,820
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,10,0,2,0,0,0,17
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,2,1,1,0,0,5
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,12,0,17,0,1,0,0,0,31
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,6,0,12,1,2,0,0,0,21
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,1,13,1,45,0,5,1,0,0,66
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,0,1,1,0,0,0,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,10,1,1,0,0,0,17
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,0,0,0,0,0,0,1
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,0,0,1,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,23,0,2,0,0,0,29
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,3,1,0,0,0,0,4
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,4,0,0,0,0,0,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,4,8,2,3,0,0,20
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,1,8,0,3,0,0,0,17
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,0,8,1,1,0,0,0,14
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,4,1,1,0,0,0,8
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,1,11,2,2,0,0,0,19
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,4,1,3,0,0,0,13
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,3,0,8,3,3,0,0,0,17
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,2,0,7,0,24,0,2,0,0,0,35
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,5,2,2,0,0,0,10
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,1,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,3,0,59,5,282,14,63,2,0,0,428
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,1,3,3,1,1,0,0,10
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,1,0,1,0,0,0,0,0,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,21,4,4,0,0,0,33
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,0,1,0,1,0,0,4
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,3,1,1,0,0,0,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,4,0,4,0,0,0,0,0,8
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,1,3,0,0,0,0,0,6
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,3,0,12,0,3,0,0,0,19
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,2,0,8,0,1,0,0,0,11
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,0,0,5,0,19,0,1,0,0,0,25
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-04-01,1,0,33,0,82,0,13,0,0,0,129
