,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
EL TORNO,chagas,tratamientos de 15 anos y mas,2022-08-01,1,1,0,0,1,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2022-08-01,1,3,0,1,1,4
ICLA,chagas,tratamientos de 15 anos y mas,2022-08-01,1,0,0,0,1,0
INCAHUASI,chagas,tratamientos de 15 anos y mas,2022-08-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2022-08-01,1,4,1,1,2,5
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2022-08-01,3,3,0,2,3,5
LURIBAY,chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,0,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2022-08-01,579,2,8,0,587,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2022-08-01,1,3,0,1,1,4
MONTERO,chagas,tratamientos de 15 anos y mas,2022-08-01,0,0,0,1,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,2,0,3
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2022-08-01,0,2,1,0,1,2
PUNA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,5,0,0,0,5
PUNATA,chagas,tratamientos de 15 anos y mas,2022-08-01,1,4,2,0,3,4
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2022-08-01,1,0,0,1,1,1
RIBERALTA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2022-08-01,1,3,2,4,3,7
SAN BENITO,chagas,tratamientos de 15 anos y mas,2022-08-01,2,1,0,0,2,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2022-08-01,0,3,0,0,0,3
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2022-08-01,13,20,0,1,13,21
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2022-08-01,0,2,1,0,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2022-08-01,40,38,11,13,51,51
TAPACARI,chagas,tratamientos de 15 anos y mas,2022-08-01,0,0,0,1,0,1
TARATA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2022-08-01,10,18,2,11,12,29
TOLATA,chagas,tratamientos de 15 anos y mas,2022-08-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2022-08-01,5,5,6,10,11,15
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2022-08-01,1,2,0,0,1,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2022-08-01,2,2,1,0,3,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2022-08-01,0,3,2,1,2,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2022-08-01,1,0,0,0,1,0
VINTO,chagas,tratamientos de 15 anos y mas,2022-08-01,0,2,0,0,0,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2022-08-01,0,2,0,0,0,2
YAPACANI,chagas,tratamientos de 15 anos y mas,2022-08-01,2,0,0,0,2,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2022-09-01,2,0,0,0,2,0
ARBIETO,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,0,0,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,1,2,2,3
BETANZOS,chagas,tratamientos de 15 anos y mas,2022-09-01,3,3,0,0,3,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2022-09-01,2,1,1,0,3,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,0,0,1,0
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,1,2,1,2
CKOCHAS,chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2022-09-01,6,10,8,9,14,19
COTAGAITA,chagas,tratamientos de 15 anos y mas,2022-09-01,3,1,0,0,3,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2022-09-01,2,1,0,1,2,2
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2022-09-01,0,3,0,0,0,3
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2022-09-01,2,1,1,0,3,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2022-09-01,2,4,2,6,4,10
LA PAZ,chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,1,0,2,0
PADILLA,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,0,2,1,3
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2022-09-01,1,3,0,0,1,3
PUNA,chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,1,0,1,0
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,1,0,2,0
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2022-09-01,2,3,0,0,2,3
SACABA,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,0,1,0,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,1,0,1,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2022-09-01,13,27,7,8,20,35
SICAYA,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,0,0,1,0
SOPACHUY,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,0,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2022-09-01,35,45,2,3,37,48
TACACOMA,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,1,0,1,0
TAPACARI,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,0,0,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,1,1,2,1
TARIJA,chagas,tratamientos de 15 anos y mas,2022-09-01,11,16,7,8,18,24
TOCO,chagas,tratamientos de 15 anos y mas,2022-09-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2022-09-01,7,13,12,10,19,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,2,1,3,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2022-09-01,3,3,1,2,4,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2022-09-01,0,0,0,1,0,1
VINTO,chagas,tratamientos de 15 anos y mas,2022-09-01,1,2,0,0,1,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2022-09-01,1,1,0,0,1,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2022-09-01,2,0,0,0,2,0
YANACACHI,chagas,tratamientos de 15 anos y mas,2022-09-01,0,3,0,0,0,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2022-09-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,0,1,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,3,2,0,2,3
BETANZOS,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2022-10-01,3,2,0,0,3,2
CHIMORE,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2022-10-01,11,10,3,10,14,20
COTAGAITA,chagas,tratamientos de 15 anos y mas,2022-10-01,0,3,0,0,0,3
EL TORNO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2022-10-01,3,1,1,1,4,2
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2022-10-01,0,12,0,0,0,12
ICLA,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,1,0,1,0
INCAHUASI,chagas,tratamientos de 15 anos y mas,2022-10-01,2,3,0,0,2,3
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2022-10-01,2,0,1,1,3,1
LURIBAY,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,0,1,0,1
MAGDALENA,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2022-10-01,4,1,0,0,4,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,1,4,1,5
POROMA,chagas,tratamientos de 15 anos y mas,2022-10-01,2,1,0,0,2,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2022-10-01,0,3,0,0,0,3
PUNATA,chagas,tratamientos de 15 anos y mas,2022-10-01,2,1,1,1,3,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2022-10-01,1,2,1,1,2,3
SAN BENITO,chagas,tratamientos de 15 anos y mas,2022-10-01,1,2,2,1,3,3
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2022-10-01,1,2,0,3,1,5
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2022-10-01,4,7,3,9,7,16
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2022-10-01,1,2,1,1,2,3
SUCRE,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,2,4,2,4
TACOBAMBA,chagas,tratamientos de 15 anos y mas,2022-10-01,1,1,0,0,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2022-10-01,1,1,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2022-10-01,8,9,10,14,18,23
TOLATA,chagas,tratamientos de 15 anos y mas,2022-10-01,1,0,0,1,1,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,4,0,5
TUPIZA,chagas,tratamientos de 15 anos y mas,2022-10-01,3,7,5,5,8,12
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2022-10-01,3,4,2,1,5,5
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2022-10-01,1,4,1,2,2,6
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,1,0,1,0
VINTO,chagas,tratamientos de 15 anos y mas,2022-10-01,0,2,1,1,1,3
WARNES,chagas,tratamientos de 15 anos y mas,2022-10-01,3,0,0,1,3,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2022-10-01,0,0,1,0,1,0
YANACACHI,chagas,tratamientos de 15 anos y mas,2022-10-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2022-11-01,1,3,1,1,2,4
ALCALA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,1,0,0,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,0,0,1,0
ARBIETO,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,1,0,1,2
BERMEJO,chagas,tratamientos de 15 anos y mas,2022-11-01,1,5,1,0,2,5
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,0,0,0,2
CAPINOTA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,2,0,2,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,0,1,0
CKOCHAS,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,0,0,0,1
COBIJA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2022-11-01,13,6,9,18,22,24
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2022-11-01,2,5,0,0,2,5
GENERAL SAAVEDRA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,0,1,0
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2022-11-01,2,1,0,3,2,4
ICLA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,1,1,2,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,1,2,1,3
MAIRANA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,1,0,1,2
OMEREQUE,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,1,4,1,6
PUNA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,2,0,0,1,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,0,1,0,3
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,3,1,3
SACABA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,2,0,0,1,2
SAN BENITO,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,0,0,0,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,0,1,0,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2022-11-01,2,3,7,13,9,16
SICAYA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2022-11-01,2,1,0,1,2,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,1,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2022-11-01,0,3,8,12,8,15
TARATA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,1,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,1,7,12,7,13
TOCO,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,1,0,2,0
TOMINA,chagas,tratamientos de 15 anos y mas,2022-11-01,0,2,0,0,0,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2022-11-01,8,11,7,12,15,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2022-11-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2022-11-01,1,2,1,0,2,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2022-11-01,1,2,1,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2022-11-01,1,1,0,0,1,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2022-11-01,1,0,1,1,2,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2022-11-01,2,4,2,0,4,4
YAPACANI,chagas,tratamientos de 15 anos y mas,2022-11-01,1,3,1,0,2,3
ACACIO,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,0,0,1,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2022-12-01,0,3,0,1,0,4
ARBIETO,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,0,1,0,1
AZURDUY,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,0,0,1,0
BERMEJO,chagas,tratamientos de 15 anos y mas,2022-12-01,2,1,0,0,2,1
CAIROMA,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,0,0,1,0
CARAPARI,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,1,0,1,0
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,0,1,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2022-12-01,2,3,0,0,2,3
CLIZA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2022-12-01,4,5,13,17,17,22
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,0,0,1,0
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2022-12-01,1,1,1,0,2,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,0,1,0,1
INCAHUASI,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,1,3,2,3
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,0,0,1,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,2,1,0,1,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2022-12-01,0,2,4,1,4,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2022-12-01,0,3,1,1,1,4
PASORAPA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2022-12-01,3,1,0,3,3,4
PUNA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,0,0,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2022-12-01,2,1,1,0,3,1
RIBERALTA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,2,0,1,0,3
SAN BENITO,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,1,2,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2022-12-01,3,4,2,2,5,6
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2022-12-01,1,0,1,1,2,1
SUCRE,chagas,tratamientos de 15 anos y mas,2022-12-01,0,1,0,3,0,4
TAPACARI,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,11,6,11,6
TOLATA,chagas,tratamientos de 15 anos y mas,2022-12-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2022-12-01,3,8,3,6,6,14
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2022-12-01,0,3,1,1,1,4
VINTO,chagas,tratamientos de 15 anos y mas,2022-12-01,1,1,0,2,1,3
VITICHI,chagas,tratamientos de 15 anos y mas,2022-12-01,4,3,1,0,5,3
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2022-12-01,1,2,0,0,1,2
