,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2017-02-01,43,33,4,3,47,36,83
URUBICHA,consulta externa,menores de 6 meses,2017-02-01,25,23,1,0,26,23,49
UYUNI,consulta externa,menores de 6 meses,2017-02-01,75,62,7,5,82,67,149
VACAS,consulta externa,menores de 6 meses,2017-02-01,17,16,2,0,19,16,35
VALLEGRANDE,consulta externa,menores de 6 meses,2017-02-01,40,58,3,4,43,62,105
VIACHA,consulta externa,menores de 6 meses,2017-02-01,162,133,93,76,255,209,464
VILA VILA,consulta externa,menores de 6 meses,2017-02-01,15,27,0,0,15,27,42
VILLA CHARCAS,consulta externa,menores de 6 meses,2017-02-01,38,25,1,0,39,25,64
VILLA MONTES,consulta externa,menores de 6 meses,2017-02-01,172,149,3,1,175,150,325
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2017-02-01,6,7,0,0,6,7,13
VILLA RIVERO,consulta externa,menores de 6 meses,2017-02-01,22,13,5,7,27,20,47
VILLA SERRANO,consulta externa,menores de 6 meses,2017-02-01,24,25,1,9,25,34,59
VILLA TUNARI,consulta externa,menores de 6 meses,2017-02-01,423,350,18,8,441,358,799
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2017-02-01,18,22,1,2,19,24,43
VILLAZON,consulta externa,menores de 6 meses,2017-02-01,109,90,13,5,122,95,217
VINTO,consulta externa,menores de 6 meses,2017-02-01,87,90,32,41,119,131,250
VITICHI,consulta externa,menores de 6 meses,2017-02-01,19,10,1,0,20,10,30
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2017-02-01,5,3,0,0,5,3,8
WARNES,consulta externa,menores de 6 meses,2017-02-01,300,289,33,39,333,328,661
YACO,consulta externa,menores de 6 meses,2017-02-01,29,17,0,1,29,18,47
YACUIBA,consulta externa,menores de 6 meses,2017-02-01,287,319,26,24,313,343,656
YAMPARAEZ,consulta externa,menores de 6 meses,2017-02-01,7,6,0,0,7,6,13
YANACACHI,consulta externa,menores de 6 meses,2017-02-01,22,7,0,1,22,8,30
YAPACANI,consulta externa,menores de 6 meses,2017-02-01,193,179,15,9,208,188,396
YOCALLA,consulta externa,menores de 6 meses,2017-02-01,16,17,2,1,18,18,36
YOTALA,consulta externa,menores de 6 meses,2017-02-01,18,11,1,0,19,11,30
YUNCHARA,consulta externa,menores de 6 meses,2017-02-01,25,19,0,0,25,19,44
YUNGUYO DE LITORAL,consulta externa,menores de 6 meses,2017-02-01,2,0,0,0,2,0,2
ZUDAÑEZ,consulta externa,menores de 6 meses,2017-02-01,8,23,2,0,10,23,33
ACACIO,consulta externa,menores de 6 meses,2017-03-01,9,4,1,0,10,4,14
ACHACACHI,consulta externa,menores de 6 meses,2017-03-01,81,78,22,28,103,106,209
ACHOCALLA,consulta externa,menores de 6 meses,2017-03-01,38,41,2,2,40,43,83
AIQUILE,consulta externa,menores de 6 meses,2017-03-01,69,61,35,28,104,89,193
ALALAY,consulta externa,menores de 6 meses,2017-03-01,4,2,2,0,6,2,8
ALCALA,consulta externa,menores de 6 meses,2017-03-01,6,5,0,0,6,5,11
ALTO BENI,consulta externa,menores de 6 meses,2017-03-01,75,63,3,2,78,65,143
ANCORAIMES,consulta externa,menores de 6 meses,2017-03-01,12,11,0,0,12,11,23
ANDAMARCA,consulta externa,menores de 6 meses,2017-03-01,8,5,0,1,8,6,14
ANTEQUERA,consulta externa,menores de 6 meses,2017-03-01,7,5,2,0,9,5,14
ANZALDO,consulta externa,menores de 6 meses,2017-03-01,11,20,1,1,12,21,33
APOLO,consulta externa,menores de 6 meses,2017-03-01,39,49,23,26,62,75,137
ARAMPAMPA,consulta externa,menores de 6 meses,2017-03-01,11,6,0,0,11,6,17
ARANI,consulta externa,menores de 6 meses,2017-03-01,23,17,7,3,30,20,50
ARBIETO,consulta externa,menores de 6 meses,2017-03-01,61,60,7,5,68,65,133
ARQUE,consulta externa,menores de 6 meses,2017-03-01,20,19,0,0,20,19,39
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2017-03-01,95,95,1,1,96,96,192
ATOCHA,consulta externa,menores de 6 meses,2017-03-01,44,44,8,3,52,47,99
AUCAPATA,consulta externa,menores de 6 meses,2017-03-01,4,2,0,0,4,2,6
AYATA,consulta externa,menores de 6 meses,2017-03-01,15,10,2,1,17,11,28
AYO AYO,consulta externa,menores de 6 meses,2017-03-01,3,4,0,0,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2017-03-01,67,58,1,2,68,60,128
AZURDUY,consulta externa,menores de 6 meses,2017-03-01,38,42,0,0,38,42,80
BATALLAS,consulta externa,menores de 6 meses,2017-03-01,19,20,5,2,24,22,46
BAURES,consulta externa,menores de 6 meses,2017-03-01,11,10,2,0,13,10,23
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2017-03-01,3,0,0,0,3,0,3
BELEN DE URMIRI,consulta externa,menores de 6 meses,2017-03-01,0,3,0,0,0,3,3
BELLA FLOR,consulta externa,menores de 6 meses,2017-03-01,6,5,1,0,7,5,12
BERMEJO,consulta externa,menores de 6 meses,2017-03-01,256,256,18,19,274,275,549
BETANZOS,consulta externa,menores de 6 meses,2017-03-01,61,54,0,3,61,57,118
BOLIVAR,consulta externa,menores de 6 meses,2017-03-01,3,9,0,0,3,9,12
BOLPEBRA,consulta externa,menores de 6 meses,2017-03-01,3,3,0,1,3,4,7
BOYUIBE,consulta externa,menores de 6 meses,2017-03-01,16,14,0,0,16,14,30
BUENA VISTA,consulta externa,menores de 6 meses,2017-03-01,79,44,5,3,84,47,131
CABEZAS,consulta externa,menores de 6 meses,2017-03-01,233,203,4,4,237,207,444
CAIROMA,consulta externa,menores de 6 meses,2017-03-01,26,16,4,11,30,27,57
"CAIZA ""D""",consulta externa,menores de 6 meses,2017-03-01,26,14,2,3,28,17,45
CAJUATA,consulta externa,menores de 6 meses,2017-03-01,40,19,1,0,41,19,60
CALACOTO,consulta externa,menores de 6 meses,2017-03-01,4,5,0,0,4,5,9
CALAMARCA,consulta externa,menores de 6 meses,2017-03-01,14,12,0,0,14,12,26
CAMARGO,consulta externa,menores de 6 meses,2017-03-01,59,42,5,2,64,44,108
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2017-03-01,3,3,0,0,3,3,6
CAMIRI,consulta externa,menores de 6 meses,2017-03-01,273,234,32,24,305,258,563
CAPINOTA,consulta externa,menores de 6 meses,2017-03-01,95,67,23,16,118,83,201
CAQUIAVIRI,consulta externa,menores de 6 meses,2017-03-01,6,6,0,0,6,6,12
CARACOLLO,consulta externa,menores de 6 meses,2017-03-01,63,48,8,4,71,52,123
CARANAVI,consulta externa,menores de 6 meses,2017-03-01,235,212,21,14,256,226,482
CARANGAS,consulta externa,menores de 6 meses,2017-03-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,menores de 6 meses,2017-03-01,60,47,1,4,61,51,112
CARIPUYO,consulta externa,menores de 6 meses,2017-03-01,9,2,0,0,9,2,11
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2017-03-01,26,20,2,1,28,21,49
CATACORA,consulta externa,menores de 6 meses,2017-03-01,5,2,5,0,10,2,12
CHACARILLA,consulta externa,menores de 6 meses,2017-03-01,4,2,1,0,5,2,7
CHALLAPATA,consulta externa,menores de 6 meses,2017-03-01,155,137,2,4,157,141,298
CHAQUI,consulta externa,menores de 6 meses,2017-03-01,22,13,0,0,22,13,35
CHARAGUA,consulta externa,menores de 6 meses,2017-03-01,104,116,5,11,109,127,236
CHARAÑA,consulta externa,menores de 6 meses,2017-03-01,2,2,0,0,2,2,4
CHAYANTA,consulta externa,menores de 6 meses,2017-03-01,42,30,0,1,42,31,73
CHIMORE,consulta externa,menores de 6 meses,2017-03-01,189,183,2,3,191,186,377
CHIPAYA,consulta externa,menores de 6 meses,2017-03-01,1,0,0,0,1,0,1
CHOQUE COTA,consulta externa,menores de 6 meses,2017-03-01,1,0,0,0,1,0,1
CHUA COCANI,consulta externa,menores de 6 meses,2017-03-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2017-03-01,78,79,0,0,78,79,157
CHUMA,consulta externa,menores de 6 meses,2017-03-01,7,11,0,0,7,11,18
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2017-03-01,19,15,0,0,19,15,34
CKOCHAS,consulta externa,menores de 6 meses,2017-03-01,19,21,0,1,19,22,41
CLIZA,consulta externa,menores de 6 meses,2017-03-01,54,36,22,16,76,52,128
COBIJA,consulta externa,menores de 6 meses,2017-03-01,262,276,31,26,293,302,595
COCAPATA,consulta externa,menores de 6 meses,2017-03-01,71,69,3,2,74,71,145
COCHABAMBA,consulta externa,menores de 6 meses,2017-03-01,3345,3132,1464,1421,4809,4553,9362
COIPASA,consulta externa,menores de 6 meses,2017-03-01,2,0,0,0,2,0,2
COLCAPIRHUA,consulta externa,menores de 6 meses,2017-03-01,193,153,109,114,302,267,569
"COLCHA ""K""",consulta externa,menores de 6 meses,2017-03-01,43,48,11,8,54,56,110
COLLANA,consulta externa,menores de 6 meses,2017-03-01,5,7,0,0,5,7,12
COLOMI,consulta externa,menores de 6 meses,2017-03-01,48,53,3,3,51,56,107
COLPA BELGICA,consulta externa,menores de 6 meses,2017-03-01,34,48,16,18,50,66,116
COLQUECHACA,consulta externa,menores de 6 meses,2017-03-01,74,45,1,0,75,45,120
COLQUENCHA,consulta externa,menores de 6 meses,2017-03-01,22,13,3,10,25,23,48
COLQUIRI,consulta externa,menores de 6 meses,2017-03-01,29,28,1,0,30,28,58
COMANCHE,consulta externa,menores de 6 meses,2017-03-01,4,1,0,0,4,1,5
COMARAPA,consulta externa,menores de 6 meses,2017-03-01,72,69,28,21,100,90,190
COMBAYA,consulta externa,menores de 6 meses,2017-03-01,2,1,0,0,2,1,3
CONCEPCION,consulta externa,menores de 6 meses,2017-03-01,110,85,15,7,125,92,217
COPACABANA,consulta externa,menores de 6 meses,2017-03-01,10,14,2,0,12,14,26
CORIPATA,consulta externa,menores de 6 meses,2017-03-01,63,67,12,10,75,77,152
CORO CORO,consulta externa,menores de 6 meses,2017-03-01,20,13,0,0,20,13,33
COROICO,consulta externa,menores de 6 meses,2017-03-01,50,36,13,9,63,45,108
CORQUE,consulta externa,menores de 6 meses,2017-03-01,6,11,1,1,7,12,19
COTAGAITA,consulta externa,menores de 6 meses,2017-03-01,127,44,5,5,132,49,181
COTOCA,consulta externa,menores de 6 meses,2017-03-01,314,280,15,24,329,304,633
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2017-03-01,91,87,8,7,99,94,193
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2017-03-01,4,3,1,0,5,3,8
CUEVO,consulta externa,menores de 6 meses,2017-03-01,16,15,6,6,22,21,43
CULPINA,consulta externa,menores de 6 meses,2017-03-01,26,29,0,0,26,29,55
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2017-03-01,3,9,0,0,3,9,12
CURVA,consulta externa,menores de 6 meses,2017-03-01,8,2,0,0,8,2,10
DESAGUADERO,consulta externa,menores de 6 meses,2017-03-01,8,7,0,1,8,8,16
EL ALTO,consulta externa,menores de 6 meses,2017-03-01,4267,3776,1401,1325,5668,5101,10769
EL CHORO,consulta externa,menores de 6 meses,2017-03-01,4,7,0,0,4,7,11
EL PUENTE(STC),consulta externa,menores de 6 meses,2017-03-01,65,35,4,2,69,37,106
EL PUENTE(TJA),consulta externa,menores de 6 meses,2017-03-01,31,15,1,0,32,15,47
EL TORNO,consulta externa,menores de 6 meses,2017-03-01,240,236,43,64,283,300,583
EL VILLAR,consulta externa,menores de 6 meses,2017-03-01,6,4,1,0,7,4,11
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2017-03-01,78,45,2,2,80,47,127
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2017-03-01,207,175,19,22,226,197,423
ESCARA,consulta externa,menores de 6 meses,2017-03-01,2,1,0,0,2,1,3
ESCOMA,consulta externa,menores de 6 meses,2017-03-01,16,16,0,0,16,16,32
ESMERALDA,consulta externa,menores de 6 meses,2017-03-01,2,1,0,0,2,1,3
EUCALIPTUS,consulta externa,menores de 6 meses,2017-03-01,18,7,1,1,19,8,27
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2017-03-01,8,1,0,0,8,1,9
EXALTACION,consulta externa,menores de 6 meses,2017-03-01,6,6,0,2,6,8,14
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2017-03-01,83,66,22,19,105,85,190
FILADELFIA,consulta externa,menores de 6 meses,2017-03-01,21,18,0,0,21,18,39
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2017-03-01,70,51,16,12,86,63,149
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2017-03-01,14,21,3,0,17,21,38
GUANAY,consulta externa,menores de 6 meses,2017-03-01,70,92,11,13,81,105,186
GUAQUI,consulta externa,menores de 6 meses,2017-03-01,12,3,1,0,13,3,16
GUAYARAMERIN,consulta externa,menores de 6 meses,2017-03-01,220,190,3,4,223,194,417
GUTIERREZ,consulta externa,menores de 6 meses,2017-03-01,93,65,7,3,100,68,168
HUACARETA,consulta externa,menores de 6 meses,2017-03-01,41,38,0,5,41,43,84
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2017-03-01,8,7,1,0,9,7,16
HUACHACALLA,consulta externa,menores de 6 meses,2017-03-01,4,0,2,0,6,0,6
HUANUNI,consulta externa,menores de 6 meses,2017-03-01,93,84,18,15,111,99,210
HUARACAJE,consulta externa,menores de 6 meses,2017-03-01,18,12,0,0,18,12,30
HUARINA,consulta externa,menores de 6 meses,2017-03-01,4,8,10,8,14,16,30
HUATAJATA,consulta externa,menores de 6 meses,2017-03-01,2,0,7,3,9,3,12
HUAYLLAMARCA,consulta externa,menores de 6 meses,2017-03-01,10,9,3,3,13,12,25
HUMANATA,consulta externa,menores de 6 meses,2017-03-01,2,4,4,0,6,4,10
ICHOCA,consulta externa,menores de 6 meses,2017-03-01,6,12,0,0,6,12,18
ICLA,consulta externa,menores de 6 meses,2017-03-01,22,31,0,0,22,31,53
INCAHUASI,consulta externa,menores de 6 meses,2017-03-01,47,29,0,0,47,29,76
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2017-03-01,8,5,0,0,8,5,13
INQUISIVI,consulta externa,menores de 6 meses,2017-03-01,19,16,0,4,19,20,39
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2017-03-01,73,69,6,6,79,75,154
IXIAMAS,consulta externa,menores de 6 meses,2017-03-01,31,36,1,0,32,36,68
JESUS DE MACHACA,consulta externa,menores de 6 meses,2017-03-01,24,24,13,13,37,37,74
LA ASUNTA,consulta externa,menores de 6 meses,2017-03-01,172,157,30,33,202,190,392
LA GUARDIA,consulta externa,menores de 6 meses,2017-03-01,683,691,92,71,775,762,1537
LA PAZ,consulta externa,menores de 6 meses,2017-03-01,4400,4325,1403,1511,5803,5836,11639
LA RIVERA,consulta externa,menores de 6 meses,2017-03-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,menores de 6 meses,2017-03-01,33,35,1,4,34,39,73
LAJA,consulta externa,menores de 6 meses,2017-03-01,37,34,2,1,39,35,74
LAS CARRERAS,consulta externa,menores de 6 meses,2017-03-01,10,8,0,1,10,9,19
LICOMA PAMPA,consulta externa,menores de 6 meses,2017-03-01,16,3,2,1,18,4,22
LLALLAGUA,consulta externa,menores de 6 meses,2017-03-01,219,164,5,5,224,169,393
LLICA,consulta externa,menores de 6 meses,2017-03-01,5,1,0,0,5,1,6
LORETO,consulta externa,menores de 6 meses,2017-03-01,20,11,0,0,20,11,31
LURIBAY,consulta externa,menores de 6 meses,2017-03-01,23,12,3,1,26,13,39
MACHACAMARCA,consulta externa,menores de 6 meses,2017-03-01,7,7,0,0,7,7,14
MACHARETI,consulta externa,menores de 6 meses,2017-03-01,23,32,0,3,23,35,58
MAGDALENA,consulta externa,menores de 6 meses,2017-03-01,50,35,2,2,52,37,89
MAIRANA,consulta externa,menores de 6 meses,2017-03-01,50,50,13,2,63,52,115
MALLA,consulta externa,menores de 6 meses,2017-03-01,6,0,0,0,6,0,6
MAPIRI,consulta externa,menores de 6 meses,2017-03-01,39,44,5,9,44,53,97
MECAPACA,consulta externa,menores de 6 meses,2017-03-01,15,23,3,1,18,24,42
MINEROS,consulta externa,menores de 6 meses,2017-03-01,99,86,16,19,115,105,220
MIZQUE,consulta externa,menores de 6 meses,2017-03-01,101,78,4,3,105,81,186
MOCOMOCO,consulta externa,menores de 6 meses,2017-03-01,11,13,0,1,11,14,25
MOJINETE,consulta externa,menores de 6 meses,2017-03-01,0,4,1,2,1,6,7
MOJOCOYA,consulta externa,menores de 6 meses,2017-03-01,12,12,2,9,14,21,35
MONTEAGUDO,consulta externa,menores de 6 meses,2017-03-01,136,131,5,9,141,140,281
MONTERO,consulta externa,menores de 6 meses,2017-03-01,1100,915,274,243,1374,1158,2532
MORO MORO,consulta externa,menores de 6 meses,2017-03-01,8,13,0,1,8,14,22
MOROCHATA,consulta externa,menores de 6 meses,2017-03-01,22,18,5,1,27,19,46
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2017-03-01,25,9,0,0,25,9,34
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2017-03-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2017-03-01,5,9,0,0,5,9,14
OCURI,consulta externa,menores de 6 meses,2017-03-01,35,27,0,1,35,28,63
OKINAWA,consulta externa,menores de 6 meses,2017-03-01,51,29,3,0,54,29,83
OMEREQUE,consulta externa,menores de 6 meses,2017-03-01,18,32,0,0,18,32,50
ORURO,consulta externa,menores de 6 meses,2017-03-01,1552,1547,435,448,1987,1995,3982
PADCAYA,consulta externa,menores de 6 meses,2017-03-01,42,48,2,3,44,51,95
PADILLA,consulta externa,menores de 6 meses,2017-03-01,42,41,3,2,45,43,88
PAILON,consulta externa,menores de 6 meses,2017-03-01,117,111,11,6,128,117,245
PALCA,consulta externa,menores de 6 meses,2017-03-01,36,40,3,0,39,40,79
PALOS BLANCOS,consulta externa,menores de 6 meses,2017-03-01,97,147,15,15,112,162,274
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2017-03-01,3,5,0,1,3,6,9
PAMPA GRANDE,consulta externa,menores de 6 meses,2017-03-01,23,20,1,1,24,21,45
PAPEL PAMPA,consulta externa,menores de 6 meses,2017-03-01,7,15,0,2,7,17,24
PASORAPA,consulta externa,menores de 6 meses,2017-03-01,2,11,0,0,2,11,13
PATACAMAYA,consulta externa,menores de 6 meses,2017-03-01,81,72,8,6,89,78,167
PAZÑA,consulta externa,menores de 6 meses,2017-03-01,23,13,0,5,23,18,41
PELECHUCO,consulta externa,menores de 6 meses,2017-03-01,19,21,0,1,19,22,41
POCOATA,consulta externa,menores de 6 meses,2017-03-01,37,21,1,0,38,21,59
POCONA,consulta externa,menores de 6 meses,2017-03-01,37,23,4,0,41,23,64
POJO (CBBA),consulta externa,menores de 6 meses,2017-03-01,42,34,6,6,48,40,88
POOPO,consulta externa,menores de 6 meses,2017-03-01,16,12,0,1,16,13,29
PORCO,consulta externa,menores de 6 meses,2017-03-01,26,25,1,0,27,25,52
POROMA,consulta externa,menores de 6 meses,2017-03-01,35,35,0,1,35,36,71
PORONGO,consulta externa,menores de 6 meses,2017-03-01,59,51,3,5,62,56,118
PORTACHUELO,consulta externa,menores de 6 meses,2017-03-01,126,117,0,0,126,117,243
PORVENIR,consulta externa,menores de 6 meses,2017-03-01,24,20,0,0,24,20,44
POSTRER VALLE,consulta externa,menores de 6 meses,2017-03-01,2,3,0,0,2,3,5
POTOSI,consulta externa,menores de 6 meses,2017-03-01,1120,970,78,65,1198,1035,2233
PRESTO,consulta externa,menores de 6 meses,2017-03-01,9,11,0,0,9,11,20
PUCARA,consulta externa,menores de 6 meses,2017-03-01,0,4,0,2,0,6,6
PUCARANI,consulta externa,menores de 6 meses,2017-03-01,35,23,0,4,35,27,62
PUERTO ACOSTA,consulta externa,menores de 6 meses,2017-03-01,10,13,0,0,10,13,23
PUERTO CARABUCO,consulta externa,menores de 6 meses,2017-03-01,18,21,5,1,23,22,45
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2017-03-01,42,38,3,1,45,39,84
PUERTO PEREZ,consulta externa,menores de 6 meses,2017-03-01,3,3,0,0,3,3,6
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2017-03-01,43,50,1,1,44,51,95
PUERTO RICO,consulta externa,menores de 6 meses,2017-03-01,22,32,0,2,22,34,56
PUERTO SILES,consulta externa,menores de 6 meses,2017-03-01,5,4,0,0,5,4,9
PUERTO SUAREZ,consulta externa,menores de 6 meses,2017-03-01,46,49,8,7,54,56,110
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2017-03-01,386,316,23,14,409,330,739
PUNA,consulta externa,menores de 6 meses,2017-03-01,26,30,1,0,27,30,57
PUNATA,consulta externa,menores de 6 meses,2017-03-01,147,126,33,15,180,141,321
QUIABAYA,consulta externa,menores de 6 meses,2017-03-01,11,4,2,4,13,8,21
QUILLACOLLO,consulta externa,menores de 6 meses,2017-03-01,613,650,330,361,943,1011,1954
QUIME,consulta externa,menores de 6 meses,2017-03-01,16,15,0,0,16,15,31
QUIRUSILLAS,consulta externa,menores de 6 meses,2017-03-01,1,3,0,0,1,3,4
RAVELO,consulta externa,menores de 6 meses,2017-03-01,26,27,0,1,26,28,54
REYES,consulta externa,menores de 6 meses,2017-03-01,66,58,1,1,67,59,126
RIBERALTA,consulta externa,menores de 6 meses,2017-03-01,556,549,93,80,649,629,1278
ROBORE,consulta externa,menores de 6 meses,2017-03-01,57,46,7,2,64,48,112
RURRENABAQUE,consulta externa,menores de 6 meses,2017-03-01,65,62,9,2,74,64,138
SABAYA,consulta externa,menores de 6 meses,2017-03-01,9,3,0,1,9,4,13
SACABA,consulta externa,menores de 6 meses,2017-03-01,664,601,221,161,885,762,1647
SACABAMBA,consulta externa,menores de 6 meses,2017-03-01,10,12,1,0,11,12,23
SACACA,consulta externa,menores de 6 meses,2017-03-01,52,31,0,1,52,32,84
SAIPINA,consulta externa,menores de 6 meses,2017-03-01,24,13,6,5,30,18,48
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2017-03-01,13,11,1,0,14,11,25
SAMAIPATA,consulta externa,menores de 6 meses,2017-03-01,37,43,3,3,40,46,86
SAN AGUSTIN,consulta externa,menores de 6 meses,2017-03-01,6,5,0,0,6,5,11
SAN ANDRES,consulta externa,menores de 6 meses,2017-03-01,63,42,7,1,70,43,113
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2017-03-01,3,4,1,2,4,6,10
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2017-03-01,6,0,0,0,6,0,6
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2017-03-01,25,11,1,0,26,11,37
SAN BENITO,consulta externa,menores de 6 meses,2017-03-01,14,36,3,3,17,39,56
SAN BORJA,consulta externa,menores de 6 meses,2017-03-01,220,213,6,3,226,216,442
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2017-03-01,67,56,12,0,79,56,135
SAN CARLOS,consulta externa,menores de 6 meses,2017-03-01,77,63,15,5,92,68,160
SAN IGNACIO,consulta externa,menores de 6 meses,2017-03-01,107,105,5,4,112,109,221
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2017-03-01,195,153,10,15,205,168,373
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2017-03-01,20,12,1,0,21,12,33
SAN JAVIER(STC),consulta externa,menores de 6 meses,2017-03-01,12,32,0,0,12,32,44
SAN JOAQUIN,consulta externa,menores de 6 meses,2017-03-01,14,24,6,1,20,25,45
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2017-03-01,104,63,5,7,109,70,179
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2017-03-01,49,52,0,0,49,52,101
SAN JULIAN,consulta externa,menores de 6 meses,2017-03-01,267,170,38,35,305,205,510
SAN LORENZO(PND),consulta externa,menores de 6 meses,2017-03-01,35,23,1,0,36,23,59
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2017-03-01,85,69,17,10,102,79,181
SAN LUCAS,consulta externa,menores de 6 meses,2017-03-01,63,55,0,0,63,55,118
SAN MATIAS,consulta externa,menores de 6 meses,2017-03-01,55,43,6,4,61,47,108
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2017-03-01,44,36,11,8,55,44,99
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2017-03-01,11,7,0,1,11,8,19
SAN PEDRO,consulta externa,menores de 6 meses,2017-03-01,102,111,7,7,109,118,227
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2017-03-01,57,55,1,1,58,56,114
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2017-03-01,19,10,0,1,19,11,30
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2017-03-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2017-03-01,7,5,7,9,14,14,28
SAN PEDRO(PND),consulta externa,menores de 6 meses,2017-03-01,1,4,0,0,1,4,5
SAN RAFAEL,consulta externa,menores de 6 meses,2017-03-01,28,23,6,7,34,30,64
SAN RAMON BENI,consulta externa,menores de 6 meses,2017-03-01,39,22,0,0,39,22,61
SAN RAMON SCZ,consulta externa,menores de 6 meses,2017-03-01,40,40,2,2,42,42,84
SANTA ANA,consulta externa,menores de 6 meses,2017-03-01,80,99,24,32,104,131,235
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2017-03-01,7572,6617,1288,1127,8860,7744,16604
SANTA ROSA,consulta externa,menores de 6 meses,2017-03-01,45,23,2,1,47,24,71
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2017-03-01,96,75,9,5,105,80,185
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2017-03-01,7,7,2,1,9,8,17
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2017-03-01,15,23,0,0,15,23,38
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2017-03-01,4,3,0,0,4,3,7
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2017-03-01,11,4,2,1,13,5,18
SANTIVAÑES,consulta externa,menores de 6 meses,2017-03-01,23,26,3,2,26,28,54
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2017-03-01,2,4,0,0,2,4,6
SAPAHAQUI,consulta externa,menores de 6 meses,2017-03-01,20,22,0,1,20,23,43
SENA,consulta externa,menores de 6 meses,2017-03-01,35,17,1,0,36,17,53
SHINAOTA,consulta externa,menores de 6 meses,2017-03-01,153,96,18,13,171,109,280
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2017-03-01,38,38,3,3,41,41,82
SICAYA,consulta externa,menores de 6 meses,2017-03-01,21,12,1,0,22,12,34
SIPE SIPE,consulta externa,menores de 6 meses,2017-03-01,164,128,32,44,196,172,368
SOPACHUY,consulta externa,menores de 6 meses,2017-03-01,36,19,3,3,39,22,61
SORACACHI,consulta externa,menores de 6 meses,2017-03-01,12,19,2,0,14,19,33
SORATA,consulta externa,menores de 6 meses,2017-03-01,61,39,6,4,67,43,110
SUCRE,consulta externa,menores de 6 meses,2017-03-01,1315,1216,230,251,1545,1467,3012
