municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,19,19
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,2,2
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,6,6
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,9,9
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,6,6
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,17,17
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,7,7
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,16,16
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,14,14
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,3,3
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,11,11
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,14,14
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,2,2
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,7,7
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,7,7
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-11-01,5,5
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,2,2
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,9,9
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,13,13
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,5,5
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,4,4
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,2,2
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,4,4
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,14,14
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,7,7
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,7,7
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-12-01,5,5
