municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,8,8
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,3,3
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1185,1185
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
LLICA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,6,6
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,87,87
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,212,212
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,3,3
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,3,3
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,5,5
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,6,6
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,130,130
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,12,12
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,14,14
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,5,5
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,7,7
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,6,6
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,658,658
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SORATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,179,179
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,6,6
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,9,9
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
TEOPONTE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,7,7
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,16,16
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,92,92
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,5,5
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,7,7
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,2,2
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,96,96
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,3,3
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-04-01,5,5
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,7,7
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,16,16
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,8,8
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,38,38
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,25,25
COCAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,364,364
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,6,6
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,7,7
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,4,4
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,4,4
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,147,147
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,7,7
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,146,146
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1172,1172
LICOMA PAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
MECAPACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,95,95
MOROCHATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,234,234
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,4,4
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,6,6
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,7,7
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,16,16
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,8,8
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,263,263
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,22,22
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,22,22
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,13,13
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,9,9
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,639,639
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
SORATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,156,156
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,6,6
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,19,19
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,13,13
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,17,17
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,77,77
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,4,4
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,3,3
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-05-01,5,5
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,8,8
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
ARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,11,11
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,14,14
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,8,8
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,42,42
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,23,23
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,265,265
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,5,5
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,158,158
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,18,18
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,154,154
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1189,1189
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,54,54
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,170,170
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,8,8
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,7,7
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,4,4
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
PUCARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,12,12
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
QUIABAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,4,4
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,27,27
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,20,20
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,3,3
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,7,7
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,6,6
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,933,933
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,104,104
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,11,11
TIPUANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,10,10
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,23,23
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,81,81
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,4,4
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,6,6
VITICHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,104,104
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-06-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,12,12
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,9,9
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,8,8
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,6,6
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,3,3
BOLPEBRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,3,3
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,3,3
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,36,36
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,34,34
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
