municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,41,41
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,30,30
BELLA FLOR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,113,113
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,118,118
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,406,406
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,61,61
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,60,60
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,214,214
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,87,87
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,8,8
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,106,106
CAJUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,15,15
CALACOTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,15,15
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,133,133
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,194,194
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,147,147
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,471,471
CAPINOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,223,223
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,440,440
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,71,71
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,23,23
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,10,10
CATACORA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,15,15
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,80,80
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,440,440
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,94,94
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,68,68
CHARAÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,14,14
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,38,38
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,320,320
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,7,7
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,224,224
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,110,110
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,105,105
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,67,67
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,34,34
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,119,119
COIPASA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,30,30
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,226,226
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,195,195
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,17,17
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,25,25
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,12,12
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,130,130
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,80,80
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,13,13
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,10,10
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,692,692
COMBAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,164,164
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,86,86
COPACABANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,82,82
CORIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,40,40
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,71,71
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,128,128
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,56,56
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,815,815
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,77,77
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,229,229
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,33,33
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,55,55
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,499,499
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,90,90
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,20,20
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,2021,2021
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,18,18
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,94,94
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,248,248
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,418,418
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,184,184
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,472,472
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,18,18
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,64,64
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,50,50
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,22,22
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,135,135
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,41,41
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,53,53
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,434,434
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,9,9
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,230,230
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,98,98
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,70,70
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,47,47
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,160,160
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,62,62
ICHOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,5,5
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,216,216
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,433,433
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,52,52
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,52,52
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,21,21
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,70,70
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,128,128
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,31,31
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,360,360
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,83,83
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,166,166
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,70,70
LLICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,412,412
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,35,35
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,54,54
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,23,23
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,328,328
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,467,467
MAIRANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,60,60
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,71,71
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,54,54
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,52,52
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,179,179
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,325,325
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,56,56
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,183,183
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,401,401
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,261,261
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,70,70
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,12,12
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,27,27
OKINAWA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,38,38
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,363,363
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,262,262
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,380,380
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,461,461
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,171,171
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,240,240
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,221,221
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,30,30
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,65,65
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,10,10
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,49,49
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,50,50
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,271,271
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,28,28
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,169,169
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,47,47
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,561,561
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,70,70
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,36,36
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1156,1156
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,486,486
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,87,87
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,196,196
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,99,99
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,144,144
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,96,96
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,32,32
PUERTO RICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,12,12
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,156,156
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,249,249
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,445,445
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,234,234
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,107,107
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,155,155
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,18,18
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1481,1481
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,32,32
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1415,1415
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,8,8
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,118,118
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,97,97
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,623,623
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,123,123
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,105,105
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,222,222
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,260,260
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,82,82
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,16,16
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,42,42
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,81,81
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,285,285
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,109,109
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,792,792
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,35,35
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,300,300
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,260,260
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,75,75
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,7,7
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,34,34
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,67,67
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,399,399
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,29,29
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,36,36
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1210,1210
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,21,21
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,61,61
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,43,43
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,149,149
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,79,79
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,33,33
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,209,209
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,339,339
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,4,4
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,22,22
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1158,1158
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,232,232
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,15,15
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,141,141
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,116,116
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,58,58
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,191,191
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,190,190
SENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,100,100
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,103,103
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,162,162
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,20,20
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,91,91
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,166,166
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,188,188
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,259,259
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,910,910
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,20,20
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,45,45
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,85,85
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,51,51
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,82,82
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,672,672
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,4,4
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,59,59
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1237,1237
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,429,429
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,35,35
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,175,175
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,309,309
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,124,124
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,110,110
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,134,134
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,22,22
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,252,252
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,16,16
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,313,313
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,162,162
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,127,127
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,92,92
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,192,192
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,1065,1065
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,17,17
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,122,122
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,150,150
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,29,29
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,24,24
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,48,48
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,110,110
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,168,168
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,71,71
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,424,424
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,103,103
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,100,100
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,463,463
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,361,361
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,205,205
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,575,575
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,293,293
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,37,37
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,20,20
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,290,290
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,173,173
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,349,349
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,355,355
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,212,212
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,838,838
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,113,113
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,351,351
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,46,46
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-04-01,458,458
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-05-01,214,214
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-05-01,41,41
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-05-01,122,122
ALALAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-05-01,54,54
