municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,68,68
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,36,36
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,1098,1098
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,464,464
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,89,89
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,205,205
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,51,51
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,201,201
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,77,77
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,72,72
PUERTO RICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,35,35
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,28,28
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,299,299
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,382,382
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,623,623
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,345,345
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,135,135
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,209,209
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,24,24
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,207,207
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,32,32
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,2552,2552
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,42,42
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,141,141
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,161,161
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,902,902
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,150,150
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,273,273
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,360,360
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,562,562
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,90,90
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,16,16
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,99,99
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,55,55
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,15,15
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,285,285
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,112,112
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,642,642
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,35,35
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,360,360
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,288,288
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,458,458
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,32,32
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,290,290
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,987,987
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,29,29
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,194,194
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,1071,1071
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,21,21
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,60,60
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,174,174
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,518,518
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,157,157
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,90,90
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,283,283
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,25,25
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,268,268
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,51,51
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,26,26
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,2105,2105
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,201,201
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,14,14
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,31,31
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,362,362
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,119,119
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,61,61
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,104,104
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,340,340
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,132,132
SENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,86,86
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,279,279
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,158,158
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,44,44
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,97,97
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,166,166
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,348,348
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,316,316
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,2304,2304
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,40,40
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,25,25
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,50,50
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,110,110
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,50,50
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,91,91
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,672,672
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,9,9
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,69,69
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,7015,7015
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,429,429
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,19,19
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,68,68
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,533,533
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,17,17
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,460,460
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,753,753
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,234,234
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,136,136
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,21,21
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,225,225
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,89,89
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,311,311
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,85,85
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,151,151
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,106,106
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,92,92
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,232,232
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,1042,1042
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,70,70
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,68,68
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,138,138
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,349,349
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,57,57
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,95,95
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,85,85
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,875,875
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,424,424
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,172,172
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,387,387
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,519,519
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,167,167
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,463,463
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,481,481
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,232,232
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,1252,1252
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,375,375
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,200,200
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,24,24
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,370,370
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,144,144
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,567,567
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,355,355
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,231,231
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,1141,1141
YOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,184,184
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,351,351
YUNCHARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,238,238
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-04-01,443,443
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,157,157
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,218,218
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,147,147
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,149,149
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,88,88
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,186,186
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,39,39
ANCORAIMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,227,227
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,196,196
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,125,125
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,342,342
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,64,64
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,126,126
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,108,108
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,452,452
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,120,120
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,51,51
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,186,186
AUCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,6,6
AYATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,28,28
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,239,239
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,673,673
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,59,59
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,93,93
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,84,84
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,47,47
BELLA FLOR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,222,222
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,306,306
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,455,455
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,102,102
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,278,278
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,182,182
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,89,89
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,78,78
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,419,419
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,11,11
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,85,85
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,73,73
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,253,253
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,173,173
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,339,339
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,99,99
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,64,64
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,287,287
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,66,66
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,205,205
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,164,164
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,17,17
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,87,87
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,728,728
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,300,300
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,203,203
CHARAÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,110,110
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,159,159
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,335,335
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,40,40
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,18,18
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,16,16
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,333,333
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,32,32
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,195,195
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,189,189
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,94,94
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,56,56
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,413,413
COIPASA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,505,505
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,553,553
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,32,32
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,116,116
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,8,8
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,108,108
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,52,52
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,85,85
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,29,29
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,590,590
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,179,179
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,87,87
COPACABANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,150,150
CORIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,25,25
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,173,173
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,120,120
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,308,308
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,824,824
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,41,41
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,197,197
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,58,58
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,463,463
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,74,74
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,21,21
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,18,18
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,2744,2744
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,64,64
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,48,48
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,506,506
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,22,22
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,135,135
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,377,377
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,116,116
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,8,8
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,113,113
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,159,159
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,45,45
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,72,72
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,444,444
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,32,32
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,205,205
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,163,163
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,261,261
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,10,10
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,129,129
HUATAJATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,5,5
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,145,145
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,3,3
ICHOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,60,60
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,237,237
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,430,430
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,73,73
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,262,262
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,29,29
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,149,149
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,159,159
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,40,40
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,9,9
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,309,309
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,101,101
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,194,194
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,368,368
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,395,395
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,42,42
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,82,82
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-05-01,120,120
