municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,21,21
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,95,95
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1,1
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,9,9
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,16,16
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,18,18
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,45,45
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,131,131
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1410,1410
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,3,3
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,6,6
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,5,5
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,56,56
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,20,20
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,440,440
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,15,15
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,264,264
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,3,3
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,861,861
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,6,6
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
REYES,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,44,44
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1155,1155
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,12,12
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,112,112
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,471,471
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,24,24
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,7,7
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,7,7
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,25,25
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,267,267
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,41,41
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,20,20
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,107,107
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,572,572
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,64,64
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,311,311
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,133,133
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,96,96
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,61,61
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,40,40
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,5,5
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,25,25
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,11,11
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,28,28
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,49,49
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,142,142
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10958,10958
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,49,49
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,27,27
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
SENA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,80,80
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,11,11
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,85,85
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,40,40
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1,1
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,8,8
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1919,1919
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,5,5
TACOBAMBA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,36,36
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,10,10
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,99,99
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1497,1497
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,19,19
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,11,11
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,5,5
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,8,8
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,151,151
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,16,16
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1,1
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,5,5
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,13,13
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,9,9
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,58,58
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,114,114
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,200,200
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,35,35
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,8,8
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,153,153
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,9,9
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,177,177
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,199,199
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,3,3
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,18,18
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,257,257
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,4,4
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,27,27
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,431,431
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,13,13
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,162,162
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,120,120
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,2,2
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,275,275
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,423,423
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,6,6
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,3,3
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,279,279
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,28,28
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2019-03-01,26,26
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,60,60
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,59,59
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,8,8
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,18,18
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,17,17
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,272,272
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,59,59
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,47,47
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,28,28
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,11,11
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,13,13
BELLA FLOR,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,134,134
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,25,25
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,11,11
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,11,11
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,30,30
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,9,9
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,30,30
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,96,96
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,335,335
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,73,73
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,25,25
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,235,235
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,23,23
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,110,110
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,81,81
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,13,13
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,36,36
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,92,92
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,18,18
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,98,98
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,870,870
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,10,10
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6512,6512
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,160,160
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,37,37
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,18,18
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,32,32
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,98,98
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,68,68
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,73,73
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,16,16
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,205,205
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,54,54
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,36,36
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,9,9
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4077,4077
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,17,17
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,523,523
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,16,16
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,53,53
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,10,10
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,32,32
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,295,295
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,19,19
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,15,15
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,70,70
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,8,8
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,10,10
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,15,15
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,22,22
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,38,38
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,88,88
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5621,5621
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,235,235
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,58,58
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,96,96
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,21,21
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,45,45
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,247,247
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1121,1121
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3608,3608
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,96,96
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,20,20
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,30,30
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,22,22
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,80,80
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,8,8
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,9,9
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,14,14
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,29,29
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,127,127
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1330,1330
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,9,9
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,53,53
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,20,20
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,6,6
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,407,407
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,286,286
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,495,495
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,16,16
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
REYES,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,44,44
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,904,904
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,72,72
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,76,76
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,433,433
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,24,24
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,24,24
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,241,241
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,57,57
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,13,13
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,72,72
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,587,587
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,64,64
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,18,18
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,281,281
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,8,8
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,118,118
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,77,77
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,60,60
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,22,22
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,27,27
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,15,15
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,4,4
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,46,46
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,16,16
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,120,120
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,10630,10630
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,49,49
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,27,27
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
SENA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,12,12
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,78,78
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,7,7
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,50,50
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,38,38
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,18,18
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,1685,1685
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,3,3
TACOBAMBA,internaciones dias camas,dias camas ocupadas maternidad,2019-04-01,5,5
