municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,134,134
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,27,27
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,22,22
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,15,15
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,16,16
SAN JAVIER(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,7,7
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,10,10
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1299,1299
SANTA ROSA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,217,217
TACOBAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
TAPACARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,11,11
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,66,66
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,39,39
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,20,20
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,8,8
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,10,10
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,6,6
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,15,15
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,13,13
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,46,46
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,46,46
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,457,457
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,6,6
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,26,26
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,155,155
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,83,83
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,7,7
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1480,1480
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,8,8
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,331,331
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,218,218
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,24,24
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,126,126
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,40,40
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,17,17
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,5,5
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,20,20
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,5,5
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,9,9
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1352,1352
SANTA ROSA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,6,6
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,233,233
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,10,10
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,66,66
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,27,27
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,39,39
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,6,6
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,7,7
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,12,12
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,5,5
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,6,6
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,15,15
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-05-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,5,5
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,24,24
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,20,20
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,14,14
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,20,20
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,32,32
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1623,1623
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,7,7
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,230,230
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,24,24
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,19,19
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1495,1495
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
LURIBAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
MAPIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,5,5
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,208,208
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,214,214
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,28,28
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,6,6
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,5,5
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,12,12
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,123,123
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,47,47
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,7,7
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,23,23
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,10,10
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,12,12
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,9,9
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1255,1255
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,5,5
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,70,70
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,7,7
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,4,4
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,33,33
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,52,52
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,26,26
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
VILLA RIVERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,6,6
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,8,8
VITICHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,13,13
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-06-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,3,3
ANDAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,4,4
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,26,26
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,3,3
AYATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,17,17
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,30,30
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,7,7
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,4,4
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,40,40
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,488,488
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,2,2
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,5,5
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,43,43
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,127,127
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,12,12
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,74,74
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
EXALTACION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,7,7
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,59,59
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-07-01,1,1
