municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,59,59
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,7,7
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,25,25
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,7,7
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,17,17
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,10,10
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,19,19
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,100,100
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,7,7
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,18,18
SAN IGNACIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,39,39
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,4,4
SORATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,0,0
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,248,248
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,26,26
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,74,74
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,11,11
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,22,22
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,20,20
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,32,32
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,27,27
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,13,13
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,33,33
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,15,15
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,12,12
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,14,14
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,11,11
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,12,12
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,6,6
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,5,5
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,19,19
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,63,63
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,14,14
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,15,15
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,23,23
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,7,7
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,27,27
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,17,17
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,332,332
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,22,22
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,75,75
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,19,19
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,12,12
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,14,14
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,17,17
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-09-01,10,10
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,7,7
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,5,5
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,18,18
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,14,14
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,10,10
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,12,12
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,12,12
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,65,65
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,2,2
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,13,13
PUNATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,42,42
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,7,7
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,110,110
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,15,15
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,89,89
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,16,16
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
UYUNI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,14,14
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,10,10
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-10-01,10,10
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,49,49
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,10,10
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,8,8
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,12,12
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,20,20
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,12,12
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,60,60
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,4,4
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,14,14
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,13,13
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,48,48
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,13,13
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,10,10
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,69,69
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,12,12
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,59,59
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,20,20
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,19,19
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,19,19
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,3,3
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-11-01,13,13
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,24,24
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,5,5
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,12,12
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,36,36
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,2,2
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,4,4
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,8,8
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,50,50
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,23,23
PAILON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,18,18
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,4,4
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,7,7
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,26,26
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,21,21
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,11,11
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,35,35
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,18,18
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,12,12
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,11,11
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-12-01,7,7
