municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,12,12
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,6,6
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,165,165
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,296,296
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,129,129
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,7,7
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,4,4
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,508,508
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,5,5
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,11,11
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,104,104
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,6,6
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,9,9
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,3,3
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,4,4
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,14,14
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,14,14
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,175,175
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,45,45
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,3,3
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,6,6
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,54,54
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,52,52
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,11,11
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,6287,6287
SANTA ROSA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,11,11
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,12,12
SICAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,7,7
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,21,21
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,4,4
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2118,2118
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,4,4
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,4,4
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,61,61
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,3,3
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,577,577
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,8,8
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
TIAHUANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,89,89
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,6,6
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,5,5
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,10,10
TOTORA(ORR),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1065,1065
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,458,458
TURCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,8,8
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,27,27
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,52,52
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,63,63
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,10,10
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,34,34
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,7,7
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,109,109
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,7,7
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,232,232
YACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,1,1
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,163,163
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,134,134
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,5,5
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-03-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,105,105
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,18,18
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,35,35
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
AYO AYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,14,14
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,67,67
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,77,77
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,102,102
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,25,25
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,34,34
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,17,17
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,47,47
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,43,43
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,528,528
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4599,4599
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,82,82
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,38,38
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
CORO CORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,74,74
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,21,21
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,40,40
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
CURVA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2658,2658
EL CHORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,220,220
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,8,8
ESCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,18,18
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,9,9
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,94,94
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
INGAVI (HUMAITA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,13,13
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,8986,8986
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,100,100
LLICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,9,9
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,23,23
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,25,25
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,80,80
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2342,2342
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2075,2075
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,35,35
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
PASORAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
POCONA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,40,40
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,859,859
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,21,21
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,163,163
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,277,277
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,93,93
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,741,741
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,22,22
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,146,146
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,18,18
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,21,21
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,151,151
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,50,50
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,17,17
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,40,40
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,66,66
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7060,7060
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,22,22
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,14,14
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,12,12
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1893,1893
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,63,63
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,10,10
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,656,656
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,13,13
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,3,3
TIAHUANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,150,150
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,6,6
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,26,26
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1794,1794
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,441,441
UNCIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,18,18
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,23,23
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,29,29
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,151,151
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,7,7
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,209,209
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,127,127
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,9,9
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,350,350
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,286,286
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,519,519
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,13,13
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-04-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,117,117
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,25,25
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,2,2
ANTEQUERA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,3,3
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-05-01,2,2
