municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,13,13
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,12,12
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,567,567
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,431,431
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-04-01,13,13
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-04-01,6,6
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,219,219
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,24,24
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,4,4
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,22,22
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,20,20
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,25,25
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,17,17
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,16,16
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,1,1
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,20,20
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,65,65
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,14,14
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2006-04-01,4,4
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,11,11
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,13,13
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,8,8
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,56,56
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,40,40
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,35,35
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,3,3
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-05-01,6,6
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,53,53
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1876,1876
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,28,28
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,4,4
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,14,14
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,12,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,15,15
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,725,725
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,31,31
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,31,31
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,3082,3082
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,38,38
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,18,18
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,157,157
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,479,479
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,28,28
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,44,44
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,147,147
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,17,17
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,11,11
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,21,21
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,29,29
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,87,87
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,284,284
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,46,46
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,3,3
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,6,6
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,23,23
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,12,12
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,48,48
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,3,3
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,30,30
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,4,4
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,18,18
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,14,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2287,2287
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,6,6
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,16,16
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,6,6
SORATA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,707,707
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,4,4
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,466,466
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
TEOPONTE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-05-01,21,21
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-05-01,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,235,235
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,39,39
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,38,38
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,12,12
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,23,23
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,23,23
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,17,17
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,8,8
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,2,2
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,41,41
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,65,65
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,9,9
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-05-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,6,6
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,12,12
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,19,19
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,63,63
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,16,16
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,64,64
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2367,2367
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,26,26
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,10,10
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,16,16
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,21,21
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,561,561
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,20,20
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,36,36
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3146,3146
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,63,63
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,24,24
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,234,234
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,469,469
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,37,37
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,32,32
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,129,129
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,26,26
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,10,10
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,20,20
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,15,15
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,87,87
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,240,240
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,39,39
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,24,24
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,1,1
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,28,28
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,52,52
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,65,65
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-06-01,9,9
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,24,24
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,27,27
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,15,15
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,14,14
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2705,2705
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,16,16
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
SORATA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,874,874
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,378,378
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-06-01,5,5
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-06-01,11,11
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,279,279
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,44,44
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,24,24
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,21,21
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,10,10
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,37,37
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,33,33
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,14,14
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,33,33
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,67,67
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,2,2
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-06-01,3,3
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3,3
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,14,14
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,14,14
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,57,57
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,100,100
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,7,7
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,58,58
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,2448,2448
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,54,54
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,8,8
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,16,16
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,15,15
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,716,716
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,22,22
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,43,43
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3037,3037
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,52,52
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,41,41
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,163,163
NACEBE (SANTA ROSA DEL ABUNA),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,522,522
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,30,30
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,56,56
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,276,276
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,31,31
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,17,17
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,25,25
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,19,19
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,76,76
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,4,4
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,240,240
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,8,8
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,41,41
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,5,5
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,16,16
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,27,27
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,22,22
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,101,101
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,4,4
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,7,7
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,34,34
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,13,13
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,10,10
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,25,25
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3329,3329
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,10,10
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,12,12
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,3,3
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,627,627
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,7,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,292,292
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,19,19
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,42,42
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-07-01,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,207,207
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,31,31
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,22,22
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,5,5
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,57,57
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,12,12
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,51,51
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,51,51
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,44,44
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,68,68
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,18,18
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-07-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,13,13
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,23,23
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,5,5
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,28,28
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,26,26
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,105,105
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,28,28
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,73,73
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2390,2390
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,42,42
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,14,14
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,4,4
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2,2
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,19,19
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,9,9
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,717,717
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,24,24
ENTRE RIOS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,23,23
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,37,37
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2986,2986
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,61,61
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,7,7
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,14,14
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,23,23
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,160,160
OCURI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,551,551
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,33,33
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,46,46
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,251,251
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,40,40
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,6,6
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,25,25
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,12,12
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,97,97
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,262,262
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,5,5
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,7,7
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,68,68
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,4,4
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,19,19
