,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,73,82,13,18,86,100,186
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,2,2,6,3,8,5,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,28,26,1,4,29,30,59
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,24,21,24,25,48,46,94
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,2,1,0,0,2,1,3
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,85,89,5,4,90,93,183
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,2,1,1,0,3,1,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,34,47,13,19,47,66,113
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,1,1,0,2,1,3,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,3,3,0,0,3,3,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,14,17,33,29,47,46,93
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,7,4,0,1,7,5,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,7,5,3,2,10,7,17
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,1,1,1,0,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-02-01,1,0,0,2,1,2,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,1,1,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,15,8,4,18,19,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,19,17,0,5,19,22,41
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,11,7,11,13,22,35
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,1,0,1,1,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,0,0,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,12,9,0,2,12,11,23
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,6,2,2,5,8,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,1,1,0,4,1,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,2,3,0,7,2,9
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,11,8,4,12,15,27
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,3,2,3,2,6,8
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,4,7,5,17,9,26
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,15,21,0,0,15,21,36
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,1,5,2,9,3,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,25,27,1,5,26,32,58
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,9,3,2,8,11,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,7,2,1,6,8,14
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,2,2,4,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,1,0,1,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,8,5,7,16,15,31
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,3,2,3,2,6,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,12,0,1,7,13,20
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,3,3,4,4,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,1,3,1,4,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,23,29,3,0,26,29,55
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,10,8,3,13,13,26
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,3,1,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,2,1,0,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,3,2,3,8,6,14
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,11,7,7,11,18,29
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,12,17,7,8,19,25,44
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,4,0,1,7,5,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,2,4,0,10,2,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,8,0,0,10,8,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,3,2,3,2,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,9,15,1,3,10,18,28
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,6,2,0,5,6,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,23,23,6,3,29,26,55
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,12,14,5,1,17,15,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,6,1,0,5,6,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,6,0,1,11,7,18
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,26,33,3,3,29,36,65
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,0,0,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,4,9,4,12,8,20
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,5,1,1,4,6,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,3,12,10,15,13,28
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,4,0,4,0,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,13,14,7,10,20,24,44
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,4,1,1,2,5,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,1,24,22,29,23,52
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,1,0,2,2,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,6,2,2,8,8,16
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,13,13,0,2,13,15,28
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,0,0,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,14,9,1,3,15,12,27
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,0,2,5,7,5,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,6,4,8,5,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,4,4,2,9,6,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,12,7,6,18,18,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,27,24,20,16,47,40,87
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,1,8,2,13,3,16
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,423,399,12,13,435,412,847
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,0,0,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,27,20,2,3,29,23,52
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,12,3,3,0,15,3,18
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,12,11,3,4,15,15,30
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,2,0,0,5,2,7
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,9,6,4,13,13,26
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,5,2,3,5,8,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,14,8,3,3,17,11,28
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,11,0,1,6,12,18
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,0,3,0,4,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,25,20,7,5,32,25,57
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,9,3,3,0,12,3,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,5,3,2,13,7,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,5,1,8,3,11
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,9,8,5,5,14,13,27
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,3,1,0,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,12,1,1,11,13,24
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,64,61,24,11,88,72,160
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,14,5,2,16,16,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,1,1,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,8,5,8,5,13
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,14,7,2,13,16,29
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,0,0,1,2,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,6,4,3,6,9,15
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,430,402,142,148,572,550,1122
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,3,0,0,0,3,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,5,2,1,13,6,19
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,2,0,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,42,52,6,4,48,56,104
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,1,1,0,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,19,10,7,1,26,11,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,37,35,6,6,43,41,84
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,2,2,3,3,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,5,0,0,5,5,10
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,0,0,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,2,7,9,11,11,22
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,6,13,8,14,22
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,2,2,0,6,2,8
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,13,11,3,4,16,15,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,1,4,3,7,4,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,5,7,2,11,7,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,4,0,1,4,5,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,35,30,6,2,41,32,73
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,8,9,2,5,10,14,24
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,7,0,0,5,7,12
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,6,2,3,7,9,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,2,0,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,9,2,8,12,17,29
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,2,1,5,3,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,1,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,0,0,0,2,0,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,1,3,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,1,2,1,2,3
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,0,4,1,5,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,8,7,2,2,10,9,19
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,2,4,2,4,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,4,19,9,25,13,38
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,2,9,7,16,9,25
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,16,10,9,14,25,39
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,5,1,0,8,5,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,30,39,6,3,36,42,78
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,81,72,3,6,84,78,162
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,399,393,7,15,406,408,814
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,3,0,3,3,6,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,8,5,9,11,17,28
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,0,0,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,1,3,2,4,3,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,15,48,48,59,63,122
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,3,3,3,3,6,9
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,0,2,0,5,0,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,3,1,2,2,5,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,0,0,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,0,1,3,3,6
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,9,4,3,14,12,26
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,6,3,3,10,9,19
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,0,0,3,2,3,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,16,16,2,0,18,16,34
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,8,3,2,0,10,3,13
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,15,17,2,0,17,17,34
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,20,1,7,12,27,39
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,3,3,5,4,9
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,2,0,0,0,2,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,17,23,2,2,19,25,44
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,106,94,30,19,136,113,249
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,2,1,5,3,7,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,2,2,2,2,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,6,3,6,3,9
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,5,6,1,11,6,17
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,4,4,5,14,9,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,225,199,8,6,233,205,438
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,10,8,0,0,10,8,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,3,0,0,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,13,9,11,20,24,44
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,9,7,6,6,15,13,28
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,15,5,4,16,19,35
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,2,3,1,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,8,5,1,2,9,7,16
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,0,1,3,3,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,18,22,5,3,23,25,48
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,0,1,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,6,3,3,6,9,15
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,7,9,8,16,15,31
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,5,1,0,3,5,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,7,2,2,7,9,16
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,6,11,9,13,22
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,5,12,11,17,16,33
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,10,7,5,7,15,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,4,2,4,8,8,16
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,19,16,0,0,19,16,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,0,3,1,5,6
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,3,0,0,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,181,178,15,18,196,196,392
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,2,1,0,4,2,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,11,17,11,11,22,28,50
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,3,0,1,1,4,1,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,2,2,2,4,4,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,2,3,3,5,5,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,0,0,1,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,9,14,0,0,9,14,23
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,8,4,10,5,15
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,5,14,11,18,16,32,48
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,37,48,11,17,48,65,113
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,6,4,7,2,13,6,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,23,31,3,1,26,32,58
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,0,1,2,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,62,65,65,58,127,123,250
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,4,2,3,2,7,4,11
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,1,2,7,0,8,2,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,2,1,6,8,8,9,17
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,7,5,0,0,7,5,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,92,74,30,41,122,115,237
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-03-01,18,13,0,1,18,14,32
