,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,1,0,1,2,2,4
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,1,1,1,2,2,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,1,4,9,6,10,16
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,4,9,4,9,13
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,2,4,3,6,9
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,8,8,3,4,11,12,23
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,39,47,2,6,41,53,94
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,0,0,1,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,0,0,1,2,3
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,0,0,1,2,3
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,0,0,1,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,7,5,0,0,7,5,12
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,9,6,1,1,10,7,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,13,13,13,13,26,26,52
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,3,3,9,6,12,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,1,0,1,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,5,8,10,7,15,15,30
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,1,2,1,2,3
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,8,2,0,0,8,2,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,15,9,0,0,15,9,24
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,2,0,0,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,59,59,27,27,86,86,172
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,2,1,2,1,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,1,2,0,3,1,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,4,9,13,12,17,21,38
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,4,4,8,7,12,11,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,18,19,12,15,30,34,64
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,1,0,0,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,1,3,3,6,4,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,18,16,6,1,24,17,41
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,5,0,0,1,5,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,7,1,6,6,13,7,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,1,0,0,2,1,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,2,2,2,2,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,3,3,2,4,5,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,2,4,2,4,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,593,582,461,441,1054,1023,2077
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,2,3,4,6,6,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,3,0,0,0,3,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,3,1,1,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,1,2,2,3,3,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,2,0,0,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,9,10,4,5,13,15,28
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,4,2,0,0,4,2,6
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,2,2,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,13,5,6,6,19,11,30
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,59,72,26,23,85,95,180
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,6,1,4,3,10,4,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,1,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,3,1,3,1,4
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,1,0,1,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,1,0,0,2,1,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,6,2,0,0,6,2,8
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,1,5,3,5,4,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,7,7,0,1,7,8,15
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,0,10,10,13,10,23
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,5,2,0,3,5,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,4,0,0,3,4,7
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,2,1,0,3,2,5
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,6,1,1,0,7,1,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,8,9,13,9,21,18,39
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,5,3,3,1,8,4,12
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,17,12,17,12,29
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,0,0,2,2,2,4
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,3,0,3,2,6,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,2,0,0,2,2,4
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,3,0,0,1,3,4
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,3,0,1,2,4,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,3,0,0,1,3,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,1,2,1,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,2,0,0,0,2,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,3,3,0,0,3,3,6
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,13,10,4,6,17,16,33
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,2,1,0,3,2,4,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,0,1,0,1,1
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,2,0,3,2,5
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,1,0,0,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,6,1,1,2,7,3,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,0,0,2,0,2,0,2
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-04-01,1,2,1,3,2,5,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,4,5,8,7,12,19
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,21,27,26,22,47,49,96
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,34,46,1,0,35,46,81
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,25,22,48,50,73,72,145
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,6,8,6,8,14
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,1,7,7,9,8,17
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,15,16,10,4,25,20,45
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,13,13,4,4,17,17,34
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,1,1,1,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,2,0,0,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,3,8,6,11,9,20
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,5,9,15,19,20,28,48
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,3,19,16,20,19,39
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,20,11,4,10,24,21,45
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,63,42,33,33,96,75,171
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,3,30,33,33,36,69
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,27,33,3,1,30,34,64
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,17,0,9,12,26,38
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,3,3,1,6,4,10
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,9,8,8,20,17,37
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,4,8,6,9,10,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,56,55,64,58,120,113,233
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,8,7,11,15,19,22,41
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,28,25,1,3,29,28,57
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,7,5,8,17,15,32
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,1,4,1,4,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,2,0,2,0,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,2,9,10,12,12,24
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,41,40,2,3,43,43,86
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,41,34,39,29,80,63,143
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,10,11,10,11,21
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,2,3,2,3,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,4,8,19,17,23,25,48
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,18,27,4,11,22,38,60
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,38,47,13,10,51,57,108
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,20,16,9,5,29,21,50
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,15,13,1,6,16,19,35
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,7,9,15,6,22,15,37
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,2,13,16,15,18,33
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,22,29,6,5,28,34,62
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,31,22,14,7,45,29,74
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,9,5,5,1,14,6,20
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,84,65,3,7,87,72,159
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,32,36,4,7,36,43,79
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,4,12,9,5,13,17,30
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,21,26,10,7,31,33,64
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,70,76,11,5,81,81,162
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,16,17,22,18,38,35,73
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,19,20,7,6,26,26,52
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,15,18,15,24,30,42,72
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,0,8,2,9,2,11
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,1,0,0,3,1,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,28,28,23,22,51,50,101
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,15,5,8,17,23,40
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,30,22,25,32,55,54,109
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,17,17,9,8,26,25,51
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,83,96,17,20,100,116,216
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,1,1,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,0,0,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,4,1,0,1,4,2,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,13,15,4,5,17,20,37
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,9,11,9,9,18,20,38
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,4,2,28,32,32,34,66
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,4,6,12,8,16,24
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,50,48,14,12,64,60,124
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,74,37,22,14,96,51,147
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,47,46,57,55,104,101,205
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,833,734,104,117,937,851,1788
COIPASA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,1,0,0,2,1,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,50,56,22,15,72,71,143
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,20,12,3,6,23,18,41
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,50,52,5,9,55,61,116
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,1,0,1,3,2,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,36,32,19,24,55,56,111
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,23,29,3,5,26,34,60
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,21,15,21,13,42,28,70
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,29,30,21,27,50,57,107
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,1,2,1,3,2,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,66,51,26,15,92,66,158
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,0,1,1,2,1,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,17,17,7,6,24,23,47
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,6,8,10,14,16,22,38
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,14,13,4,3,18,16,34
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,5,3,7,5,12,8,20
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,57,44,13,9,70,53,123
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,115,102,32,19,147,121,268
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,38,48,5,3,43,51,94
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,3,8,6,10,9,19
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,5,6,15,17,20,23,43
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,43,47,7,9,50,56,106
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,6,3,3,3,9,6,15
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,3,3,3,4,6,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,4,5,1,3,5,8,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,675,635,296,318,971,953,1924
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,1,0,0,0,1,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,36,29,13,15,49,44,93
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,11,18,12,18,23,36,59
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,155,131,3,7,158,138,296
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,7,4,4,2,11,6,17
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,45,33,36,37,81,70,151
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,176,152,22,16,198,168,366
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,2,1,0,2,2,4
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,1,0,0,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,2,0,1,2,3,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,3,2,0,0,3,2,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,27,27,22,35,49,62,111
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,5,7,13,5,18,12,30
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,10,6,10,7,20,13,33
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,53,65,14,16,67,81,148
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,13,5,15,14,28,19,47
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,9,12,7,9,16,21,37
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,15,13,0,3,15,16,31
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,68,51,18,10,86,61,147
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,22,16,23,19,45,35,80
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,3,5,3,7,6,13
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,10,9,5,2,15,11,26
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,11,15,10,14,21,29,50
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,8,8,4,0,12,8,20
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,1,1,1,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,3,4,3,4,6,10
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,1,5,7,7,8,15
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,0,1,4,3,4,4,8
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,14,10,14,22,28,50
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,33,29,28,27,61,56,117
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,1,2,0,0,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,8,12,5,8,13,20,33
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,12,10,9,13,21,23,44
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,2,3,7,5,9,8,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,19,23,5,5,24,28,52
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2023-05-01,70,80,5,8,75,88,163
