,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,2,4,0,1,2,5,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,4,6,4,6,8,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,1,1,2,2,3,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,2,0,0,1,2,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,2,0,0,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,4,2,1,2,5,4,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,3,1,3,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,2,0,1,0,3,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,2,0,1,0,3,0,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,3,1,1,1,4,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,27,30,5,4,32,34,66
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,2,1,2,2,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,1,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,3,0,0,1,3,1,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,2,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,2,1,0,1,2,2,4
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,2,0,0,1,2,1,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,2,0,2,1,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,4,8,5,5,9,13,22
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,4,2,3,3,7,5,12
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,2,3,2,1,4,4,8
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,1,0,0,1,1,2
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,0,0,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-03-01,1,2,0,1,1,3,4
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,3,0,0,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,3,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,0,2,0,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,2,0,3,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,2,2,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,1,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,1,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,8,3,11,15,19,18,37
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,1,1,1,2
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,1,1,0,2,1,3
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,2,0,2,1,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,13,12,36,15,49,27,76
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,3,1,0,2,3,3,6
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,3,1,1,3,4,7
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,2,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,1,2,0,4,1,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,3,4,0,6,3,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,3,8,7,10,10,20
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,4,11,11,12,15,27
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,1,5,1,6,2,8
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,1,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,4,4,3,4,7,8,15
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,2,0,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,2,1,0,1,2,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,2,6,4,7,6,13
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,1,0,1,1,2
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,1,2,1,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,4,2,4,2,6
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,1,0,1,2,2,4
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,4,2,8,2,12,4,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,1,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,1,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,3,1,3,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,0,6,1,8,1,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,0,0,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,2,1,2,3
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,1,1,4,2,5,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,16,19,81,74,97,93,190
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,1,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,2,2,2,4
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,2,1,1,2,3,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,0,1,1,2,1,3
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,1,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,5,13,7,15,12,27
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,2,1,1,1,3,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,2,0,3,3,5,3,8
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,1,0,1,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,2,4,2,4,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,1,1,2,3,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,1,2,1,2,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-04-01,0,0,2,2,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,2,0,1,0,3,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,1,2,1,3,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,1,0,2,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,1,0,2,1,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,10,13,2,5,12,18,30
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,1,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,1,0,2,0,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,1,1,2,2,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,3,1,3,0,6,1,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,9,9,13,8,22,17,39
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,3,3,5,3,8
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,1,1,3,3,4,7
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,2,0,0,1,2,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,1,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,3,1,1,0,4,1,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,4,4,2,1,6,5,11
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,1,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,2,0,2,2
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,2,1,0,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,2,0,2,2
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,2,1,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,3,3,5,3,8,6,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,2,6,2,6,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,11,4,1,3,12,7,19
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,1,1,1,2,3
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,5,2,5,2,7
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,1,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,2,0,0,0,2,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,0,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,2,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,3,3,2,1,5,4,9
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,0,1,0,1,1
