,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,7,7,1,0,8,7,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,7,3,3,3,10,6,16
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,5,4,0,5,5,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,27,25,18,8,45,33,78
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,10,7,6,11,16,18,34
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,4,2,1,3,5,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,1,0,3,2,4,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,1,0,0,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,1,3,2,5,3,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,0,3,1,4,1,5
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,4,0,3,4,7,4,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,10,10,8,12,18,22,40
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,3,0,0,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,90,73,5,9,95,82,177
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,34,32,7,3,41,35,76
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,1,0,1,3,2,5
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,1,2,2,4,3,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,7,6,18,5,25,11,36
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,7,9,2,4,9,13,22
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,5,5,0,3,5,8,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,15,15,0,2,15,17,32
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,3,4,2,5,5,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,14,12,0,0,14,12,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,61,50,14,8,75,58,133
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,0,1,1,3,1,4,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,2,0,0,3,2,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,28,32,5,2,33,34,67
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,0,0,2,2,2,2,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,7,2,3,5,10,15
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,5,0,0,2,5,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,76,79,21,15,97,94,191
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,1,2,1,4,2,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,21,23,3,2,24,25,49
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,20,25,17,14,37,39,76
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,0,1,0,2,0,2
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,1,0,0,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,106,94,3,4,109,98,207
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,5,3,0,2,5,5,10
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,55,40,21,14,76,54,130
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,3,1,0,4,3,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,2,2,0,0,2,2,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,14,26,30,25,44,51,95
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,3,2,2,2,5,4,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,2,2,0,3,2,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,0,2,2,2,2,4,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-03-01,1,2,0,1,1,3,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,1,2,2,3,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,9,11,6,15,15,30
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,20,20,0,3,20,23,43
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,4,13,8,16,12,28
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,0,2,1,2,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,4,3,5,3,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,4,3,0,8,4,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,2,2,2,9,4,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,0,2,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,2,4,3,5,5,10
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,16,8,9,12,25,37
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,4,5,4,5,9
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,1,6,2,7,9
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,17,8,2,7,19,15,34
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,2,6,2,6,4,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,25,28,23,11,48,39,87
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,6,0,0,5,6,11
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,3,0,1,3,4,7
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,4,4,4,6,8,14
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,1,7,7,12,8,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,18,17,13,12,31,29,60
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,2,3,3,3,6
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,11,5,4,12,15,27
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,2,2,1,3,3,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,5,3,6,3,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,15,17,3,4,18,21,39
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,9,9,11,4,20,13,33
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,2,1,2,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,3,0,4,1,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,2,3,1,3,3,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,12,4,4,4,16,8,24
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,11,11,3,21,14,35
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,5,5,7,15,12,27
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,4,5,6,11,10,21
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,8,5,6,7,14,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,2,1,3,1,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,2,6,2,9,4,13
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,11,4,5,2,16,6,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,2,0,4,1,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,12,19,7,7,19,26,45
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,6,2,1,10,7,17
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,7,1,1,6,8,14
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,8,5,5,11,13,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,19,24,11,5,30,29,59
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,9,7,5,11,14,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,2,2,3,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,5,4,7,5,12,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,1,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,0,0,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,16,21,14,21,30,42,72
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,5,0,2,6,7,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,15,11,25,25,40,36,76
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,2,9,6,15,8,23
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,31,16,23,20,54,36,90
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,0,1,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,7,5,4,15,11,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,2,5,6,7,8,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,4,0,3,1,7,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,3,2,6,6,9,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,9,6,4,16,13,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,9,43,48,51,57,108
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,11,14,7,22,18,40
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,353,346,66,74,419,420,839
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,22,21,5,3,27,24,51
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,4,2,3,9,7,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,16,10,9,14,25,24,49
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,6,2,0,5,6,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,12,8,6,6,18,14,32
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,4,2,1,7,5,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,4,3,6,10,10,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,8,9,8,16,16,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,20,14,10,8,30,22,52
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,1,8,0,11,1,12
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,13,4,4,12,17,29
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,2,2,2,5,4,9
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,12,6,5,5,17,11,28
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,3,1,1,4,4,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,14,14,5,3,19,17,36
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,53,43,42,35,95,78,173
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,10,15,15,21,25,46
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,1,3,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,9,3,4,11,13,24
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,2,1,3,2,5
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,0,5,0,5,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,3,2,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,325,283,274,271,599,554,1153
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,0,0,0,1,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,9,7,8,10,17,17,34
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,2,2,2,4,4,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,42,40,7,5,49,45,94
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,1,0,1,4,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,12,8,1,3,13,11,24
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,32,21,21,12,53,33,86
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,4,2,5,3,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,0,1,1,7,1,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,2,2,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,4,1,4,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,4,10,11,16,15,31
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,0,9,5,11,5,16
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,0,0,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,14,11,6,21,20,41
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,2,9,3,10,5,15
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,9,8,5,7,14,15,29
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,1,1,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,21,24,4,6,25,30,55
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,13,7,6,4,19,11,30
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,4,0,0,5,4,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,0,2,2,5,2,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,2,11,12,14,14,28
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,4,2,0,4,4,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,1,0,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,2,2,3,2,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,1,1,2,2,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,3,2,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,4,0,0,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,7,5,7,6,14,11,25
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,3,1,3,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,5,6,8,14,13,27
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,3,7,5,15,8,23
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,2,6,6,10,8,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,7,3,4,6,11,17
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,27,24,7,14,34,38,72
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,105,84,21,17,126,101,227
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,285,259,50,48,335,307,642
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,4,3,4,9,8,17
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,11,8,4,6,15,14,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,0,1,2,2,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,11,9,38,32,49,41,90
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,0,1,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,3,1,4,2,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,4,1,6,2,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,3,3,3,3,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,5,4,2,8,7,15
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,8,1,15,15,23,16,39
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,7,0,2,6,9,15
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,2,3,2,4,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,13,11,2,4,15,15,30
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,4,4,2,9,6,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,20,9,19,12,39,21,60
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,8,5,7,11,15,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,5,2,4,4,9,13
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,1,0,1,6,2,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,13,12,1,1,14,13,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,87,89,48,40,135,129,264
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,1,0,0,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,1,2,0,5,1,7,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,2,1,2,3
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,4,3,4,3,8,6,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,3,7,6,12,9,21
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,3,6,3,6,9
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,154,148,80,70,234,218,452
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,5,9,2,2,7,11,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,3,4,4,0,7,4,11
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,17,18,33,26,50,44,94
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,10,12,10,5,20,17,37
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,6,9,16,15,22,24,46
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,3,0,0,2,3,5
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,2,9,0,3,2,12,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,1,1,2,1,3,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-04-01,0,0,1,0,1,0,1
