,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,13,14,6,5,19,19,38
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,11,12,4,6,15,18,33
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,4,0,1,3,5,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,4,6,5,9,9,18
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,21,19,2,3,23,22,45
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,2,2,2,8,4,12
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,2,1,1,1,3,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,3,1,1,3,4,7
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,3,0,0,0,3,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,15,15,12,23,27,50
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,5,2,0,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,6,14,6,19,12,31
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,2,3,6,5,11
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,15,11,7,7,22,18,40
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,8,5,4,14,12,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,1,3,4,7,5,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,0,0,4,3,4,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,7,5,2,11,9,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,9,1,6,6,15,21
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,12,17,33,31,45,48,93
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,6,10,5,18,11,29
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,304,244,81,50,385,294,679
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,19,14,5,1,24,15,39
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,4,2,1,9,5,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,0,0,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,7,5,5,13,12,25
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,1,1,2,3,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,6,3,8,6,14,20
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,7,0,0,8,7,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,5,6,6,13,11,24
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,0,0,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,14,9,3,6,17,15,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,1,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,17,8,6,6,23,14,37
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,1,3,1,6,2,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,9,4,2,11,11,22
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,3,1,4,3,7
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,10,1,4,1,14,2,16
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,1,1,1,5,2,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,12,6,5,4,17,10,27
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,37,35,26,24,63,59,122
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,9,9,9,18,18,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,2,1,2,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,4,1,0,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,7,7,6,12,13,25
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,1,1,1,2,3
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,3,1,3,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,1,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,194,243,247,246,441,489,930
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,3,0,1,3,4,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,10,7,8,12,18,30
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,4,0,5,1,9,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,28,38,1,8,29,46,75
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,0,1,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,16,18,2,5,18,23,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,13,18,9,9,22,27,49
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,3,1,3,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,3,0,1,2,4,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,3,1,5,2,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,1,3,6,7,7,14
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,3,7,4,8,12
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,1,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,15,10,7,3,22,13,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,2,4,6,6,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,2,1,1,7,3,10
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,1,3,3,6,4,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,17,25,4,1,21,26,47
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,7,3,5,10,12,22
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,0,0,2,2,2,4
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,1,0,2,5,3,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,1,1,2,3,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,2,1,3,1,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,5,14,9,16,25
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,5,2,0,6,5,11
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,1,2,1,3,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,1,2,2,3,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,1,1,2,2,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,5,3,7,4,11
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,5,2,1,4,6,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,4,6,5,12,9,21
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,3,2,3,2,6,8
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,2,3,7,5,9,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,4,3,7,9,11,20
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,3,1,3,1,6,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,6,1,0,6,6,12
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,17,19,5,3,22,22,44
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,46,60,25,22,71,82,153
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,196,197,50,57,246,254,500
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,6,3,1,7,7,14
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,6,5,5,11,11,22
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,0,0,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,3,0,0,0,3,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,15,11,29,21,44,32,76
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,2,0,0,3,2,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,3,1,1,9,4,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,3,0,1,4,4,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,4,4,7,13,11,24
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,10,6,13,13,23,36
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,16,13,1,2,17,15,32
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,1,1,1,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,14,12,2,0,16,12,28
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,3,4,6,8,9,17
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,13,17,14,25,27,52
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,13,1,3,7,16,23
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,5,2,4,5,9,14
MOJINETE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,5,0,2,2,7,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,10,2,2,11,12,23
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,51,75,27,29,78,104,182
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,0,1,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,2,2,3,4,5,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,1,2,2,6,3,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,1,1,3,2,5
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,5,4,4,10,9,19
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,5,3,4,8,9,17
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,3,5,2,6,5,11
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,140,132,40,39,180,171,351
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,7,2,1,10,8,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,9,1,3,4,12,16
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,12,9,16,13,28,22,50
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,20,15,2,5,22,20,42
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,14,18,4,4,18,22,40
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,4,0,0,3,4,7
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,4,1,3,1,7,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,2,1,1,1,3,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,11,1,9,10,20,11,31
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,1,1,0,8,1,9
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,6,5,7,8,13,21
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,3,3,7,8,10,18
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,2,10,4,13,6,19
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,2,4,2,4,6
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,3,4,1,7,4,11
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,5,5,1,13,6,19
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,6,1,5,5,11,16
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,6,4,3,10,9,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,1,0,3,1,4
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,127,113,28,42,155,155,310
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,3,1,2,3,5,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,11,4,7,10,18,28
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,5,1,9,3,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,5,1,3,10,8,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,0,2,4,4,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,1,1,1,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,13,8,5,2,18,10,28
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,3,1,1,5,4,9
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,14,12,3,2,17,14,31
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,23,27,16,14,39,41,80
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,4,6,6,8,10,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,9,9,10,17,19,36
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,3,4,3,4,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,36,30,61,67,97,97,194
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,4,3,2,3,6,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,4,3,2,4,6,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,0,4,6,7,6,13
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,7,3,4,12,11,23
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,45,38,15,27,60,65,125
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,10,5,1,4,11,9,20
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,22,14,12,9,34,23,57
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,2,0,0,4,2,6
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,65,52,41,32,106,84,190
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,6,7,5,13,11,24
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,3,0,3,2,6,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,3,5,1,6,4,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,3,3,1,9,4,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,4,4,3,7,7,14
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,3,0,0,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,1,1,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,2,2,3,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,4,2,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,30,21,10,14,40,35,75
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,4,5,7,6,11,17
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,15,10,7,6,22,16,38
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,10,15,9,5,19,20,39
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,33,23,43,42,76,65,141
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,1,1,0,6,1,7
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,8,13,7,3,15,16,31
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,3,1,1,3,4,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,6,10,3,4,9,14,23
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,7,5,5,9,12,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,34,28,18,5,52,33,85
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,6,3,1,7,7,14
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,15,3,2,12,17,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,9,6,3,15,12,27
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,2,1,1,6,3,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,4,7,6,9,10,19
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,2,0,0,1,2,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,5,10,2,7,7,17,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,15,10,7,12,22,22,44
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,3,2,0,1,3,3,6
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,10,6,4,13,14,27
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,2,1,1,2,3,3,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,14,15,15,16,31
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,0,0,1,2,1,2,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,10,0,1,4,11,15
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,7,6,8,9,15,15,30
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,555,466,401,384,956,850,1806
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,9,7,4,4,13,11,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,4,1,3,1,7,2,9
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-04-01,1,3,6,4,7,7,14
