,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,1,3,1,10,2,12
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,4,1,0,5,4,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,4,1,0,10,4,14
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,16,33,1,3,17,36,53
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,14,1,1,11,15,26
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,5,1,2,4,7,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,4,5,6,10,10,20
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,9,9,3,21,12,33
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,4,2,4,9,8,17
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,3,11,5,18,8,26
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,5,0,3,1,8,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,14,2,1,17,15,32
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,2,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,5,0,3,3,8,11
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,3,4,2,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,1,2,5,5,6,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,8,4,9,6,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,9,0,3,2,12,14
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,19,19,13,15,32,34,66
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,6,5,7,12,13,25
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,242,292,18,5,260,297,557
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,3,0,3,0,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,14,1,2,16,16,32
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,11,1,2,13,13,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,11,2,1,17,12,29
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,0,3,3,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,7,3,2,13,9,22
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,7,0,0,7,7,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,4,4,6,11,10,21
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,3,0,0,0,3,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,11,0,2,11,13,24
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,12,4,2,13,14,27
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,1,2,3,11,4,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,2,1,0,10,2,12
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,1,3,4,7,5,12
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,5,2,3,5,8,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,0,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,6,0,3,9,9,18
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,40,41,9,13,49,54,103
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,14,0,0,15,14,29
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,3,1,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,2,0,3,0,5,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,13,3,1,5,14,19
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,3,0,0,2,3,5
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,1,0,2,1,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,1,0,4,3,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,344,321,103,105,447,426,873
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,0,0,1,3,1,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,2,1,1,6,3,9
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,0,3,3,6,3,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,34,22,4,7,38,29,67
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,1,2,0,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,14,4,4,4,18,8,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,29,23,5,1,34,24,58
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,4,1,1,2,5,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,1,0,2,0,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,8,4,3,15,11,26
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,5,6,1,8,6,14
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,19,0,0,15,19,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,4,1,2,5,6,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,2,3,2,9,4,13
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,3,0,0,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,15,24,3,0,18,24,42
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,2,5,6,12,8,20
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,0,0,1,2,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,3,1,3,1,6,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,8,3,6,8,14,22
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,1,3,4,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,1,0,1,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,2,1,0,4,2,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,1,1,2,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,1,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,7,0,7,12,14,26
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,1,1,1,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,5,3,3,7,8,15
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,4,3,3,7,7,14
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,16,2,0,10,16,26
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,6,1,0,13,6,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,23,22,5,2,28,24,52
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,39,44,3,3,42,47,89
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,234,243,3,7,237,250,487
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,2,2,3,4,7
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,13,6,1,1,14,7,21
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,13,32,17,44,30,74
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,0,0,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,1,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,2,1,0,4,2,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,4,0,1,2,5,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,5,0,1,4,6,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,5,0,0,4,5,9
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,7,0,0,6,7,13
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,7,1,4,12,11,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,2,0,2,2,4,6
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,19,12,4,2,23,14,37
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,11,4,4,14,15,29
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,3,2,2,9,5,14
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,3,1,0,5,3,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,13,6,5,16,18,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,101,104,15,12,116,116,232
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,3,3,4,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,1,0,2,2,4
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,1,1,1,3,2,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,6,2,3,3,9,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,4,6,5,7,12
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,173,157,9,3,182,160,342
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,13,4,0,0,13,4,17
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,6,0,1,4,7,11
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,11,6,4,13,15,28
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,9,5,0,15,9,24
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,19,5,1,16,20,36
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,0,2,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,2,1,0,3,2,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,2,0,1,0,3,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,11,1,1,12,12,24
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,1,0,0,4,1,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,4,2,0,9,4,13
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,3,11,10,18,13,31
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,3,2,5,4,8,12
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,6,4,1,10,7,17
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,1,0,5,5,6,11
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,4,2,0,14,4,18
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,8,4,4,10,12,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,6,2,0,9,6,15
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,14,7,2,0,16,7,23
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,3,0,0,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,236,216,18,10,254,226,480
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,2,2,2,2,4
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,18,18,8,7,26,25,51
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,0,4,0,4,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,5,2,2,6,7,13
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,3,0,1,8,4,12
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,1,1,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,3,0,0,6,3,9
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,1,0,3,2,4,6
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,0,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,11,4,3,14,14,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,35,43,11,12,46,55,101
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,6,5,4,13,10,23
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,14,12,6,10,20,22,42
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,62,36,42,46,104,82,186
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,9,1,3,2,12,14
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,2,3,0,8,2,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,10,12,11,12,23
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,4,0,0,8,4,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,54,50,14,16,68,66,134
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,2,0,0,4,2,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,13,6,1,6,14,12,26
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,0,3,3,6
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,60,62,18,22,78,84,162
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,1,8,7,11,8,19
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,1,4,3,11,4,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,4,0,0,7,4,11
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,5,0,0,6,5,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,3,2,0,2,3,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,0,1,1,8,1,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,2,0,0,9,2,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,8,7,11,18,19,37
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,8,4,4,11,12,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,20,0,0,11,20,31
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,16,7,3,2,19,9,28
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,30,37,4,2,34,39,73
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,11,13,2,0,13,13,26
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,2,2,2,4,4,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,8,8,8,15,16,31
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,1,0,0,2,1,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,32,29,5,3,37,32,69
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,1,1,4,4,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,14,3,3,13,17,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,12,10,12,8,24,18,42
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,11,5,3,13,14,27
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,5,4,5,10,10,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,12,3,1,12,13,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,4,2,4,1,8,3,11
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,0,3,3,6
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,4,5,7,12,11,23
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,4,0,1,0,5,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,2,3,2,3,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,1,0,3,2,4,6
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,3,6,4,13,7,20
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,8,0,0,9,8,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,584,545,18,19,602,564,1166
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,9,11,0,0,9,11,20
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,7,0,2,10,9,19
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,2,0,0,2,2,4
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,2,1,1,1,3,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,1,1,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,4,0,1,5,5,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,1,0,0,3,1,4
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,0,4,6,9,6,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,17,21,4,3,21,24,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,5,7,0,0,5,7,12
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,1,1,1,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,13,20,5,5,18,25,43
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,1,1,0,2,1,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,2,1,6,8,8,16
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,8,9,6,2,14,11,25
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,219,203,11,11,230,214,444
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,0,0,0,1,0,1,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,6,4,1,0,7,4,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,3,5,4,5,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,2,3,3,4,5,9
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,1,0,1,1,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,2,4,6,4,8,8,16
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,10,7,1,2,11,9,20
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,3,3,0,0,3,3,6
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-03-01,7,7,1,0,8,7,15
