,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,1,0,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,5,2,4,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,1,2,2,7
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,8,3,1,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,14,2,5,27
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,7,1,4,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,6,3,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,44,22,2,5,73
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,100,83,0,1,184
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,469,466,15,14,964
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,8,1,0,10
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,21,3,1,41
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,4,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,3,0,0,7
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,21,48,28,108
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,5,0,0,7
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,1,1,2,7
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,8,2,0,13
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,3,1,1,10
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,5,1,2,11
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,13,9,0,1,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,2,0,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,15,23,0,1,39
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,4,1,1,12
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,21,22,0,2,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,17,4,5,42
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,3,1,2,8
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,5,2,2,14
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,12,15,0,0,27
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,133,118,11,3,265
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,2,1,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,4,2,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,3,0,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,3,1,1,5
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,4,4,2,12
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,4,2,1,16
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,2,5,1,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,288,242,4,6,540
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,8,0,0,14
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,3,2,1,11
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,19,17,5,7,48
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,13,10,4,4,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,20,28,3,2,53
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,10,0,1,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,0,3,0,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,2,2,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,18,19,3,5,45
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,0,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,5,1,1,15
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,10,11,6,6,33
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,5,1,0,11
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,7,11,4,1,23
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,7,3,6,2,18
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,19,7,1,5,32
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,7,5,4,4,20
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,4,2,3,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,20,20,1,1,42
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,1,0,2,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,231,218,10,13,472
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,2,1,1,8
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,15,4,5,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,2,1,2,5
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,5,2,2,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,1,1,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,17,1,0,24
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,1,5,1,8
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,17,17,0,0,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,44,53,16,25,138
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,4,3,8,19
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,23,18,9,12,62
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,0,1,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,72,90,55,67,284
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,3,1,2,7
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,2,0,1,7
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,1,5,6,14
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,12,6,0,0,18
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,95,116,22,17,250
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,19,18,2,1,40
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,33,18,3,4,58
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,0,0,6
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,100,95,19,16,230
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,0,0,0,2
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,17,9,5,40
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,6,0,3,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,6,2,1,10
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,5,2,0,9
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,1,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,13,1,1,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,1,0,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,2,3,1,7
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,9,0,0,17
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,51,47,8,6,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,10,13,1,1,25
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,18,0,2,31
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,21,14,5,7,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,66,53,4,9,132
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,4,0,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,17,17,1,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,1,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,19,30,35,100
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,4,2,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,48,53,1,3,105
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,4,2,4,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,11,1,0,28
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,14,13,5,7,39
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,17,9,5,1,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,13,10,4,3,30
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,0,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,12,11,0,1,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,15,12,9,13,49
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,0,2
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,12,10,1,3,26
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,1,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,0,0,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,0,2,1,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,4,0,2,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,4,1,4,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,6,1,2,20
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,22,18,1,0,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1198,1217,21,16,2452
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,10,11,1,0,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,6,0,0,12
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,2,0,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,2,0,1,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,4,1,1,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,4,0,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,1,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,6,1,2,10
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,14,14,4,5,37
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,28,28,1,1,58
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,12,16,2,2,32
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,4,1,0,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,45,56,6,5,112
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,2,1,2,7
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,7,7,0,1,15
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,2,3,3,17
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,203,248,3,3,457
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,1,0,0,4
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,1,4,3,9
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,2,1,4
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,2,1,2,6
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,10,6,7,29
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,8,1,2,16
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,3,0,0,4
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,6,0,0,14
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,159,132,14,3,308
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,4,2,3,9
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,11,8,2,2,23
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,13,0,0,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,3,8,11,26
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,5,0,2,15
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,38,31,4,3,76
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,7,12,3,2,24
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,1,1,3
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,2,0,0,5
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,1,0,0,4
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,3,2,1,10
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,0,1,1,4
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,5,5,1,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,14,4,3,30
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,0,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,117,94,4,4,219
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,37,32,3,2,74
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,0,1,7
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,5,0,0,14
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,14,16,3,7,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,9,9,1,0,19
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,8,5,0,0,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,21,13,3,1,38
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,5,4,0,9
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,16,11,0,0,27
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,46,47,12,14,119
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,1,1,1,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,11,1,3,21
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,44,35,6,0,85
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,7,0,0,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,5,0,2,8
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,58,77,14,7,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,3,0,1,10
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,23,24,4,2,53
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,29,21,23,14,87
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,5,1,1,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,2,0,0,4
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,112,121,3,0,236
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,5,4,1,1,11
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,71,61,6,6,144
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,2,3,2,0,7
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,1,1,0,3
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,23,24,25,25,97
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,3,3,0,1,7
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,6,1,2,3,12
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,1,0,2,1,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-03-01,4,2,1,1,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,2,1,0,4
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,11,11,4,13,39
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,22,26,0,0,48
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,5,2,4,10,21
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,1,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,4,1,0,1,6
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,5,5,1,1,12
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,0,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,0,0,0,1
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,9,8,3,4,24
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,0,3,2,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,6,4,6,2,18
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,7,12,1,3,23
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,3,3,3,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,23,23,6,3,55
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,4,7,1,0,12
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,4,6,0,0,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,3,4,1,4,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,3,3,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,13,7,7,6,33
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,1,2,1,5
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,11,19,1,0,31
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,3,4,1,1,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,2,0,0,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,0,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,3,0,1,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,29,19,0,0,48
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,11,13,3,2,29
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,0,0,7,7
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,1,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,3,4,0,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,8,6,0,0,14
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,10,8,7,5,30
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,8,4,3,1,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,12,5,0,1,18
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,4,3,2,0,9
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,0,1,0,1,2
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,4,8,0,2,14
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,2,3,1,1,7
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-04-01,24,20,5,1,50
