,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,0,1,1,1,3
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,2,0,0,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,3,4,0,0,7
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,4,2,0,0,6
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,40,29,10,8,87
YAMPARAEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,3,3,4,1,11
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,1,1,0,0,2
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-03-01,0,3,2,5,10
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,4,0,0,6
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,4,3,7
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,0,0,1
ARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,2,5,10
ARBIETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,2,2,5
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,6,3,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,6,0,0,10
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,4,1,1,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,6,0,0,8
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,2,0,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,0,1,4
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,2,0,0,4
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,6,0,0,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,3,1,1,8
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,5,1,0,6
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,2,4,10,20
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,0,1,4
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,2,2,3,11
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,8,2,0,0,10
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,9,5,0,0,14
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,5,9,9,25
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,1,4
CHIMORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,4,0,0,9
CHOQUE COTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,1,1
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,5,1,3,12
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,7,0,1,13
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,9,1,0,16
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,97,87,10,8,202
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,5,1,1,9
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,4,0,0,8
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,7,6,3,22
COMBAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,1,1
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,3,0,1,6
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,2,2
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,19,38,9,10,76
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,0,3
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,0,3
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,1,0,3
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,9,5,1,1,16
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,7,1,0,11
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,7,2,1,13
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,2,1,0,3
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,8,4,7,21
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,1,2,3
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,3,1,4
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,2,1,0,5
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,4,0,0,6
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,4,0,0,7
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,88,79,11,8,186
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,4,1,0,11
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,0,0,1
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,7,1,0,10
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,3,1,1,10
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,4,0,1,9
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,80,96,11,4,191
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,7,6,8,25
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,2,2,6
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,1,0,3
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,3,5,4,12
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,0,0,3
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,5,2,8
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,8,0,0,10
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,3,3,6,16
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,65,59,1,0,125
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,1,0,1
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,0,0,2
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,2,0,0,2
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,7,8,5,9,29
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,3,2,6
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,11,5,6,5,27
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,5,0,0,11
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,9,18,0,0,27
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,25,41,9,16,91
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,1,2,6
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,1,2,3
SAN BENITO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,2,0,2
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,11,6,7,3,27
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,2,5,9
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,20,13,14,7,54
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,0,1,3
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,4,1,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,9,16,3,6,34
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,1,0,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,0,0,1
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,3,6,5,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,2,1,3
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,7,1,1,10
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,2,0,2,6
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,534,447,112,117,1210
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,2,1,0,6
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,4,0,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,3,1,0,9
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,0,4,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,1,1
SENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,7,1,2,4,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,1,1
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,8,1,3,17
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,68,60,5,6,139
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,4,2,9
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,2,3,2,9
TARACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
TARATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,0,0,2
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,2,1,0,5
TARVITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,1,0,0,1
TIAHUANACU,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,0,0,0,3
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,2,2
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,3,2,1,10
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,5,4,5,14
TOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,3,0,1,5
TOLEDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,0,1,0,3
TOMAVE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,3,0,0,4
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,1,1,1,6
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,9,8,8,4,29
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,5,3,0,0,8
TURCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,4,9,13
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,6,2,2,2,12
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,3,0,0,6
VACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,1,0,1
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,1,2,2,6
VILLA RIVERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,1,1,1,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,0,2,0,0,2
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,4,0,0,8
VINTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,3,5,4,0,12
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,3,0,0,7
YAMPARAEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,4,3,1,1,9
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,2,4,1,0,7
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,2,0,0,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-04-01,1,0,0,0,1
ACACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,3,4,2,2,11
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,12,8,6,7,33
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,23,22,0,0,45
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,4,19,25,21,69
ALALAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,1,1,1,3,6
ALCALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,0,1,8,3,12
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,7,12,1,1,21
ANCORAIMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,6,9,2,1,18
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,0,1,1,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,5,3,3,5,16
APOLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,5,3,7,2,17
ARAMPAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,1,0,12,11,24
ARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,10,5,1,3,19
ARBIETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,25,29,12,17,83
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,2,1,18,14,35
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,56,51,1,0,108
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,5,8,1,1,15
AUCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,3,3,1,4,11
AYATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,4,4,3,4,15
AYO AYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,4,3,4,2,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,29,24,24,33,110
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,4,4,6,4,18
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,10,23,1,1,35
BAURES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,6,2,3,5,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,0,0,2,2,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,0,1,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,2,3,3,1,9
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,23,23,3,2,51
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,33,28,19,14,94
BOLIVAR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,1,0,4,8,13
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,0,0,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,2,5,5,8,20
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,18,17,1,2,38
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,20,26,6,7,59
CAIROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,10,17,1,2,30
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,8,8,3,3,22
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,10,3,3,2,18
CALACOTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,2,1,6,6,15
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,17,10,2,0,29
CAMARGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,21,17,9,4,51
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,3,4,1,2,10
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,35,40,0,2,77
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,9,26,2,3,40
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,5,3,4,3,15
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,26,21,6,8,61
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,67,62,3,4,136
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,13,9,9,9,40
CARIPUYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,9,7,7,1,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-05-01,3,8,3,12,26
