,group,variable,month,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,1,7,1,1,10
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,359,356,68,67,850
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,3,1,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,0,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,1,0,0,0,1
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,48,51,3,2,104
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,4,6,3,3,16
TARATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,2,0,0,2
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,2,0,0,1,3
TARVITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,1,2,3,6
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,0,2,1,3
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,1,0,0,1
TOMAVE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,0,1,5,6
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,4,5,1,6,16
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,4,2,0,0,6
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,1,0,0,1
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,4,2,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,2,4,1,0,7
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,1,1,1,0,3
YAMPARAEZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,1,2,2,0,5
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,0,1,0,0,1
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-04-01,3,3,1,1,8
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,1,0,0,4
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,5,3,0,0,8
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,0,0,2
ANCORAIMES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
ARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,2,3
ARBIETO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,1,1,3
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,4,2,8
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,2,0,0,4
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,3,0,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,6,4,6,3,19
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,0,0,2
BAURES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,0,2
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,0,0,2
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,0,0,3
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,9,6,2,21
BOYUIBE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,1,1,3
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,8,9,0,2,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,2,2,7
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,1,0,2
CAMARGO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,4,3,0,10
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,2,1,5
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,18,13,1,0,32
CARIPUYO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,0,2
CATACORA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,0,1,2,7
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,5,0,0,8
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,2,1,2,7
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,1,3,6
CHIMORE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,0,0,3
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,0,0,0,3
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,4,3,3,13
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,3,0,1,7
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,10,13,3,3,29
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,123,117,13,14,267
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,2,3,7
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,0,3,6
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,5,0,1,13
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,0,2,4
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,1,1,3
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,6,0,0,10
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,2,0,0,5
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,3,0,1,5
COROICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,1,2,4
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,4,0,0,11
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,10,13,5,5,33
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,6,1,0,11
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,0,2
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,49,53,10,5,117
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,1,0,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,0,0,3
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,12,7,0,1,20
EL VILLAR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,3,1,1,9
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,0,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,1,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,1,1,2,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,1,2
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,8,4,2,0,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,10,15,1,4,30
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,4,3,3,13
HUACARAJE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,0,1,3
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,9,1,2,14
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,2,0,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,2,0,3
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,3,0,0,6
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,9,0,0,16
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,10,4,0,0,14
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,153,141,4,8,306
LAJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,2,2
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,5,0,3,11
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,3,1,1,8
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,0,0,3
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,5,0,0,5
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,6,2,1,16
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,37,39,4,2,82
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,1,0,0,4
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,3,2,6
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,3,1,6
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,139,144,1,2,286
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,1,0,3
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,0,1,3
PAILON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,11,5,5,2,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,1,0,2
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,7,6,2,17
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
POOPO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,2,2,6
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,9,9,0,3,21
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,6,4,2,5,17
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,3,0,0,5
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,2,0,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,0,2
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,116,101,9,4,230
PUCARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,6,2,0,2,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,0,0,2
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,3,0,0,5
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,1,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,0,0,3
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,1,3
PUERTO SILES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,10,6,0,0,16
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,5,5,2,5,17
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,2,0,5
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,5,8,6,1,20
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,19,11,15,18,63
QUIME,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
REYES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,5,0,0,6
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,12,23,0,0,35
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,2,1,6
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,14,27,17,20,78
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,2,1,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,2,3
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SAN AGUSTIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,3,3,2,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,11,9,1,1,22
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,2,0,2
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,4,1,1,10
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,0,0,2,4
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,12,17,6,3,38
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,0,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,5,9,8,29
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,1,2,1,7
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,0,0,3
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,1,2,5
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,7,3,3,5,18
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,6,5,5,1,17
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,2,0,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,1,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,6,2,4,14
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,3,1,1,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,3,3,2,3,11
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,359,315,7,5,686
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,0,0,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,1,0,4
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,1,0,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,2,2,2,0,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,1,2
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,2,5,0,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,1,0,0,1
SENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,4,5,2,0,11
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,1,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,3,1,2,7
SOPACHUY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,0,0,0,1
SORACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,0,1,1
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,106,83,1,1,191
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,1,2,1,4,8
TARACO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2023-05-01,0,0,1,1,2
