,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,9,3,0,0,12
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,5,9,4,2,20
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,875,759,4,10,1648
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,9,2,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,8,1,1,14
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,1,1,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,0,0,1,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,2,0,0,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,0,3,2,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,1,0,0,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,1,1,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,6,4,1,1,12
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,5,9,0,2,16
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,15,20,1,1,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,5,1,0,0,6
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,0,1,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,32,35,2,4,73
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,2,1,4
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,4,0,1,6
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,8,5,2,7,22
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,188,163,2,4,357
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,4,0,0,6
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,2,1,5,8
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,1,2,3,7
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,6,5,7,2,20
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,3,1,3,10
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,3,1,5,12
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,114,97,3,6,220
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,10,2,3,17
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,5,6,0,1,12
TIAHUANACU,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,3,0,1,7
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,3,3,4,11
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,6,1,0,9
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,16,22,3,6,47
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,11,2,3,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,1,0,0,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,5,0,0,7
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,0,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,2,0,0,3
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,0,0,0,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,1,0,6,8
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,2,0,4,10
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,0,3,4,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,9,6,1,3,19
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,1,0,0,5
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,78,72,13,11,174
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,27,24,1,1,53
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,3,0,0,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,1,1,0,5
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,7,12,2,4,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,8,4,0,1,13
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,5,1,0,1,7
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,25,15,1,0,41
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,2,1,0,4
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,15,10,0,0,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,25,35,11,10,81
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,0,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,7,3,1,1,12
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,26,25,2,1,54
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,6,3,1,1,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,0,0,1,5
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,58,66,8,4,136
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,7,2,0,0,9
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,22,14,2,0,38
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,23,22,24,22,91
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,4,0,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,2,0,0,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,102,90,0,5,197
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,4,0,1,6
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,47,45,13,9,114
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,1,0,1,3
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,0,0,0,1
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,20,20,23,11,74
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,4,7,0,1,12
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,3,3,1,3,10
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,1,1,3,2,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-02-01,0,0,2,1,3
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,1,2,1,6
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,9,3,6,23
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,21,18,3,1,43
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,15,5,5,34
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,0,2,2
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,0,0,1,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,8,0,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,10,0,0,14
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,1,0,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,0,0,2,8
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,12,16,4,1,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,1,2,3,7
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,3,3,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,18,14,2,2,36
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,6,2,0,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,22,35,1,1,59
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,8,1,1,19
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,4,0,0,9
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,0,0,0,3
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,6,1,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,10,14,11,14,49
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,3,4,3,13
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,15,1,0,22
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,3,1,2,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,1,0,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,3,1,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,19,18,1,0,38
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,15,16,11,3,45
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,2,3,1,6
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,3,0,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,10,3,0,21
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,10,7,4,6,27
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,7,1,0,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,0,2,12
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,8,2,2,14
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,13,3,2,1,19
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,15,5,1,2,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,0,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,16,14,5,1,36
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,13,0,2,22
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,1,1,2,7
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,19,13,0,2,34
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,36,28,2,2,68
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,10,9,0,0,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,3,0,0,6
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,2,2,5,12
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,13,16,10,6,45
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,8,1,1,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,20,10,5,8,43
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,2,0,1,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,7,2,2,19
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,31,22,15,10,78
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,1,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,12,1,0,21
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,4,1,3,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,6,2,1,11
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,2,4,16
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,12,7,1,0,20
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,32,25,9,10,76
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,11,6,4,28
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,461,431,1,4,897
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,35,28,0,2,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,11,1,1,22
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,16,12,0,1,29
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,18,14,8,5,45
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,9,0,0,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,9,3,2,20
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,6,2,2,17
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,1,1,0,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,25,24,4,2,55
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,3,2,2,15
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,9,2,2,22
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,2,1,3,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,10,6,3,26
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,3,0,0,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,10,18,0,3,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,61,48,9,9,127
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,15,2,1,27
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,2,0,2,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,1,2
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,10,3,6,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,0,1,1
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,3,1,2,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,445,411,133,115,1104
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,5,0,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,16,0,0,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,8,1,1,13
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,34,32,1,1,68
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,2,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,12,2,2,22
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,36,38,0,1,75
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,1,0,2,7
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,1,0,0,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,1,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,7,2,2,14
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,4,9,1,17
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,4,1,1,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,14,4,1,1,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,5,3,2,15
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,8,4,2,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,4,0,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,31,31,0,0,62
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,8,7,2,2,19
HUACARAJE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,1,0,2
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,8,3,2,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,14,4,6,31
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,3,0,1,9
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,2,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,1,1,2
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,1,3,4
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,0,2,3
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,1,5,3,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,0,2,1,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,2,3,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,8,4,2,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,7,0,3,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,9,0,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,26,22,1,3,52
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,87,81,1,2,171
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,409,398,16,24,847
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,1,0,1,6
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,15,6,3,1,25
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,0,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,14,13,33,35,95
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,2,0,0,2
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,2,0,0,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,5,2,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,1,0,2
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,4,2,1,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,5,3,0,1,9
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,9,11,2,1,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,0,2,3,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,22,17,2,1,42
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,7,6,0,2,15
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,16,16,0,0,32
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,6,15,8,2,31
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,4,2,1,10
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,1,0,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,1,0,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,22,19,1,0,42
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,75,80,8,18,181
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,2,3,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,1,3,3,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,4,1,1,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,0,1,2,1,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,3,3,6,1,13
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,5,4,4,17
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,1,3,1,5,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,263,282,12,12,569
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,11,8,0,0,19
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,11,3,2,1,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,12,12,5,9,38
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,14,16,0,1,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,20,10,6,4,40
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2023-03-01,4,6,3,2,15
