,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,0,0,0,3
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,1,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,1,1,3
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,0,0,2
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,6,7,4,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,3,1,5
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,1,5,2,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,8,2,2,17
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,12,3,6,26
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,7,3,1,13
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,33,32,3,2,70
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,92,86,7,5,190
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,314,283,10,21,628
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,4,0,0,5
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,8,8,1,2,19
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,14,30,31,84
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,0,0,3
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,1,1,4
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,4,0,1,6
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,2,0,1,9
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,4,2,3,18
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,13,0,0,19
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,25,12,1,0,38
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,4,3,2,13
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,6,3,3,19
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,10,5,2,24
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,7,3,3,17
MOJINETE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,5,0,0,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,9,0,0,18
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,81,60,17,22,180
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,2,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,1,1,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,1,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,2,4,6
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,2,5,10
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,2,3,2,13
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,4,2,9
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,210,189,38,29,466
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,6,0,0,15
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,1,3,3,11
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,14,15,9,3,41
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,14,11,3,2,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,17,5,6,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,8,0,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,10,14,3,4,31
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,5,1,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,2,2,0,6
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,6,5,5,21
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,8,1,1,19
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,3,6,9,24
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,7,2,9
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,11,8,2,1,22
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,6,0,4,15
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,4,3,1,13
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,16,15,2,1,34
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,3,0,2,6
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,166,162,20,23,371
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,3,1,7
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,11,6,0,26
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,0,1,3,6
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,3,0,1,7
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,7,0,1,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,11,1,1,22
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,6,2,1,9
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,14,0,1,21
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,33,35,16,11,95
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,6,5,5,20
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,10,13,7,45
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,2,1,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,43,79,57,48,227
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,2,3,1,10
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,2,0,1,5
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,4,8,13
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,8,11,3,1,23
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,74,104,18,24,220
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,17,2,0,34
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,19,13,4,9,45
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,80,73,10,28,191
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,1,1,3
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,5,4,6,22
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,7,1,0,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,0,1,1,8
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,8,2,1,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,10,3,13,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,3,1,4,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,0,2,5
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,5,0,0,9
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,25,25,5,9,64
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,6,3,1,16
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,7,8,2,32
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,14,19,2,9,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,43,31,43,29,146
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,5,0,3,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,13,15,1,1,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,3,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,18,10,11,14,53
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,8,3,4,1,16
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,37,37,6,14,94
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,6,2,0,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,5,0,0,20
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,15,9,9,7,40
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,12,12,1,1,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,6,3,4,22
SAN PEDRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,9,3,1,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,8,7,8,30
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,3,1,0,8
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,4,4,4,16
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,0,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,2,3,5
SAN RAFAEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,5,4,9,21
SAN RAMON BENI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,2,0,1,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,1,2,0,6
SANTA ANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,11,7,2,3,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,862,824,152,146,1984
SANTA ROSA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,9,4,0,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,9,5,0,0,14
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,2,1,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,4,1,1,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,1,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,0,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,2,1,0,5
SENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,4,1,3,15
SHINAOTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,19,13,4,3,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,11,10,1,0,22
SICAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,1,3,7
SIPE SIPE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,32,24,2,2,60
SOPACHUY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,4,1,1,11
SORACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,2,7,1,15
SORATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,2,2,8,19
SUCRE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,171,184,4,11,370
TACACOMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,4,1,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,1,2,3,9
TACOPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,1,3,4
TAPACARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,16,8,5,9,38
TARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,8,2,6,16
TARACO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,3,0,0,6
TARATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,4,4,0,10
TARIJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,74,81,1,2,158
TARVITA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,4,2,1,8
TEOPONTE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,6,3,3,18
TIAHUANACU,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,7,1,1,14
TINGUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,2,2,10,19
TIPUANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,3,1,3,9
TIQUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,26,25,8,9,68
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,6,11,6,26
TOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,3,1,0,6
TOLATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,3,1,0,4
TOLEDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,1,0,4
TOMAVE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,2,5,2,12
TOMINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,4,2,0,8
TORO TORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,1,3,4,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,8,3,3,19
TOTORA(ORR),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,0,0,0,2
TRIGAL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,89,78,18,21,206
TUPIZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,27,24,5,4,60
TURCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,1,0,2,6
UMALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,3,2,8
UNCIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,18,4,1,5,28
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,8,2,1,17
URUBICHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,5,5,2,0,12
UYUNI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,19,13,1,3,36
VACAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,0,0,4,4,8
VALLEGRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,16,11,0,0,27
VIACHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,32,26,8,8,74
VILA VILA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,2,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,4,0,1,11
VILLA MONTES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,25,16,7,7,55
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,6,2,3,1,12
VILLA SERRANO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,3,0,1,2,6
VILLA TUNARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,39,38,37,24,138
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,7,6,1,0,14
VILLAZON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,21,18,4,3,46
VINTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,22,15,19,13,69
VITICHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,1,2,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,2,0,0,3
WARNES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,77,54,14,11,156
YACO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,1,0,3
YACUIBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,34,39,12,6,91
YAMPARAEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,1,1,5
YANACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,1,1,0,4
YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,18,16,29,26,89
YOCALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,4,1,0,1,6
YOTALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,1,3,1,6
YUNCHARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,2,3,1,1,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-04-01,1,0,0,0,1
ACACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,2,1,0,3
ACHACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,14,11,1,3,29
ACHOCALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,11,17,0,0,28
AIQUILE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,7,11,16,10,44
ALALAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,0,2,0,2
ALCALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,0,1,3,5
ALTO BENI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,5,7,0,0,12
ANCORAIMES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,3,4,2,2,11
ANDAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,1,1,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,1,0,1,3
ANZALDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,3,2,3,9
APOLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,14,17,1,4,36
ARAMPAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,0,0,3,3
ARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,7,3,2,0,12
ARBIETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,10,9,3,6,28
ARQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,1,6,2,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,20,14,0,2,36
ATOCHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,4,6,0,0,10
AUCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,3,2,0,0,5
AYATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,2,2,0,2,6
AYO AYO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,3,3,3,2,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,7,10,5,3,25
AZURDUY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,9,0,4,14
BATALLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,5,17,1,1,24
BAURES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,1,1,1,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,1,0,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,1,3,0,4
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,23,21,0,0,44
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,17,19,10,2,48
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,0,0,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,5,1,0,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,11,11,0,0,22
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,15,11,2,5,33
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,4,2,0,1,7
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,5,5,0,0,10
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2023-05-01,10,5,1,0,16
