,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,0,0,2
APOLO,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,9,5,4,25
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,2,3,6
ARANI,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,1,1,3
ARBIETO,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,1,0,3,9
ARQUE,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,7,8,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2023-04-01,38,29,0,0,67
ATOCHA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,3,2,1,7
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,3,1,5
AYATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,3,5,10
AYO AYO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,4,5,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2023-04-01,4,11,7,6,28
AZURDUY,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,1,1,1,8
BATALLAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,4,3,3,13
BAURES,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,0,0,2
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,0,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2023-04-01,18,15,0,0,33
BETANZOS,vacunaciones en menores de 1 ano,bcg,2023-04-01,14,13,5,6,38
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,6,0,6
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,4,0,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,6,0,2,8
CABEZAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,10,14,5,36
CAIROMA,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,6,3,1,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2023-04-01,6,1,2,2,11
CAJUATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,6,0,0,9
CALACOTO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,1,2,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,2,5,10
CAMARGO,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,11,1,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2023-04-01,41,39,0,0,80
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,13,1,1,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,1,2,4
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,8,1,3,16
CARANAVI,vacunaciones en menores de 1 ano,bcg,2023-04-01,43,43,1,1,88
CARAPARI,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,6,1,1,13
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,5,5,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,3,1,1,7
CATACORA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,1,1,3
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,23,17,7,6,53
CHAQUI,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,5,3,2,15
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,9,14,22,55
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,4,3,4,15
CHIMORE,vacunaciones en menores de 1 ano,bcg,2023-04-01,18,16,8,3,45
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2023-04-01,21,14,0,0,35
CHUMA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,2,1,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,3,5,3,14
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,6,9,18
CLIZA,vacunaciones en menores de 1 ano,bcg,2023-04-01,14,16,0,0,30
COBIJA,vacunaciones en menores de 1 ano,bcg,2023-04-01,51,40,2,2,95
COCAPATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,7,6,16
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2023-04-01,570,541,11,12,1134
COIPASA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2023-04-01,18,22,0,0,40
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2023-04-01,4,3,1,2,10
COLLANA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,6,6,3,22
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,2,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,13,5,5,5,28
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,5,2,9
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,2,6,1,17
COMANCHE,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,13,10,0,1,24
COMBAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2023-04-01,19,21,3,2,45
COPACABANA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,4,0,1,8
CORIPATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,7,0,0,10
CORO CORO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,3,4,9
COROICO,vacunaciones en menores de 1 ano,bcg,2023-04-01,18,13,5,0,36
CORQUE,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,2,2,0,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,7,1,1,10
COTOCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,62,48,5,6,121
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,11,17,12,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,1,0,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,6,0,1,17
CURVA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,4,0,0,4
EL ALTO,vacunaciones en menores de 1 ano,bcg,2023-04-01,548,563,49,40,1200
EL CHORO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,2,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2023-04-01,4,10,0,0,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,2,5
EL TORNO,vacunaciones en menores de 1 ano,bcg,2023-04-01,44,37,1,2,84
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,7,3,2,22
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2023-04-01,23,23,0,2,48
ESCOMA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,3,2,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2023-04-01,11,5,3,4,23
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,3,4,9
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,4,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,8,1,1,12
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,9,5,16
GUANAY,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,3,2,4,18
GUAQUI,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,1,4,2,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2023-04-01,42,29,0,0,71
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,10,3,0,18
HUACARAJE,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,0,0,0,3
HUACARETA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,3,2,4,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,3,0,2,13
HUARINA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,3,1,0,8
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,1,2
HUMANATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,3,0,3
ICLA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2023-04-01,6,6,0,4,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,1,0,2
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,3,1,4
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2023-04-01,2,2,1,1,6
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,2,3,7,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,3,1,6
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,23,32,1,0,56
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2023-04-01,54,62,1,3,120
LA PAZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,572,577,1,1,1151
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,0,2,5
LAJA,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,3,4,5,17
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,13,31,31,83
LLICA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,1,2
LORETO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,2,4,7
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,1,1
MACHARETI,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,1,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,0,5,2,15
MAIRANA,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,3,0,0,12
MALLA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,7,0,0,16
MECAPACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,4,5
MINEROS,vacunaciones en menores de 1 ano,bcg,2023-04-01,13,11,1,0,25
MIZQUE,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,10,1,5,24
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,3,4,7,15
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,0,1,3
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2023-04-01,21,15,0,0,36
MONTERO,vacunaciones en menores de 1 ano,bcg,2023-04-01,123,145,0,2,270
MORO MORO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,5,3,0,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,4,0,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,5,3,1,11
OKINAWA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,7,2,0,12
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,2,5
ORURO,vacunaciones en menores de 1 ano,bcg,2023-04-01,297,258,10,9,574
PADCAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,2,1,1,8
PADILLA,vacunaciones en menores de 1 ano,bcg,2023-04-01,11,11,0,0,22
PAILON,vacunaciones en menores de 1 ano,bcg,2023-04-01,26,20,8,4,58
PALCA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,5,5,13
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2023-04-01,13,12,6,6,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2023-04-01,6,3,0,1,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
PASORAPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,15,25,2,2,44
PAZÑA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,2,0,3
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,1,5,8
POCOATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,5,17,10,32
POCONA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,1,1,1,7
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,10,5,15
POOPO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,1,3,6
PORCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,6,0,0,14
POROMA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,2,1,5
PORONGO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,3,1,1,8
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2023-04-01,15,10,0,1,26
PORVENIR,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,0,0,3
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2023-04-01,252,236,3,10,501
PRESTO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,0,1,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,9,16,7,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,2,3,6
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,4,4,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,3,1,0,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,13,0,0,23
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,2,4,2,16
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,16,13,0,0,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2023-04-01,74,52,2,3,131
PUNA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,3,4,2,11
PUNATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,33,25,2,3,63
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,3,3,6
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2023-04-01,111,111,13,5,240
QUIME,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,3,1,3,11
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,3,1,7
RAVELO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,1,3,0,7
REYES,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,5,1,1,17
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,126,125,8,12,271
ROBORE,vacunaciones en menores de 1 ano,bcg,2023-04-01,21,13,1,0,35
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,13,13,24,59
SABAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,3,0,0,6
SACABA,vacunaciones en menores de 1 ano,bcg,2023-04-01,109,126,2,4,241
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,1,2
SACACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,8,7,5,27
SAIPINA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,3,1,1,6
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,4,1,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,0,0,3
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,2,3,0,8
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,2,1,6
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2023-04-01,43,31,14,21,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,12,1,2,23
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2023-04-01,14,15,0,0,29
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2023-04-01,23,31,9,11,74
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,61,49,18,8,136
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2023-04-01,18,11,2,0,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,6,1,2,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2023-04-01,19,21,14,25,79
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,1,0,1,6
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2023-04-01,46,39,6,1,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,1,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2023-04-01,3,4,0,1,8
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,10,14,7,3,34
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,15,10,2,0,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,6,1,1,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2023-04-01,14,5,1,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,12,17,11,11,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,4,0,6
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,2,15,9,28
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,1,1,3,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,3,2,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,4,1,1,15
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2023-04-01,18,16,1,1,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1267,1204,35,34,2540
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,5,0,0,9
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,5,0,1,13
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,1,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,0,1,2
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,3,3,7
SENA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,5,0,0,6
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2023-04-01,21,27,0,0,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2023-04-01,7,8,1,3,19
SICAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,0,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2023-04-01,24,22,0,2,48
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,0,1,4
SORACACHI,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,3,3,7
SORATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,2,3,1,10
SUCRE,vacunaciones en menores de 1 ano,bcg,2023-04-01,222,230,1,2,455
TACACOMA,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,3,2,1,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,6,1,8
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2023-04-01,7,12,8,12,39
TARABUCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,8,6,1,0,15
TARACO,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,2,3,8
TARATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,1,1,0,5
TARIJA,vacunaciones en menores de 1 ano,bcg,2023-04-01,149,153,1,0,303
TARVITA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,3,0,3,10
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,4,3,2,13
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,5,0,8
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,4,0,3,5,12
TIPUANI,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,2,0,0,2
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2023-04-01,32,33,2,6,73
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2023-04-01,3,2,4,3,12
TOCO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,2,0,0,5
TOLATA,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,0,0,3
TOLEDO,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,3,0,0,3
TOMAVE,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,2,2,1,6
TORO TORO,vacunaciones en menores de 1 ano,bcg,2023-04-01,5,4,1,3,13
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2023-04-01,6,8,3,0,17
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2023-04-01,2,2,0,0,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2023-04-01,126,145,1,1,273
TUPIZA,vacunaciones en menores de 1 ano,bcg,2023-04-01,31,31,1,2,65
UMALA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,2,0,2
UNCIA,vacunaciones en menores de 1 ano,bcg,2023-04-01,9,14,4,3,30
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,11,0,0,11
URUBICHA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,3,0,1,4
UYUNI,vacunaciones en menores de 1 ano,bcg,2023-04-01,14,20,5,2,41
VACAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,0,2,3,6
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2023-04-01,22,11,0,0,33
VIACHA,vacunaciones en menores de 1 ano,bcg,2023-04-01,37,29,2,3,71
VILA VILA,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,4,4,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2023-04-01,1,1,1,1,4
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2023-04-01,27,39,1,1,68
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,1,3,3,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2023-04-01,2,0,1,2,5
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2023-04-01,30,33,8,16,87
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2023-04-01,3,2,1,1,7
VILLAZON,vacunaciones en menores de 1 ano,bcg,2023-04-01,19,16,2,4,41
VINTO,vacunaciones en menores de 1 ano,bcg,2023-04-01,39,28,2,2,71
VITICHI,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,1,1,2,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2023-04-01,0,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,bcg,2023-04-01,79,85,5,1,170
YACO,vacunaciones en menores de 1 ano,bcg,2023-04-01,3,1,3,6,13
YACUIBA,vacunaciones en menores de 1 ano,bcg,2023-04-01,48,62,2,8,120
