,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-05-01,11,8,19
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,2,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,76,77,153
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,698,563,1261
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,18,12,30
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,6,3,9
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,780,752,1532
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-05-01,5,11,16
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,3,1,4
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,30,21,51
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2012-05-01,4,0,4
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,405,348,753
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,5,3,8
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,11,11,22
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,64,56,120
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,23,25,48
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,5,3,8
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,87,78,165
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,50,48,98
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,6,6,12
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,20,14,34
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,4,4
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,30,31,61
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,4,4,8
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,5,3,8
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,28,33,61
SACACA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,2,1,3
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,3,4,7
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,3,3,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,31,33,64
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,2,0,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,7,2,9
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,3,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,14,23,37
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,2,0,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,4,6,10
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,968,948,1916
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,6,5,11
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,1,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,98,69,167
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,2,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,53,42,95
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,16,25,41
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-05-01,0,2,2
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,41,31,72
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,17,18,35
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,1,4,5
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,7,8,15
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,13,13,26
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,20,10,30
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,9,12,21
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,4,2,6
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,11,7,18
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,25,27,52
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-05-01,4,2,6
ACHACACHI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,26,19,45
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,136,106,242
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,22,21,43
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,3,3
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,15,9,24
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,5,5,10
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,12,0,12
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,9,8,17
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-06-01,23,26,49
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,1,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,94,119,213
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,220,220,440
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,10,12,22
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,1,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,296,238,534
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,2,3
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,2,5
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,35,22,57
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,4,3,7
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,484,636,1120
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,6,8,14
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,2,2,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,4,10,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,102,57,159
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,52,32,84
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,4,6,10
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,1,4
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,91,91,182
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,69,39,108
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,2,0,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,7,3,10
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,12,13,25
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,5,6
REYES,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,33,34,67
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,8,11,19
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,5,2,7
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,56,25,81
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,2,0,2
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,5,6
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,5,1,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,26,15,41
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,0,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,1,4
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,2,3,5
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,3,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,2,0,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,517,469,986
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,5,2,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,0,4,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,61,49,110
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,2,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,43,29,72
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,27,23,50
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,52,34,86
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,9,18,27
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,3,1,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,11,6,17
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,14,13,27
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,10,7,17
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,9,5,14
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,2,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,4,4,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,17,15,32
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,1,0,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-06-01,6,5,11
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,3,5
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,17,12,29
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,17,20,37
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,82,91,173
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,13,15,28
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,23,21,44
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,0,2
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,19,14,33
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,5,7,12
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,15,2,17
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,5,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-07-01,16,17,33
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,4,1,5
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,108,86,194
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,169,120,289
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,12,6,18
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,1,1
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,25,37,62
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,1,3
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,268,189,457
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-07-01,8,6,14
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,0,2
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,5,7
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,36,18,54
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,0,2
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,15,15
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,1,1
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,2,3
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,429,390,819
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,8,3,11
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,6,7
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,2,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,9,10,19
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,79,54,133
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,38,38,76
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,5,10,15
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,4,0,4
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,86,84,170
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,51,41,92
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,6,10,16
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,12,8,20
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,5,6,11
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,69,56,125
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,2,0,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,9,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,2,3
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,6,0,6
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,4,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,23,20,43
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,1,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,0,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,3,6
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,3,3
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,6,5,11
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,1,4
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,510,400,910
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,7,10
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,67,51,118
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,102,82,184
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,0,2,2
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,18,21,39
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,0,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,575,605,1180
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,13,7,20
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,1,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,14,6,20
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,13,11,24
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,11,9,20
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,10,17,27
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,3,4,7
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,2,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,15,8,23
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-07-01,1,1,2
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,2,4
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,12,18,30
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,7,5,12
BAURES,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,2,4
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,236,192,428
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,12,14,26
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,29,26,55
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,0,4
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,6,4,10
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,13,4,17
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,8,5,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-08-01,20,22,42
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,4,6
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,94,75,169
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,200,151,351
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,12,5,17
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,30,20,50
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,3,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,390,495,885
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-08-01,9,3,12
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,2,6
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,19,18,37
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,3,6
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,2,6
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,577,428,1005
LAGUNILLAS,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,1,2
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,4,7
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,6,0,6
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,7,2,9
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,2,5
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,67,55,122
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,39,42,81
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,5,9
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,7,5,12
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,51,55,106
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,39,31,70
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,1,3
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,5,2,7
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,7,14,21
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,24,6,30
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,8,4,12
REYES,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,85,71,156
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,0,2,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,6,10,16
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,20,19,39
SACACA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,0,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,4,8
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,71,41,112
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,2,5
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,5,3,8
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,0,2
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,1,2
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,3,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,354,335,689
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,4,3,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,0,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,45,61,106
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,1,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,121,80,201
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,0,2
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,6,17,23
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-08-01,0,3,3
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,661,575,1236
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,11,10,21
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,3,5
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,11,10,21
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,8,7,15
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,10,8,18
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,14,7,21
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,3,6,9
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,1,4,5
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,43,37,80
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-08-01,2,3,5
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,17,14,31
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,4,6
BAURES,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,1,3
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,281,246,527
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,19,19,38
