,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,8,8,16
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,5,8
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,12,16
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,18,17,35
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,287,239,526
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,3,7
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,3,7
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,1,4
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,2,2,4
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,165,130,295
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,5,9
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,0,2,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,5,4,9
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,10,14
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,172,140,312
LAGUNILLAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,7,6,13
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,0,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,8,4,12
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,49,39,88
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,18,34,52
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,3,6
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,1,5
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,2,2,4
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,7,3,10
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,32,21,53
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,5,4,9
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,15,13,28
QUIABAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,7,14,21
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,6,0,6
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,3,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,10,5,15
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,28,21,49
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,2,6
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,8,5,13
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,9,5,14
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,5,17,22
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,0,3
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,6,2,8
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,5,2,7
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,2,3
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,2,1,3
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,12,6,18
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,130,170,300
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,22,11,33
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,1,4
SORATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,68,64,132
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,2,3
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,44,36,80
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,1,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,7,11,18
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,8,5,13
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,2,3
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,2,6
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,12,12,24
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,0,1,1
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,10,4,14
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,1,5
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,6,3,9
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,33,24,57
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,0,2,2
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,2,5
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,1,3
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,10,7,17
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,5,8
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,11,9,20
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,2,2
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,4,2,6
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,7,1,8
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,3,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,6,1,7
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,8,3,11
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,37,20,57
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,106,99,205
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,4,1,5
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,5,8
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,2,5
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,99,82,181
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,6,7
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,4,6
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,13,8,21
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,1,2
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,2,4
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,117,137,254
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,5,9,14
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,0,2
MOJOCOYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,1,3
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,46,39,85
NACEBE (SANTA ROSA DEL ABUNA),diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,8,4,12
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,19,16,35
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,1,4
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,2,4
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,3,4
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,2,5
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,3,6
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,17,9,26
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,1,4
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,4,2,6
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,15,13,28
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,6,3,9
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,1,2
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,4,4,8
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,5,7
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,9,12
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,10,5,15
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,0,2
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,3,5
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,11,10,21
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,2,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,14,22,36
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,0,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,5,3,8
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,1,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,2,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,0,1
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,1,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,5,1,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,140,159,299
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,16,4,20
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,1,4
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,36,23,59
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,19,11,30
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,0,1
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,0,2
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,7,5,12
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,8,9,17
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,2,2,4
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,4,6,10
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,6,8,14
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,19,10,29
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,0,3
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,3,5,8
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,38,25,63
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-06-01,17,8,25
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,0,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,24,9,33
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,2,4
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,0,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,4,6,10
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,11,11,22
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,2,2
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,0,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,5,2,7
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,3,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,31,35,66
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,78,60,138
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,2,5
"COLCHA ""K""",diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,7,8
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,2,3
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,2,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,75,77,152
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,2,2
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,4,5,9
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,3,3
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,2,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,79,61,140
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,3,6
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,4,5,9
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,41,26,67
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,19,7,26
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,6,2,8
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,2,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,7,8,15
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,24,17,41
PUERTO GONZALO MORENO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,2,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,6,8
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,3,6
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,7,12,19
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,6,3,9
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,4,7
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,4,3,7
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,1,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,7,3,10
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,12,8,20
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,2,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,20,12,32
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,123,177,300
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,5,4,9
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
SORATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,5,5
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,39,27,66
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,30,19,49
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,0,1,1
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,12,11,23
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,4,5,9
URIONDO (A. CONCEPCION),diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,1,2
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,7,19,26
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,10,3,13
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,1,0,1
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,11,4,15
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,2,2,4
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,3,0,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,29,34,63
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-07-01,12,7,19
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,8,6,14
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,3,6
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,1,4
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,7,6,13
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,1,2
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,1,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,9,4,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,1,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,13,16,29
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,51,47,98
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,1,3
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,0,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,3,6
COPACABANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,1,3
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,48,45,93
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,3,5
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,9,5,14
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
HUACHACALLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,3,4
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,68,56,124
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,5,2,7
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,3,5
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,5,8
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,23,25,48
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,12,13,25
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,2,3
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,6,6,12
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,3,4
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,21,15,36
PRESTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,1,2
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,1,4
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,6,2,8
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,3,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,4,2,6
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,5,2,7
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,7,3,10
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,3,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,3,5
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,10,11,21
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,8,3,11
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,7,4,11
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,1,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,21,20,41
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,2,4
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,3,5
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,2,0,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
