,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,6,8,14
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,19,20,39
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,1,2,3
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,13,1,14
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,4,2,6
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,16,6,22
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,1,2,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,5,5,10
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,4,2,6
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,11,10,21
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,1,2,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,4,5,9
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,3,1,4
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,8,6,14
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,4,1,5
YOTALA,diagnostico de egreso,diarreas en menores de 5 anos,2012-04-01,0,1,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,1,3
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,4,1,5
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,5,8
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,55,42,97
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,7,3,10
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,0,3
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,2,5
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,4,2,6
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,1,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,1,4
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,0,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,14,13,27
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,137,102,239
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,9,7,16
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,3,3
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,148,119,267
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,23,7,30
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,16,11,27
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,3,2,5
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,52,68,120
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,0,2
MACHARETI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,31,31
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,0,2
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,15,13,28
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,35,40,75
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,8,5,13
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,23,13,36
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,2,4
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,6,5,11
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,5,3,8
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,14,26,40
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,6,2,8
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,7,0,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,10,9,19
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,2,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,1,3
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,5,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,4,6,10
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,19,21,40
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,11,11,22
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,6,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,117,125,242
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,16,6,22
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,9,10,19
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,4,6
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,1,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,9,6,15
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,0,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,1,2,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,25,14,39
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,5,3,8
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,0,1,1
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,2,3,5
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,6,0,6
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,16,9,25
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-05-01,4,4,8
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,0,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,5,4,9
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,2,5
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,25,32,57
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,7,8,15
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,3,6
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,1,2
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,0,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,1,2
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,6,5,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,1,3
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,1,3
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,20,30,50
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,135,86,221
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,16,8,24
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,2,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,4,4,8
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,126,81,207
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,1,3
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,2,5
EL VILLAR,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,4,4,8
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,13,13,26
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,7,10
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,90,80,170
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,8,11
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,5,5,10
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,45,40,85
NACEBE (SANTA ROSA DEL ABUNA),diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,1,3
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,68,78,146
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,4,4
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,4,6
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,13,11,24
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,35,25,60
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,1,4
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,10,5,15
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,8,6,14
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,5,7
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,30,32,62
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,3,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,12,3,15
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,18,16,34
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,2,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,8,12,20
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,5,7
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,2,3
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,18,21,39
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SAN PABLO DE LIPEZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,23,17,40
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,201,187,388
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,22,15,37
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,39,25,64
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,1,2,3
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,27,13,40
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,1,3
TOLATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,14,7,21
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,7,7,14
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,0,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,0,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,9,6,15
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,3,2,5
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,30,24,54
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,2,5,7
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,6,6,12
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,7,7,14
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,20,12,32
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,13,12,25
YOCALLA,diagnostico de egreso,diarreas en menores de 5 anos,2012-06-01,4,5,9
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,4,6
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,2,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,8,5,13
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,9,6,15
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,40,23,63
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,1,3
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,10,6,16
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,2,3
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,3,8
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,1,2
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,4,3,7
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,3,2,5
CKOCHAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,9,5,14
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,19,16,35
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,83,88,171
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,3,1,4
"COLCHA ""K""",diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,3,2,5
COLOMI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,4,5
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,9,2,11
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,5,10
CUEVO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,118,81,199
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,4,9,13
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,30,13,43
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,4,4
JESUS DE MACHACA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,6,6
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,68,48,116
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,3,8
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,7,6,13
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,1,3
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,4,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,6,2,8
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,74,51,125
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,16,13,29
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,0,2
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,3,1,4
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,20,14,34
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,15,12,27
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,4,5,9
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,4,3,7
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,2,3
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,32,23,55
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,3,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,6,4,10
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,3,5
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,4,9
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,6,10,16
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,3,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,1,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,43,43,86
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,2,2
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,36,19,55
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,1,3
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,3,5
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,0,2
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,4,3,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,242,243,485
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,9,9,18
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,0,8,8
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,28,24,52
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,49,30,79
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,0,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,105,95,200
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,5,7
URIONDO (A. CONCEPCION),diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,1,1,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,12,8,20
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,7,15,22
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,20,14,34
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,1,6
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,2,3,5
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,5,5,10
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,22,11,33
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-07-01,9,14,23
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,1,4
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,3,5
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,11,3,14
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,10,6,16
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,26,28,54
BOLPEBRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,4,8
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,2,2
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,1,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,21,12,33
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,6,14
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,3,7
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,7,4,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,2,4
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,40,33,73
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,52,37,89
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,14,5,19
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,3,6
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,2,6
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,4,5
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,107,86,193
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,6,14
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,21,19,40
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,9,3,12
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,44,50,94
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,5,9
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,3,5
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,1,4
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,1,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
