municipality,group,variable,month,Número de personas que recibieron orientación en Anticoncepción,TOTAL
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,39,39
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,5,5
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,126,126
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,501,501
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,611,611
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,3,3
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,143,143
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,3,3
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,19,19
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,67,67
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,82,82
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,39,39
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1216,1216
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,111,111
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,163,163
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,97,97
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,39,39
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,244,244
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,29,29
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,24,24
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,9,9
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,78,78
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,15,15
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,44,44
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,38,38
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,126,126
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,154,154
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,93,93
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,32,32
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,34,34
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,199,199
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,98,98
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,35,35
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,52,52
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1224,1224
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,170,170
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,105,105
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,64,64
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,64,64
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,39,39
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,19,19
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,75,75
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,66,66
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,13,13
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,74,74
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,203,203
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,161,161
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,203,203
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1800,1800
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,12,12
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,28,28
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,125,125
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,967,967
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,132,132
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,101,101
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,27,27
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,990,990
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,53,53
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,118,118
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,33,33
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,66,66
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,26,26
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,8,8
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,187,187
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,27,27
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,3,3
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,49,49
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,61,61
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,163,163
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,41,41
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,164,164
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,304,304
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,276,276
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,15,15
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,84,84
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,203,203
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,94,94
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,342,342
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,44,44
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,54,54
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,574,574
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,46,46
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,130,130
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,7,7
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,162,162
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,78,78
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,21,21
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,14,14
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,25,25
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,3,3
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,90,90
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,26,26
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,32,32
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,158,158
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,7020,7020
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,85,85
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,195,195
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,9,9
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,77,77
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,28,28
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,14,14
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,43,43
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,21,21
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,10,10
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,15,15
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,105,105
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,62,62
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,32,32
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,525,525
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,78,78
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,82,82
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,47,47
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,4785,4785
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,7,7
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,38,38
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,41,41
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,37,37
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,9,9
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,283,283
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,549,549
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,48,48
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,58,58
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1436,1436
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,193,193
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,87,87
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,198,198
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,26,26
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,28,28
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1173,1173
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,242,242
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,23,23
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,66,66
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,49,49
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,66,66
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,42,42
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,239,239
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,51,51
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,123,123
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,42,42
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,680,680
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,330,330
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,27,27
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,20,20
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,117,117
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,177,177
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,42,42
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,108,108
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,74,74
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,16,16
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,503,503
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,58,58
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,179,179
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,393,393
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,10,10
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,47,47
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,185,185
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,384,384
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,115,115
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,100,100
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,290,290
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,35,35
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,23,23
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,338,338
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,14,14
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,1386,1386
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,92,92
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,15,15
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,163,163
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,29,29
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,111,111
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,56,56
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-03-01,170,170
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,18,18
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,220,220
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,6,6
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,50,50
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,21,21
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,39,39
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,44,44
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,33,33
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,19,19
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,23,23
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,30,30
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,106,106
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,21,21
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,60,60
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,151,151
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,100,100
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,73,73
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,29,29
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,7,7
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2012-04-01,37,37
