municipality,group,variable,month,Mujeres con muestra de PAP,TOTAL
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,247,247
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,20,20
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,23,23
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,58,58
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,1,1
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,6,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,142,142
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,153,153
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,29,29
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,46,46
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,6,6
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,9,9
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,1,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-02-01,34,34
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,117,117
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,42,42
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,70,70
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,8,8
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,30,30
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,8,8
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,5,5
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,33,33
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,69,69
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,72,72
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,26,26
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,57,57
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,50,50
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,13,13
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,43,43
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,73,73
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,35,35
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,53,53
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,16,16
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,25,25
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,40,40
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,154,154
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,37,37
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,19,19
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,69,69
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,74,74
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,143,143
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4336,4336
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,80,80
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,29,29
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,23,23
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,41,41
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,70,70
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,16,16
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,23,23
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,28,28
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,131,131
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,41,41
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2942,2942
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,24,24
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,254,254
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,33,33
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,23,23
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,36,36
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,64,64
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,75,75
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,105,105
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,36,36
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,21,21
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,9,9
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,66,66
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,19,19
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,5,5
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,41,41
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,247,247
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4916,4916
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,11,11
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,45,45
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,22,22
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,90,90
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,19,19
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,25,25
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,85,85
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,228,228
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,55,55
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,100,100
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,380,380
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,19,19
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,60,60
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,23,23
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1012,1012
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,30,30
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,37,37
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,53,53
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,11,11
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,10,10
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,29,29
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,13,13
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,20,20
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,95,95
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,20,20
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,27,27
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,423,423
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,91,91
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,46,46
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,27,27
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,40,40
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,15,15
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,13,13
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,123,123
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,85,85
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,177,177
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,6,6
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,8,8
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,64,64
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,314,314
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,477,477
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,5,5
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,16,16
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,34,34
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,12,12
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,35,35
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,21,21
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,49,49
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,68,68
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,14,14
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,73,73
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,52,52
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,117,117
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,53,53
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,82,82
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,8,8
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,34,34
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,256,256
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,1,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,22,22
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,97,97
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,25,25
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,2,2
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,31,31
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,10,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4500,4500
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,96,96
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,80,80
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,3,3
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,7,7
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,24,24
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-03-01,4,4
