municipality,group,variable,month,Píldora: Usuarias Continuas,TOTAL
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,4,4
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,18,18
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,7,7
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,10,10
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,82,82
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,6,6
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,2,2
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,2,2
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,75,75
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,6,6
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,12,12
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,3,3
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,11,11
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,11,11
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,4,4
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,4,4
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,4,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,30,30
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,22,22
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,4,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,28,28
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,6,6
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,7,7
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,8,8
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,3,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,42,42
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,3,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,48,48
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,16,16
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,25,25
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,3,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,97,97
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,45,45
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,6,6
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,26,26
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,1,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,9,9
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-02-01,3,3
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,15,15
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,22,22
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,27,27
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,24,24
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,11,11
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,27,27
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,28,28
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,15,15
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,57,57
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,114,114
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,11,11
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,18,18
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,8,8
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,11,11
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,11,11
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,12,12
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,94,94
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,17,17
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,9,9
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,40,40
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,30,30
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,17,17
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,41,41
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,31,31
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,20,20
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,8,8
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,17,17
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,19,19
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,41,41
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,126,126
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,12,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,15,15
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,16,16
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,66,66
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,6,6
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,22,22
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,33,33
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,77,77
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,8,8
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,22,22
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,52,52
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,38,38
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,24,24
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,43,43
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,37,37
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,19,19
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,111,111
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,7,7
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,14,14
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,9,9
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,18,18
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,5,5
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,8,8
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,16,16
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,17,17
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,2,2
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,3,3
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,24,24
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,16,16
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,19,19
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,15,15
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,23,23
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,14,14
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,9,9
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,10,10
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,47,47
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,17,17
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,4,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,88,88
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,14,14
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,37,37
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-03-01,109,109
