municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,91,91
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,106,106
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,113,113
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,91,91
YUNGUYO DE LITORAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,1,1
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-03-01,103,103
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,60,60
ACHACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,256,256
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,59,59
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,346,346
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,31,31
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,38,38
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,111,111
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,43,43
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,21,21
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,75,75
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,221,221
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,54,54
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,121,121
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,267,267
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,170,170
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,101,101
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,48,48
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,90,90
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,355,355
AZURDUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,168,168
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1,1
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,59,59
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,9,9
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,23,23
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,43,43
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,383,383
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,47,47
BOLPEBRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,17,17
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,71,71
BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,166,166
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1,1
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,114,114
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,140,140
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,48,48
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,25,25
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,142,142
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,204,204
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,38,38
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,94,94
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,241,241
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,11,11
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,248,248
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,191,191
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2,2
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,237,237
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,95,95
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,35,35
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,14,14
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,21,21
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,465,465
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,128,128
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,17,17
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,18,18
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,116,116
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,297,297
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,11,11
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,24,24
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,48,48
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,78,78
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,125,125
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,214,214
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,186,186
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,459,459
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,333,333
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,685,685
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,6,6
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,268,268
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,173,173
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,24,24
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,307,307
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,25,25
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,569,569
COLQUENCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,6,6
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,72,72
COMANCHE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,33,33
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,57,57
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,26,26
CONCEPCION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,98,98
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,50,50
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,117,117
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,49,49
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,47,47
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,247,247
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1,1
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,4,4
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,157,157
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,19,19
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,34,34
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,233,233
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,69,69
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,39,39
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1708,1708
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,37,37
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,141,141
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,183,183
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,45,45
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,46,46
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,328,328
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,486,486
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,5,5
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,69,69
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,8,8
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,159,159
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,106,106
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,45,45
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,29,29
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,40,40
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,56,56
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,62,62
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,37,37
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,86,86
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,3,3
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,11,11
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,190,190
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,42,42
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,30,30
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,40,40
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,117,117
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,174,174
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,112,112
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,102,102
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,76,76
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,144,144
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,231,231
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,3,3
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,4,4
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,54,54
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,29,29
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,702,702
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,38,38
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,25,25
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,86,86
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,57,57
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,75,75
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,140,140
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,159,159
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,5,5
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,193,193
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,347,347
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,97,97
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,7,7
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,92,92
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,341,341
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,13,13
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,33,33
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,169,169
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,37,37
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,27,27
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,202,202
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,57,57
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,97,97
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2030,2030
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,4,4
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,172,172
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,28,28
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1,1
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,48,48
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,114,114
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,49,49
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,23,23
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,224,224
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,29,29
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,50,50
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,357,357
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,183,183
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,102,102
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,66,66
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,199,199
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,215,215
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,84,84
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,77,77
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,114,114
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,16,16
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2508,2508
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,105,105
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,20,20
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,343,343
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,81,81
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,83,83
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,23,23
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,157,157
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,583,583
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,260,260
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,277,277
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,22,22
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1227,1227
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,48,48
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,17,17
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,244,244
REYES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2,2
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,195,195
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,162,162
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,189,189
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,32,32
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1495,1495
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,42,42
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,162,162
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,52,52
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,154,154
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,9,9
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,19,19
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,32,32
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,29,29
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,23,23
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,77,77
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,142,142
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,506,506
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,722,722
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,3,3
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,64,64
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,158,158
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,90,90
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,385,385
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,126,126
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,58,58
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,491,491
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,178,178
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,50,50
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,196,196
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,506,506
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,65,65
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,12,12
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,14,14
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,26,26
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,69,69
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2,2
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,121,121
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,56,56
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1045,1045
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,38,38
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,100,100
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,25,25
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,38,38
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,49,49
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,62,62
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,96,96
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,55,55
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,43,43
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,58,58
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,610,610
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,101,101
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,156,156
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,69,69
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,2973,2973
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,8,8
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,57,57
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,140,140
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,94,94
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,16,16
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,355,355
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,180,180
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,49,49
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,102,102
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1508,1508
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,18,18
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,55,55
TIAWANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,6,6
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,285,285
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,95,95
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,316,316
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,277,277
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,86,86
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2017-04-01,1,1
