municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
ANCORAIMES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ANTEQUERA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
APOLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,22,22
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,25,25
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
AZURDUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
BATALLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,47,47
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
BOLPEBRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,16,16
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,16,16
CALACOTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,14,14
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
CAPINOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,16,16
CAQUIAVIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
CHARAGUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,26,26
CHUMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,32,32
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,12,12
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,31,31
COIPASA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
COLLANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,13,13
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
COPACABANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,16,16
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,18,18
CORQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
DESAGUADERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,234,234
EL CHORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,43,43
EUCALIPTUS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,7,7
HUACHACALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
HUARACAJE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
INQUISIVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
IXIAMAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,9,9
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,29,29
LA RIVERA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
LORETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
LURIBAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
MAIRANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MAPIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,22,22
MECAPACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MINEROS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,15,15
MOCOMOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,20,20
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,57,57
PADCAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
PAILON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PASORAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
POOPO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,14,14
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,128,128
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,25,25
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,42,42
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,7,7
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,9,9
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
SACABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
SAN BENITO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,55,55
SAN JAVIER(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,26,26
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,15,15
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,7,7
SAN PEDRO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,17,17
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SANTA ANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,46,46
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,247,247
SANTA ROSA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,12,12
SHINAOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,10,10
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
SICAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,48,48
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SORACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,153,153
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TACOPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
TARACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,9,9
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,12,12
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,11,11
TEOPONTE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TIPUANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,38,38
TIRAQUE (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
TOLATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TOLEDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,7,7
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,7,7
TOTORA(ORR),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TRINIDAD,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,49,49
TURCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
UMALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,18,18
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
UYUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
VACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
VILA VILA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
VILLAZON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,47,47
VINTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,35,35
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
YACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
YACUIBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,8,8
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,5,5
YANACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,1,1
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,65,65
YOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,6,6
YOTALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,4,4
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-04-01,3,3
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,27,27
ACHOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,8,8
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,29,29
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
ALTO BENI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,6,6
ANCORAIMES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
APOLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,14,14
ARBIETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,5,5
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,40,40
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
AUCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
AYO AYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
AZURDUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,6,6
BATALLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,9,9
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,36,36
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,27,27
BOLIVAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,19,19
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,5,5
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,9,9
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,8,8
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CAPINOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,20,20
CAQUIAVIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,13,13
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,5,5
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CHARAGUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,6,6
CHIMORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,15,15
CHUMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,7,7
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,42,42
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,12,12
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,36,36
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
COLLANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,13,13
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,6,6
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
COMARAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COPACABANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,12,12
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,12,12
CORQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,3,3
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,8,8
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CURVA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,2,2
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,152,152
EL CHORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-05-01,5,5
