,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,3,0,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,4,7,1,0,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,12,11,0,0,23
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,1,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,3,3,1,2,9
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,2,1,3,2,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,1,5,7
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,1,0,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,5,2,0,0,7
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,0,1,2,1,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,2,0,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,2,2,1,1,6
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,4,5,1,2,12
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,2,1,4
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,4,2,2,1,9
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,9,12,0,1,22
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,3,4,2,0,9
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,1,1,2,1,5
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-02-01,2,2,2,0,6
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,0,0,0,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,2,2,5
APOLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,5,2,2,2,11
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,3,1,0,7
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,2,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,1,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,1,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,1,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,14,16,4,3,37
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,1,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,1,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,1,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,4,1,1,1,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,2,0,0,2
CUEVO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,26,24,18,22,90
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,1,2
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,0,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,2,1,3,7
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,1,1,2,6
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,2,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,8,7,2,1,18
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,31,19,1,5,56
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,1,0,2
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,5,3,1,12
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,19,17,4,4,44
PADILLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,0,0,0,2
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,2,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,8,2,4,1,15
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,0,0,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,2,0,0,2
PUNA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,0,2,3,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,3,2,5,12
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,1,2,1,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
SABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,6,7,5,3,21
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,3,0,0,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,5,0,1,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,9,1,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,2,1,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,2,0,0,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,2,3,5,12
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,0,1,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,80,63,16,21,180
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,2,3
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,2,2,1,8
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,6,2,2,2,12
TARACO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,11,6,3,1,21
TARVITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,3,1,0,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,2,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
TOMINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,0,0,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,1,0,0,3
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,5,8,3,5,21
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,2,1,0,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,1,1,2,6
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,2,3,1,2,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,12,0,1,0,13
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,3,0,0,4
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,1,1,1,0,3
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,7,4,0,1,12
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,4,0,0,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-03-01,0,3,2,2,7
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,2,1,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,4,2,1,7
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,0,0,0,2
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,0,7,7,18
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,5,1,0,10
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,3,4,8
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,2,0,2
CHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,2,2,4
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,1,1,4
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,20,26,3,5,54
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,2,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,2,0,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,1,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,5,6,7,3,21
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,2,2,5
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,26,27,22,25,100
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,3,3,0,0,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,3,3,0,0,6
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,2,3,3,12
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,1,1,1,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,3,0,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,13,2,4,23
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,25,29,13,12,79
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,16,15,31
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,2,3,5
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,2,0,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,1,6,8
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,2,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,6,6,5,21
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,9,10,19
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,2,0,0,4
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,18,15,13,17,63
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,9,15,25
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,2,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,1,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,7,2,10
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,6,4,6,2,18
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,2,4,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,6,0,2,9
PUNA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,2,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,4,3,0,4,11
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,0,1,0,3
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,1,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,2,5,3,3,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2019-04-01,0,0,0,3,3
