,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,1,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,2,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,0,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,2,0,1,0,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,11,12,1,3,27
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,1,0,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,1,3,3,8
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,0,1,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-06-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,3,2,1,3,9
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,2,2,0,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,2,3,2,8
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,1,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,1,3,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,4,2,1,0,7
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,2,5,0,0,7
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,1,0,2
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,4,0,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,2,0,2
SABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,3,3,0,0,6
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,1,0,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,12,14,11,9,46
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,0,1,1,3
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,2,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-07-01,0,2,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,7,7,14
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,4,0,0,5
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,4,2,2,2,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,5,1,1,1,8
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,8,11,19
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,2,1,2,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,2,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,4,3,1,0,8
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,14,10,0,5,29
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,5,1,0,0,6
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,2,1,2,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-08-01,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,2,0,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,1,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,5,3,8,3,19
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,3,0,0,4
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,1,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,2,1,2,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,2,2,0,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,3,0,0,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,2,1,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,3,0,2,1,6
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,1,0,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,1,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,4,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,7,5,0,1,13
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,1,1,1,4
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-09-01,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,1,0,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,1,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,1,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,0,2,4,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,3,3,2,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,3,6,1,1,11
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,2,1,0,0,3
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,5,1,1,0,7
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,0,0,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,16,12,2,5,35
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,1,4,0,0,5
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,2,3,0,0,5
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,1,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-10-01,0,0,1,1,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,2,0,3
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,1,0,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,2,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,4,1,3,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,4,1,0,0,5
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,2,2,1,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,5,4,9
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,2,4,3,2,11
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,1,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,20,31,0,1,52
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,6,3,0,1,10
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-11-01,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,0,1,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,2,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,2,0,0,1,3
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,0,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,4,3,5,6,18
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,3,0,0,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,1,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,3,1,0,0,4
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,8,8,17
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,4,0,1,6
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,2,0,1,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,6,10,0,1,17
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 1ra dosis,2019-12-01,1,0,0,0,1
